ShanghaiOpen,ShanghaiHigh,ShanghaiLow,ShanghaiClose
2163.32,2174.21,2158.76,2170.45
2171.01,2180.73,2157.4,2163.12
2164.12,2189.23,2164.09,2189.15
2191.36,2206.51,2188.94,2206.07
2210.07,2230.22,2210.04,2230.2
2234.07,2236.78,2223.5,2233.59
2234.71,2237.52,2223.81,2229.83
2231.37,2237.49,2213.58,2219.25
2218.57,2225.35,2214.16,2218.03
2220.42,2223.21,2201.59,2205.99
2206.85,2211.86,2191.68,2211.83
2202.3,2204.26,2176.75,2181.66
2179.81,2187.24,2168.78,2170.52
2169.47,2175.17,2164.01,2169.66
2172.61,2189.79,2172.59,2189.78
2190.98,2192.52,2167.67,2168.74
2164.92,2168.4,2153.68,2165.49
2167.7,2178.02,2158.85,2161.34
2176.34,2183.52,2142.08,2146.24
2145.49,2146.03,2121.28,2140.98
2142.01,2147.84,2137.41,2146.54
2146.51,2150.27,2135.24,2150.26
2153.24,2179.77,2153.14,2179.62
2183.74,2185.85,2166.33,2169.01
2162.75,2162.75,2129.18,2136.45
2130.45,2140.5,2108.76,2112.26
2109.92,2116.56,2086.08,2094.01
2093.87,2101.15,2063.89,2065.73
2056.76,2056.77,1955.97,1956.82
1939.26,1978.1,1909.3,1920.32
1925.24,1986.94,1925.24,1986.93
1989.64,1990.7,1912.73,1957.02
1956.54,1965.32,1948.9,1958.69
1953.41,1953.45,1867.86,1882.13
1872.67,1911.21,1861.78,1903.93
1902.87,1907.95,1885.42,1895.17
1894.69,1924.65,1894.05,1924.59
1929.96,1956.4,1929.69,1955.04
1956.93,1963.14,1942.07,1955.1
1955.51,1960.95,1924.27,1939.54
1938.54,1949.16,1935.39,1947.36
1948.27,1950.46,1918.49,1919.65
1916.84,1928.14,1909.67,1924.0
1923.1,1937.16,1917.09,1934.49
1936.06,1947.4,1935.77,1938.87
1935.54,1935.56,1891.35,1903.45
1892.37,1903.47,1869.49,1902.99
1903.39,1912.19,1883.23,1886.8
1881.31,1881.31,1824.88,1827.25
1816.66,1843.44,1795.57,1843.39
1846.82,1865.48,1837.94,1847.54
1846.19,1846.54,1831.02,1839.63
1838.21,1846.94,1831.52,1834.14
1815.27,1862.4,1814.92,1862.36
1868.36,1888.9,1863.83,1868.27
1867.63,1876.47,1853.29,1861.56
1858.24,1858.24,1807.14,1808.84
1790.21,1858.2,1774.83,1856.53
1811.9,1816.26,1782.5,1784.61
1784.59,1817.56,1780.05,1798.62
1800.24,1822.97,1784.91,1822.69
1826.42,1836.79,1814.46,1818.42
1815.56,1821.34,1803.8,1807.02
1804.89,1808.7,1791.62,1794.96
1799.98,1813.31,1788.4,1793.88
1793.65,1793.67,1765.17,1767.81
1765.62,1779.13,1750.76,1764.93
1766.13,1774.3,1751.72,1764.87
1766.13,1773.8,1723.04,1726.53
1724.17,1751.07,1722.22,1744.64
1744.04,1744.64,1683.71,1686.61
1682.32,1693.21,1634.21,1638.33
1637.75,1700.71,1598.79,1691.33
1692.17,1703.59,1670.27,1687.28
1689.19,1691.65,1649.2,1655.9
1654.93,1661.88,1635.92,1643.07
1642.01,1651.11,1609.38,1615.58
1610.45,1610.45,1550.91,1572.45
1558.47,1563.4,1514.86,1520.67
1642.22,1670.74,1625.15,1670.56
1733.64,1744.92,1685.72,1718.06
1708.03,1708.03,1673.05,1676.5
1669.16,1681.9,1651.52,1677.88
1678.73,1701.12,1678.73,1700.48
1702.86,1704.48,1680.44,1682.77
1678.93,1689.17,1655.89,1689.17
1692.35,1717.74,1688.1,1707.75
1703.92,1711.74,1688.57,1691.35
1687.84,1688.31,1671.23,1679.57
1678.17,1685.52,1668.66,1671.28
1669.43,1669.46,1591.77,1594.05
1566.52,1605.9,1550.47,1605.87
1605.08,1637.9,1582.85,1630.36
1631.8,1637.33,1619.11,1621.2
1609.95,1623.45,1598.11,1615.93
1615.75,1627.97,1614.59,1617.1
1619.26,1624.81,1612.91,1621.34
1725.45,1734.67,1644.61,1646.76
1645.09,1669.99,1644.82,1669.89
1672.21,1703.74,1670.8,1699.73
1700.66,1707.93,1690.23,1705.66
1710.13,1710.13,1696.0,1705.89
1705.51,1722.62,1704.85,1722.59
1725.54,1741.67,1725.16,1735.0
1735.38,1741.74,1728.89,1732.3
1732.13,1748.0,1731.96,1747.99
1751.05,1767.44,1750.92,1762.56
1763.79,1770.36,1754.87,1769.68
1765.56,1776.02,1745.11,1745.23
1740.08,1754.77,1737.06,1751.18
1752.02,1756.47,1743.33,1745.41
1743.63,1748.97,1730.81,1748.68
1748.02,1748.98,1726.69,1728.88
1724.88,1728.83,1714.18,1715.17
1713.78,1720.55,1687.09,1688.01
1683.73,1692.91,1673.32,1675.51
1673.24,1680.84,1662.68,1665.94
1666.51,1687.77,1660.5,1687.29
1688.92,1693.18,1671.94,1672.7
1669.48,1669.48,1628.47,1631.54
1627.44,1640.79,1624.5,1640.14
1610.65,1634.33,1605.15,1633.64
1635.46,1644.41,1625.46,1627.92
1626.96,1639.85,1619.53,1639.48
1641.43,1649.8,1638.32,1645.97
1643.49,1643.5,1608.83,1611.39
1605.74,1605.74,1584.66,1596.76
1594.87,1607.72,1582.45,1583.46
1580.71,1580.72,1552.56,1561.35
1556.74,1580.01,1523.66,1576.44
1574.26,1574.27,1535.28,1535.59
1519.93,1519.93,1484.46,1485.11
1475.34,1491.7,1458.02,1459.65
1458.84,1482.18,1439.4,1479.62
1476.36,1476.38,1416.3,1419.52
1405.55,1434.97,1376.89,1415.44
1360.29,1400.76,1348.79,1358.69
1355.86,1445.7,1346.17,1444.97
1435.32,1478.54,1400.35,1456.4
1449.88,1464.9,1442.94,1451.48
1444.5,1448.6,1357.55,1359.55
1343.36,1396.11,1339.2,1392.78
1392.95,1408.05,1381.01,1396.61
1413.22,1501.33,1413.22,1491.67
1494.58,1507.64,1480.77,1485.77
1485.68,1513.67,1476.13,1511.33
1510.57,1522.32,1502.09,1518.28
1517.81,1521.56,1484.25,1485.8
1482.36,1521.03,1481.07,1515.39
1520.72,1530.13,1506.07,1506.62
1540.49,1544.57,1521.66,1530.28
1529.38,1531.69,1507.58,1531.17
1531.32,1544.92,1524.69,1538.32
1537.93,1544.39,1521.08,1524.7
1521.53,1521.57,1501.56,1502.54
1497.83,1527.4,1494.83,1526.8
1529.3,1566.07,1529.3,1560.08
1564.69,1594.67,1563.92,1569.21
1569.17,1613.26,1569.07,1613.0
1622.87,1645.29,1611.23,1640.26
1643.59,1664.52,1632.62,1664.09
1665.24,1672.04,1641.58,1643.69
1636.95,1655.63,1621.8,1623.43
1621.08,1665.79,1621.08,1665.15
1671.83,1676.51,1620.56,1620.98
1641.43,1657.68,1610.99,1623.88
1624.32,1665.62,1624.29,1665.36
1673.27,1686.11,1664.37,1682.51
1686.95,1693.87,1675.25,1685.02
1684.07,1684.46,1659.52,1669.69
1667.85,1677.05,1663.4,1675.29
1674.7,1675.21,1641.91,1649.48
1646.68,1655.18,1635.82,1654.23
1653.98,1666.52,1645.34,1650.67
1598.03,1609.92,1589.41,1608.51
1608.52,1610.73,1575.97,1582.88
1582.74,1603.8,1582.67,1594.51
1595.02,1643.54,1583.63,1641.7
1650.5,1657.09,1628.55,1634.64
1633.83,1643.68,1631.07,1640.65
1641.85,1671.86,1640.69,1667.52
1670.8,1677.94,1663.47,1677.66
1679.34,1680.3,1649.27,1649.53
1648.45,1664.42,1648.45,1658.98
1660.57,1664.52,1638.64,1649.5
1647.51,1654.74,1635.75,1640.29
1641.72,1649.43,1630.23,1644.4
1644.15,1646.25,1626.03,1628.14
1625.25,1635.53,1603.96,1635.17
1633.64,1637.19,1619.16,1627.48
1626.63,1634.86,1621.87,1624.55
1623.47,1626.39,1609.21,1611.05
1609.94,1616.76,1603.64,1615.92
1615.52,1643.15,1615.52,1640.59
1643.55,1667.16,1640.56,1665.81
1668.31,1673.75,1657.82,1667.75
1669.87,1670.92,1651.69,1652.37
1648.46,1659.25,1646.82,1650.58
1650.91,1652.29,1636.86,1638.2
1634.9,1634.92,1618.46,1623.94
1622.33,1629.88,1613.55,1616.23
1614.9,1618.14,1597.92,1598.35
1592.24,1592.24,1546.94,1549.5
1549.08,1570.15,1540.58,1567.5
1564.97,1564.98,1529.35,1541.53
1575.02,1599.11,1564.55,1588.11
1590.79,1591.03,1563.16,1564.49
1571.08,1585.74,1568.1,1571.61
1572.94,1574.13,1544.42,1549.47
1557.62,1569.41,1557.23,1558.52
1558.13,1558.15,1520.13,1524.81
1524.22,1530.77,1506.54,1523.52
1523.01,1532.03,1513.26,1515.73
1510.25,1510.26,1480.09,1483.35
1484.01,1498.05,1474.36,1490.51
1491.07,1491.07,1460.48,1462.0
1458.61,1532.74,1455.31,1521.26
1522.88,1540.83,1508.43,1529.51
1529.34,1529.38,1511.26,1517.23
1515.99,1534.38,1515.75,1530.96
1531.75,1531.75,1513.92,1524.84
1524.77,1529.44,1511.22,1511.71
1508.64,1508.65,1493.24,1494.25
1489.14,1496.84,1481.25,1496.24
1496.83,1527.77,1496.81,1524.07
1523.95,1524.01,1506.43,1507.67
1511.12,1528.36,1510.53,1516.15
1517.28,1564.92,1517.26,1562.72
1704.7,1709.07,1647.5,1707.31
1718.23,1748.89,1690.61,1706.59
1698.11,1719.08,1684.91,1712.91
1714.74,1730.67,1706.14,1723.55
1724.73,1747.23,1711.0,1732.76
1736.29,1740.38,1712.77,1713.71
1707.45,1725.89,1698.83,1724.95
1727.09,1736.08,1719.62,1730.92
1709.84,1722.48,1704.19,1722.19
1723.58,1737.86,1721.12,1732.93
1733.83,1741.92,1724.39,1729.99
1728.52,1729.73,1698.83,1701.82
1698.21,1712.2,1689.22,1696.94
1696.64,1706.44,1693.21,1698.3
1696.81,1697.38,1685.54,1687.95
1687.67,1704.77,1686.81,1691.62
1692.45,1702.24,1680.2,1701.72
1703.81,1711.69,1695.4,1704.91
1706.36,1714.09,1703.38,1713.86
1712.02,1712.33,1678.5,1681.01
1676.9,1684.66,1670.38,1673.86
1673.68,1679.66,1667.44,1672.4
1675.47,1682.89,1662.38,1665.11
1665.09,1670.23,1656.82,1657.5
1654.93,1665.96,1647.27,1665.67
1666.58,1672.12,1656.85,1669.0
1667.62,1671.48,1649.01,1651.59
1650.05,1659.97,1639.23,1653.01
1653.64,1662.72,1653.17,1661.87
1661.4,1661.58,1652.4,1653.96
1652.94,1679.81,1649.89,1670.62
1670.17,1670.81,1663.93,1668.07
1668.51,1675.3,1657.47,1659.8
1658.44,1658.77,1642.77,1647.05
1642.48,1642.59,1633.09,1634.57
1633.68,1642.41,1633.55,1636.63
1636.89,1647.09,1635.29,1646.72
1646.62,1647.07,1632.13,1634.37
1632.96,1652.98,1624.05,1646.79
1645.93,1650.09,1641.4,1644.3
1644.62,1673.92,1644.25,1671.35
1671.99,1677.95,1668.36,1673.55
1672.7,1696.28,1672.43,1686.11
1686.3,1688.12,1679.12,1683.21
1670.63,1680.06,1670.11,1679.69
1680.75,1683.51,1675.53,1676.77
1676.86,1680.17,1665.72,1667.32
1666.98,1669.14,1664.82,1666.62
1669.59,1680.28,1669.58,1674.07
1674.45,1675.97,1662.49,1663.97
1662.89,1662.9,1639.82,1641.81
1639.89,1644.8,1629.93,1631.38
1628.45,1628.45,1617.01,1621.58
1620.28,1627.35,1619.33,1625.11
1625.33,1626.84,1605.98,1620.36
1619.94,1631.67,1614.6,1624.56
1624.13,1624.14,1598.74,1604.08
1603.46,1612.02,1593.98,1604.88
1603.61,1605.22,1593.53,1594.58
1593.57,1623.65,1585.07,1619.35
1618.2,1618.2,1602.89,1604.91
1602.28,1604.3,1597.29,1602.59
1602.2,1602.29,1594.28,1596.73
1595.81,1602.35,1590.49,1597.84
1597.85,1599.98,1586.53,1587.65
1587.24,1591.84,1577.53,1581.62
1577.05,1577.05,1558.48,1562.99
1570.65,1571.52,1534.91,1535.37
1532.18,1542.56,1528.35,1530.41
1532.14,1536.87,1521.91,1524.05
1522.87,1532.63,1509.14,1531.68
1531.58,1534.58,1522.1,1524.73
1524.91,1548.53,1524.91,1537.39
1537.97,1538.79,1511.4,1513.1
1511.18,1523.83,1500.54,1519.54
1519.21,1525.26,1512.33,1524.93
1525.08,1553.87,1525.07,1548.1
1549.77,1550.09,1539.48,1548.97
1549.79,1550.43,1535.9,1536.52
1535.8,1542.59,1517.42,1520.31
1518.09,1518.6,1500.01,1502.72
1501.38,1511.77,1488.68,1510.88
1511.11,1513.46,1498.45,1509.71
1510.03,1521.87,1506.0,1507.5
1507.38,1511.1,1498.21,1510.76
1516.22,1532.23,1515.07,1531.84
1533.81,1565.23,1532.29,1558.24
1558.91,1559.23,1548.73,1552.56
1554.04,1559.82,1546.27,1554.24
1570.0,1573.1,1517.39,1522.19
1519.6,1526.13,1501.99,1504.4
1504.58,1517.72,1481.16,1485.91
1483.71,1491.24,1461.26,1490.46
1488.91,1489.14,1459.71,1460.8
1455.98,1481.22,1451.39,1463.69
1463.72,1468.33,1447.49,1451.29
1450.7,1464.76,1441.73,1462.17
1459.21,1459.21,1423.8,1425.84
1421.23,1421.23,1389.29,1390.63
1392.57,1409.0,1375.54,1395.5
1393.34,1403.51,1383.09,1398.44
1398.44,1408.79,1371.01,1371.17
1365.82,1384.0,1353.14,1378.75
1432.03,1432.03,1394.91,1395.68
1391.72,1409.89,1388.51,1408.84
1414.89,1432.9,1406.61,1414.45
1411.89,1411.89,1395.08,1404.88
1404.93,1417.0,1396.21,1405.53
1404.51,1410.79,1395.93,1400.87
1400.56,1406.9,1383.57,1383.84
1381.4,1383.15,1367.31,1379.2
1378.82,1399.77,1378.81,1383.91
1375.78,1401.6,1367.93,1396.9
1397.72,1409.94,1392.89,1408.52
1409.17,1418.21,1403.58,1416.1
1416.67,1424.48,1409.84,1411.72
1411.28,1414.29,1402.64,1413.6
1414.35,1431.36,1410.46,1427.94
1429.95,1439.85,1429.29,1430.2
1379.33,1389.33,1367.85,1382.97
1379.74,1379.75,1358.43,1366.36
1364.97,1370.53,1348.71,1357.65
1347.43,1351.34,1317.47,1320.63
1317.58,1323.63,1312.8,1319.87
1319.69,1334.89,1311.68,1334.68
1335.63,1346.82,1326.19,1332.06
1331.44,1373.12,1330.45,1372.07
1374.62,1402.29,1365.37,1397.38
1398.38,1411.37,1384.63,1384.86
1381.87,1391.19,1378.65,1386.31
1386.9,1476.91,1386.59,1466.85
1477.45,1485.8,1448.27,1459.92
1458.87,1486.06,1454.55,1485.62
1488.27,1492.72,1472.96,1478.68
1485.87,1489.55,1454.61,1454.89
1448.83,1463.94,1446.35,1460.53
1460.25,1470.33,1448.7,1450.62
1449.5,1483.56,1448.01,1479.07
1481.61,1500.38,1480.97,1496.16
1497.1,1502.43,1489.17,1500.64
1501.29,1508.59,1498.37,1499.82
1499.17,1499.64,1477.52,1480.17
1478.05,1492.89,1476.87,1492.76
1493.25,1510.99,1486.31,1510.67
1512.29,1519.29,1502.43,1504.34
1503.37,1515.26,1500.98,1510.95
1495.14,1500.29,1488.83,1496.47
1496.65,1511.13,1490.02,1510.8
1513.01,1517.77,1507.23,1509.49
1508.08,1508.13,1476.42,1478.87
1476.07,1488.07,1474.47,1481.94
1481.11,1511.65,1481.11,1511.28
1513.49,1515.46,1506.55,1513.18
1514.02,1524.75,1508.75,1513.7
1512.87,1514.5,1501.42,1511.93
1511.59,1525.7,1511.05,1525.48
1527.45,1529.75,1517.86,1524.3
1524.08,1524.12,1508.25,1517.18
1516.6,1517.35,1494.24,1498.34
1495.69,1502.43,1489.38,1493.09
1492.21,1496.16,1467.64,1468.92
1467.55,1473.96,1463.58,1469.55
1468.75,1475.29,1458.5,1475.01
1475.04,1477.86,1463.33,1464.65
1464.99,1471.5,1461.35,1466.04
1465.14,1469.53,1453.37,1469.27
1468.99,1479.0,1458.98,1459.89
1458.58,1475.84,1452.59,1469.96
1469.66,1477.25,1460.8,1464.54
1464.18,1475.81,1461.92,1474.66
1474.59,1477.97,1470.44,1477.77
1478.05,1478.41,1461.75,1462.4
1461.32,1465.43,1452.89,1456.27
1455.44,1507.67,1447.01,1499.35
1498.46,1508.26,1488.6,1491.94
1491.39,1511.22,1490.99,1510.58
1513.0,1525.24,1508.84,1522.55
1522.49,1525.77,1516.79,1521.32
1521.36,1522.67,1510.51,1511.73
1510.22,1521.78,1509.61,1521.13
1521.9,1530.37,1512.5,1515.13
1515.65,1523.95,1513.24,1520.55
1519.99,1545.34,1510.34,1543.67
1546.51,1559.87,1541.29,1551.18
1552.0,1581.7,1548.53,1576.86
1581.38,1616.65,1581.2,1616.07
1619.95,1632.09,1606.73,1631.47
1633.53,1649.6,1598.83,1606.24
1606.23,1621.23,1595.63,1613.6
1570.57,1575.8,1563.59,1568.69
1568.13,1569.79,1540.07,1541.96
1538.58,1542.11,1492.9,1503.59
1501.57,1513.33,1481.07,1487.15
1483.47,1538.59,1473.27,1537.69
1535.88,1535.88,1508.32,1509.31
1511.15,1539.57,1510.6,1521.44
1522.98,1536.89,1511.87,1531.87
1533.08,1534.8,1481.75,1485.31
1480.11,1523.32,1477.25,1522.92
1524.5,1555.56,1516.43,1555.29
1555.91,1560.72,1543.17,1554.45
1557.29,1563.11,1546.75,1555.45
1553.69,1553.85,1530.67,1535.52
1534.6,1547.31,1530.05,1533.48
1532.19,1546.39,1522.19,1546.11
1547.16,1571.69,1547.09,1560.96
1572.31,1575.63,1558.13,1568.34
1549.05,1568.54,1543.34,1568.16
1570.92,1581.61,1567.28,1576.26
1577.99,1578.87,1564.61,1576.53
1577.08,1582.41,1561.08,1562.24
1560.67,1574.77,1546.62,1574.11
1575.31,1575.64,1555.45,1556.25
1553.2,1557.76,1538.1,1538.92
1536.27,1548.14,1527.84,1530.22
1529.53,1541.39,1529.52,1538.76
1540.72,1566.9,1540.7,1565.84
1566.92,1569.13,1556.53,1562.11
1562.61,1572.41,1560.3,1566.77
1568.19,1569.55,1555.37,1559.71
1559.12,1564.95,1552.43,1557.18
1556.89,1565.92,1552.83,1553.88
1554.02,1557.38,1530.38,1538.75
1537.5,1542.42,1528.3,1529.47
1524.58,1524.91,1509.43,1511.37
1509.11,1515.84,1504.72,1512.43
1512.49,1515.92,1498.96,1502.08
1500.34,1517.21,1486.08,1515.38
1516.81,1516.87,1494.45,1497.05
1493.69,1500.97,1483.69,1486.02
1485.52,1502.57,1482.82,1484.7
1485.45,1499.97,1477.87,1499.68
1501.9,1507.71,1497.74,1504.44
1500.85,1503.81,1490.97,1501.48
1501.62,1513.55,1500.98,1512.02
1512.34,1513.28,1499.34,1503.31
1503.51,1532.19,1501.71,1531.93
1532.64,1535.98,1523.24,1528.85
1528.39,1529.33,1519.12,1521.41
1521.56,1531.0,1516.89,1525.44
1525.5,1529.82,1520.41,1529.49
1529.97,1540.19,1529.36,1539.36
1539.05,1539.06,1506.49,1507.16
1501.39,1504.71,1483.57,1495.89
1499.89,1510.31,1485.46,1498.49
1499.31,1505.31,1491.66,1502.15
1503.06,1503.38,1491.2,1493.45
1494.58,1502.64,1471.29,1477.65
1474.74,1474.74,1464.87,1470.39
1470.39,1480.58,1469.93,1477.3
1477.41,1483.07,1468.82,1479.65
1480.01,1482.6,1474.14,1476.74
1476.47,1478.36,1464.98,1476.97
1476.82,1494.42,1471.89,1494.37
1494.49,1497.01,1488.97,1494.31
1493.03,1493.39,1482.69,1486.25
1485.74,1497.1,1485.06,1487.37
1487.17,1487.41,1468.44,1471.27
1469.26,1474.72,1462.72,1474.41
1473.99,1484.59,1472.39,1479.28
1479.67,1481.12,1465.06,1465.83
1464.38,1475.02,1451.61,1455.9
1454.68,1457.63,1447.11,1450.2
1449.67,1451.67,1442.48,1445.09
1444.66,1453.45,1444.23,1449.71
1449.5,1450.47,1432.75,1441.66
1441.78,1442.86,1434.31,1441.09
1438.79,1446.28,1436.9,1438.88
1420.85,1428.41,1417.83,1425.21
1425.15,1432.35,1420.35,1425.36
1425.73,1428.35,1414.88,1415.69
1414.41,1422.35,1406.68,1421.98
1446.28,1451.23,1438.69,1447.85
1447.77,1453.43,1443.38,1447.43
1446.94,1446.98,1424.17,1431.53
1429.46,1429.56,1421.14,1425.73
1424.69,1429.71,1414.88,1420.07
1422.9,1429.56,1421.82,1423.96
1426.34,1426.81,1407.95,1409.16
1407.81,1416.08,1394.27,1397.54
1396.75,1406.72,1389.49,1406.1
1406.25,1406.37,1386.78,1389.82
1388.09,1395.2,1383.4,1390.49
1390.84,1395.6,1383.72,1391.37
1392.9,1395.07,1378.32,1381.44
1380.85,1390.35,1372.85,1390.17
1391.4,1396.95,1386.79,1394.23
1394.49,1394.74,1374.79,1376.29
1369.44,1369.48,1353.25,1355.34
1354.65,1371.07,1348.22,1367.16
1366.2,1373.08,1359.5,1371.69
1371.68,1379.99,1367.65,1369.17
1369.0,1406.0,1367.11,1404.01
1405.33,1411.88,1397.69,1399.66
1399.84,1400.75,1382.48,1388.17
1388.25,1401.54,1380.81,1383.1
1381.46,1382.53,1362.98,1365.51
1365.31,1375.66,1362.42,1370.58
1369.71,1370.49,1355.55,1359.5
1359.51,1364.61,1350.21,1364.3
1366.11,1403.1,1363.09,1398.01
1398.59,1407.39,1384.64,1386.65
1385.9,1389.88,1376.71,1381.83
1381.84,1383.6,1361.19,1369.46
1366.0,1382.6,1356.49,1369.33
1372.35,1375.91,1344.42,1361.49
1360.02,1360.07,1340.29,1344.63
1341.5,1364.66,1334.78,1348.3
1346.48,1367.34,1339.96,1364.06
1363.96,1412.91,1363.9,1389.55
1389.72,1396.86,1375.99,1385.11
1384.67,1385.84,1351.1,1356.79
1353.43,1353.45,1323.12,1335.21
1330.96,1340.87,1322.05,1340.1
1340.32,1350.39,1331.12,1343.62
1341.57,1341.58,1316.85,1317.79
1313.93,1324.98,1307.4,1319.61
1318.72,1331.42,1312.79,1331.05
1330.49,1333.41,1323.68,1328.1
1334.65,1336.1,1314.99,1316.56
1313.84,1341.56,1312.56,1338.87
1338.6,1377.12,1336.14,1376.51
1379.94,1394.57,1359.9,1361.56
1360.33,1404.25,1360.23,1404.01
1407.76,1423.58,1400.9,1408.42
1407.3,1413.77,1398.03,1411.91
1398.71,1432.82,1398.71,1432.7
1437.24,1444.57,1430.24,1435.31
1434.7,1462.07,1424.35,1445.03
1454.41,1456.87,1440.79,1451.12
1452.11,1459.48,1435.14,1436.66
1435.1,1443.61,1429.06,1443.37
1449.57,1469.71,1448.5,1469.42
1472.39,1475.38,1460.19,1470.02
1469.7,1472.86,1459.55,1470.79
1471.24,1474.67,1465.51,1470.36
1469.12,1469.12,1441.06,1466.34
1465.61,1480.43,1453.88,1454.0
1450.85,1458.67,1445.08,1457.3
1463.45,1470.21,1429.71,1446.29
1444.17,1493.54,1441.59,1492.96
1497.57,1507.04,1487.12,1500.64
1509.28,1512.98,1495.54,1496.43
1495.67,1513.73,1495.39,1511.69
1513.62,1516.52,1491.25,1497.04
1516.8,1568.85,1516.58,1568.35
1568.9,1589.08,1557.93,1574.52
1574.1,1595.0,1565.09,1587.2
1587.45,1616.58,1582.88,1610.13
1612.39,1618.76,1579.69,1581.47
1579.88,1619.09,1573.77,1618.52
1622.05,1627.49,1596.72,1612.68
1612.92,1613.15,1585.91,1592.42
1591.82,1601.41,1582.36,1586.49
1589.38,1604.76,1579.24,1600.43
1605.25,1629.18,1603.31,1628.84
1631.11,1634.41,1589.4,1590.73
1630.65,1650.29,1585.96,1623.88
1625.29,1650.24,1615.81,1649.28
1652.61,1685.77,1652.61,1685.16
1690.94,1693.9,1674.62,1693.43
1690.56,1705.91,1671.4,1679.19
1679.58,1703.77,1679.1,1703.53
1708.9,1715.46,1683.6,1691.01
1691.61,1692.9,1660.01,1677.76
1679.08,1693.01,1660.31,1663.83
1664.6,1672.44,1653.24,1658.54
1701.41,1710.86,1693.97,1703.77
1704.75,1719.89,1697.32,1717.1
1719.31,1728.02,1710.71,1717.02
1715.81,1722.57,1702.93,1721.75
1725.59,1730.28,1680.89,1681.65
1675.64,1683.04,1650.18,1682.3
1684.9,1700.5,1642.69,1647.38
1642.41,1655.3,1628.84,1654.9
1676.22,1690.07,1661.34,1689.76
1692.62,1694.82,1677.98,1687.28
1686.96,1688.94,1654.56,1661.81
1658.63,1670.16,1642.63,1668.87
1671.06,1675.03,1660.21,1662.1
1660.64,1665.73,1635.44,1637.14
1636.21,1659.65,1634.71,1637.1
1639.68,1678.4,1639.68,1678.07
1680.31,1698.78,1672.67,1691.64
1692.87,1699.25,1680.45,1694.74
1696.94,1738.98,1696.82,1736.22
1741.62,1747.98,1730.74,1745.54
1746.74,1750.71,1730.27,1745.1
1746.18,1755.1,1714.9,1717.26
1715.47,1748.19,1710.84,1747.87
1749.71,1760.08,1742.37,1755.69
1755.32,1755.33,1731.49,1741.7
1740.89,1752.42,1729.51,1740.05
1737.49,1751.81,1725.98,1736.48
1737.06,1741.57,1720.88,1734.05
1734.59,1740.31,1717.86,1719.67
1718.78,1727.18,1711.66,1724.28
1726.57,1745.7,1724.21,1741.62
1744.71,1758.98,1741.33,1758.15
1760.47,1771.67,1756.65,1768.65
1771.74,1774.12,1753.71,1766.48
1767.32,1777.74,1754.74,1777.52
1779.43,1783.01,1771.13,1774.55
1774.4,1778.1,1765.02,1770.28
1724.58,1734.92,1710.39,1715.14
1714.53,1716.82,1678.34,1697.16
1697.24,1705.02,1674.91,1679.08
1678.97,1694.56,1656.3,1693.86
1695.33,1698.69,1672.35,1675.89
1674.36,1682.05,1659.95,1669.42
1669.38,1675.36,1645.08,1651.58
1649.05,1659.79,1637.29,1657.79
1653.94,1653.99,1632.56,1635.5
1633.27,1644.5,1623.05,1635.5
1636.44,1640.7,1608.81,1611.86
1606.42,1615.14,1589.1,1606.8
1605.3,1613.56,1578.09,1579.45
1579.97,1599.56,1572.23,1595.59
1600.63,1603.07,1555.26,1560.22
1556.72,1570.76,1545.63,1568.06
1568.41,1604.42,1564.14,1603.77
1605.7,1606.07,1589.46,1597.57
1596.73,1597.32,1558.54,1562.69
1556.67,1562.39,1537.47,1539.96
1537.34,1555.86,1526.24,1555.44
1559.26,1575.38,1548.16,1558.29
1556.69,1571.3,1542.22,1549.06
1548.56,1559.86,1545.62,1558.33
1559.55,1562.33,1547.36,1550.35
1549.02,1549.59,1516.35,1518.05
1515.16,1529.91,1508.65,1524.44
1524.94,1559.55,1515.97,1557.18
1555.56,1579.82,1553.12,1579.66
1580.21,1580.57,1562.24,1567.07
1566.42,1566.83,1540.74,1543.53
1541.09,1549.5,1534.99,1542.09
1538.46,1538.5,1508.87,1517.15
1514.78,1519.99,1488.63,1493.81
1492.2,1497.18,1464.16,1468.07
1465.56,1478.17,1456.32,1468.34
1471.45,1471.45,1431.31,1438.74
1436.08,1469.57,1433.03,1463.78
1465.23,1491.69,1452.58,1475.42
1475.27,1478.49,1443.53,1445.5
1442.48,1442.48,1411.03,1427.3
1421.83,1434.2,1414.97,1433.47
1434.42,1456.13,1430.96,1450.68
1450.07,1450.11,1428.8,1440.73
1438.31,1447.39,1426.49,1427.75
1426.55,1434.47,1399.39,1401.11
1396.36,1397.52,1380.2,1385.18
1384.64,1409.38,1376.22,1408.69
1408.27,1415.69,1394.68,1399.16
1398.2,1445.1,1396.35,1441.07
1441.12,1447.61,1428.07,1441.19
1445.4,1466.78,1445.32,1450.5
1448.95,1448.96,1434.29,1438.4
1436.47,1440.64,1426.95,1439.78
1439.74,1451.75,1429.14,1430.65
1426.25,1426.25,1393.81,1397.15
1395.35,1403.14,1389.16,1399.46
1399.87,1408.99,1378.91,1403.76
1404.47,1422.26,1399.98,1421.54
1423.69,1458.39,1422.24,1456.13
1456.77,1465.84,1447.05,1457.54
1457.23,1457.29,1440.06,1447.94
1446.52,1452.86,1436.85,1448.04
1448.13,1449.69,1404.54,1407.44
1403.36,1408.46,1387.26,1407.4
1401.84,1401.88,1381.91,1387.67
