ShanghaiOpen,ShanghaiHigh,ShanghaiLow,ShanghaiClose
1371.37,1379.89,1370.72,1375.82
1392.75,1394.44,1383.76,1390.42
1393.74,1399.54,1390.55,1399.54
1402.85,1405.58,1392.9,1397.89
1402.67,1411.35,1402.02,1411.21
1418.35,1420.55,1411.06,1415.58
1419.22,1419.58,1402.62,1413.08
1420.99,1422.98,1402.75,1406.3
1404.08,1414.36,1390.63,1408.61
1411.96,1415.18,1401.06,1403.73
1400.35,1400.35,1357.46,1369.65
1367.74,1377.83,1359.39,1368.3
1367.56,1371.15,1346.07,1347.68
1373.11,1383.47,1365.08,1383.39
1385.33,1386.98,1359.88,1365.34
1362.59,1362.59,1323.53,1348.59
1349.0,1356.66,1344.44,1348.94
1352.23,1372.12,1352.23,1370.68
1376.19,1392.88,1376.19,1392.88
1400.47,1401.51,1392.06,1399.36
1398.24,1398.71,1385.45,1397.96
1399.71,1402.14,1390.86,1401.74
1402.95,1404.05,1377.18,1382.04
1383.29,1388.55,1376.41,1385.62
1387.02,1387.19,1356.22,1361.43
1360.62,1363.59,1335.21,1339.2
1363.27,1367.15,1315.18,1316.44
1314.1,1331.65,1297.0,1331.65
1339.26,1339.68,1313.28,1315.28
1313.65,1324.4,1307.91,1324.4
1326.82,1339.16,1326.62,1338.98
1341.35,1344.43,1336.66,1343.23
1344.75,1360.64,1344.63,1360.62
1362.69,1363.0,1352.46,1358.81
1360.61,1361.19,1334.71,1336.56
1332.41,1341.64,1326.32,1335.47
1335.3,1337.64,1317.89,1325.63
1325.88,1330.82,1311.75,1314.71
1311.06,1311.15,1278.3,1287.07
1285.79,1318.93,1284.8,1313.01
1312.23,1312.37,1295.61,1299.15
1299.22,1316.29,1299.15,1316.27
1317.85,1330.49,1317.85,1326.82
1328.34,1328.73,1314.73,1321.9
1321.63,1324.27,1313.2,1317.95
1317.93,1321.26,1308.26,1311.94
1312.86,1318.02,1309.77,1315.3
1316.31,1319.36,1312.38,1316.92
1315.13,1315.47,1299.93,1302.1
1299.73,1299.73,1283.2,1293.46
1293.7,1307.48,1293.12,1307.44
1310.3,1312.6,1292.39,1294.16
1292.08,1292.31,1267.92,1271.07
1262.01,1262.03,1227.47,1234.58
1230.38,1241.78,1206.63,1207.67
1204.36,1207.72,1158.79,1190.55
1193.37,1205.86,1185.57,1204.18
1202.38,1202.38,1165.87,1168.03
1152.67,1152.67,1068.66,1070.41
1054.18,1094.38,1043.02,1071.3
1072.74,1126.08,1072.72,1126.08
1128.75,1149.96,1113.86,1149.91
1149.62,1178.74,1141.51,1177.62
1178.55,1190.88,1166.14,1178.55
1174.41,1179.11,1159.39,1179.07
1174.85,1182.33,1159.52,1160.29
1152.36,1154.69,1142.17,1145.22
1139.82,1146.51,1125.2,1129.72
1117.97,1150.23,1072.42,1150.22
1142.5,1163.17,1123.63,1143.12
1136.44,1151.01,1136.14,1147.2
1148.95,1169.47,1148.94,1163.53
1181.07,1185.1,1166.66,1167.6
1165.66,1190.74,1162.47,1190.68
1194.88,1219.8,1194.12,1213.67
1214.83,1225.14,1206.61,1218.01
1219.32,1239.77,1214.44,1239.61
1240.94,1245.42,1228.88,1230.13
1226.9,1252.2,1225.29,1252.14
1257.38,1264.4,1226.72,1233.7
1227.56,1233.4,1199.58,1207.0
1199.17,1222.38,1193.82,1222.38
1224.39,1229.62,1214.02,1222.63
1223.99,1233.79,1222.36,1229.86
1231.05,1232.28,1196.92,1199.06
1194.31,1221.58,1192.08,1221.58
1224.27,1239.8,1217.65,1230.21
1226.84,1231.75,1226.84,1231.75
1233.59,1242.94,1233.43,1242.9
1245.74,1246.6,1231.4,1234.78
1234.14,1237.84,1214.83,1217.46
1214.64,1219.1,1207.93,1213.79
1215.95,1228.73,1215.87,1228.71
1231.94,1241.05,1229.85,1236.93
1239.57,1247.24,1227.86,1247.15
1250.68,1257.35,1239.77,1244.07
1243.71,1247.66,1234.07,1240.6
1243.19,1254.84,1241.26,1241.81
1259.14,1263.71,1249.93,1251.53
1255.05,1256.76,1240.45,1246.24
1248.23,1251.43,1238.3,1243.64
1243.54,1243.6,1206.12,1207.83
1202.21,1216.17,1191.56,1216.09
1217.13,1230.83,1215.47,1217.43
1215.56,1215.56,1195.24,1208.27
1207.2,1218.45,1204.73,1216.79
1218.5,1226.11,1217.23,1225.93
1216.01,1225.64,1215.45,1217.32
1217.34,1223.53,1210.85,1223.48
1225.26,1236.96,1225.22,1236.87
1239.5,1240.7,1232.78,1235.8
1237.54,1253.31,1237.51,1253.28
1258.69,1267.39,1257.17,1259.77
1263.96,1283.12,1263.96,1283.12
1283.92,1288.74,1275.19,1286.56
1287.42,1288.35,1278.47,1286.2
1286.56,1295.06,1278.94,1282.99
1281.99,1285.92,1271.32,1282.51
1296.63,1300.15,1285.02,1290.6
1291.0,1292.93,1281.6,1285.5
1283.96,1284.14,1274.09,1275.61
1272.66,1279.38,1271.65,1275.37
1275.9,1278.09,1269.1,1273.79
1274.45,1282.93,1274.41,1278.92
1280.27,1283.96,1262.23,1263.85
1244.92,1247.42,1238.13,1247.42
1249.01,1251.87,1232.0,1234.36
1233.16,1236.97,1222.64,1236.97
1238.29,1239.26,1229.85,1232.51
1232.43,1234.63,1213.56,1219.2
1234.76,1237.69,1207.76,1209.54
1209.84,1223.34,1209.81,1223.26
1224.36,1225.99,1219.01,1224.09
1224.15,1224.92,1203.07,1204.63
1201.85,1214.24,1194.07,1214.21
1214.6,1214.67,1194.66,1196.3
1193.64,1194.89,1173.92,1194.84
1194.94,1195.55,1180.86,1183.06
1180.17,1180.17,1158.51,1160.09
1153.66,1163.24,1150.39,1154.43
1155.63,1185.98,1155.62,1185.97
1186.98,1187.91,1170.16,1172.51
1171.71,1171.71,1161.85,1168.98
1175.63,1179.0,1157.7,1159.94
1157.48,1157.57,1139.99,1142.73
1141.88,1151.72,1125.56,1142.73
1149.83,1153.15,1140.36,1146.7
1144.89,1144.89,1124.21,1125.82
1123.7,1123.7,1104.5,1119.96
1120.67,1137.21,1120.4,1132.59
1133.16,1140.48,1125.67,1137.73
1138.77,1168.84,1138.77,1168.81
1169.91,1174.43,1158.54,1172.81
1171.74,1171.87,1158.3,1158.87
1153.29,1159.94,1144.45,1148.15
1145.9,1153.1,1142.35,1148.65
1149.78,1150.67,1136.3,1137.31
1154.16,1160.26,1149.37,1158.55
1159.03,1162.97,1148.81,1151.37
1150.3,1158.51,1145.3,1158.5
1159.92,1168.18,1157.15,1162.35
1161.98,1162.44,1146.97,1148.12
1145.07,1146.12,1132.95,1138.21
1137.69,1146.5,1134.13,1146.49
1147.87,1150.58,1137.12,1140.97
1139.84,1140.12,1130.33,1134.67
1131.65,1131.66,1118.55,1120.53
1119.78,1126.41,1114.79,1126.4
1126.84,1127.27,1115.13,1116.87
1114.65,1114.69,1102.49,1103.5
1101.48,1101.48,1079.22,1081.44
1076.82,1082.46,1064.17,1065.82
1065.91,1090.17,1065.91,1090.09
1092.14,1098.36,1084.16,1097.97
1098.29,1103.25,1090.04,1100.92
1101.13,1128.78,1101.07,1128.74
1130.34,1133.73,1120.71,1128.95
1128.62,1137.96,1124.09,1132.36
1133.51,1142.15,1128.39,1142.11
1143.1,1145.71,1135.37,1136.94
1136.02,1136.08,1127.17,1132.74
1133.29,1153.84,1133.15,1149.92
1151.99,1158.71,1148.66,1158.7
1161.49,1169.7,1159.14,1164.64
1164.79,1166.96,1155.93,1166.93
1167.72,1173.04,1158.59,1159.1
1155.27,1160.68,1147.57,1151.99
1150.61,1172.92,1150.34,1172.92
1175.67,1176.65,1168.34,1172.74
1172.98,1174.48,1163.28,1170.95
1171.3,1177.34,1167.1,1169.03
1167.86,1167.88,1155.01,1156.85
1155.35,1162.42,1154.94,1161.12
1160.58,1169.5,1158.09,1169.49
1171.13,1173.66,1156.05,1157.51
1156.37,1159.53,1150.82,1158.05
1158.68,1168.53,1158.44,1168.5
1188.93,1194.51,1187.06,1194.47
1195.95,1199.84,1191.58,1199.6
1200.22,1202.32,1193.73,1201.63
1203.02,1205.41,1192.46,1202.47
1203.44,1210.1,1196.74,1205.14
1205.32,1205.68,1193.66,1195.34
1192.15,1193.33,1174.13,1178.19
1176.77,1184.18,1174.27,1181.52
1168.91,1175.03,1162.31,1166.24
1164.62,1166.04,1156.61,1159.47
1160.05,1171.6,1159.56,1171.6
1171.95,1173.53,1143.05,1144.07
1137.91,1140.9,1110.65,1137.16
1137.61,1144.78,1135.61,1140.0
1139.65,1140.17,1111.95,1112.79
1108.91,1108.91,1089.76,1091.69
1090.87,1112.29,1087.79,1091.09
1091.06,1116.42,1090.56,1116.4
1116.11,1122.22,1114.18,1120.93
1110.94,1116.96,1105.35,1116.93
1116.86,1128.9,1116.64,1128.22
1129.53,1131.49,1117.94,1120.74
1107.37,1107.37,1065.18,1071.93
1072.04,1095.41,1072.04,1095.4
1096.74,1104.81,1092.79,1100.0
1100.86,1101.36,1086.46,1088.86
1087.94,1088.0,1060.5,1063.28
1057.48,1072.17,1047.83,1065.56
1066.52,1075.65,1058.39,1059.87
1058.7,1109.12,1057.72,1109.09
1114.66,1147.73,1113.32,1147.71
1154.81,1170.14,1152.26,1168.72
1173.13,1215.22,1164.89,1213.65
1223.13,1244.84,1198.07,1202.88
1199.22,1236.15,1195.84,1236.05
1247.32,1283.03,1247.32,1283.02
1291.96,1294.64,1260.71,1277.15
1283.3,1311.6,1276.12,1311.59
1319.83,1330.28,1287.01,1287.93
1271.17,1288.0,1271.16,1285.58
1287.46,1326.61,1285.15,1326.52
1336.03,1341.64,1319.5,1333.64
1334.85,1350.14,1323.99,1348.61
1371.0,1382.07,1353.56,1364.35
1364.92,1371.38,1363.66,1364.35
1382.53,1427.77,1382.53,1427.71
1453.33,1477.14,1366.65,1387.59
1402.35,1460.17,1402.3,1460.17
1483.06,1501.02,1450.2,1501.01
1511.88,1516.13,1480.98,1498.91
1506.83,1546.61,1503.4,1546.41
1551.88,1564.45,1524.49,1564.44
1571.27,1606.5,1566.63,1606.5
1615.63,1654.55,1611.98,1654.11
1665.98,1705.21,1591.08,1593.86
1606.28,1693.16,1606.28,1693.16
1722.74,1742.15,1691.34,1739.2
1755.56,1756.18,1666.01,1689.43
1678.84,1678.84,1540.03,1560.79
1560.79,1561.42,1560.45,1561.39
1568.83,1580.23,1504.37,1517.25
1515.16,1568.67,1507.55,1568.65
1579.14,1591.13,1560.43,1577.99
1577.79,1594.58,1563.16,1584.75
1588.38,1589.9,1545.56,1559.73
1547.34,1547.34,1511.43,1524.82
1526.98,1559.66,1526.22,1559.52
1565.04,1567.83,1545.07,1549.34
1547.46,1547.61,1512.78,1519.74
1500.45,1509.99,1473.23,1479.08
1476.03,1574.75,1471.51,1574.6
1586.88,1626.95,1573.7,1609.81
1606.86,1606.86,1548.49,1550.73
1552.24,1597.18,1552.24,1585.98
1592.41,1607.07,1587.38,1602.03
1605.37,1607.05,1580.82,1590.71
1592.45,1609.79,1584.25,1597.2
1610.12,1615.75,1585.84,1595.86
1599.94,1605.27,1587.34,1601.46
1607.06,1622.38,1603.37,1616.28
1622.3,1626.91,1609.12,1626.84
1630.99,1649.26,1630.99,1649.13
1654.53,1658.69,1641.86,1653.54
1655.31,1656.59,1601.84,1646.59
1650.28,1651.63,1624.72,1628.84
1622.97,1623.03,1597.22,1602.15
1598.02,1607.68,1574.71,1583.4
1583.51,1594.89,1566.71,1575.64
1581.23,1591.49,1569.3,1571.9
1568.9,1570.21,1546.84,1560.07
1562.56,1596.15,1562.56,1576.4
1578.26,1582.02,1555.98,1581.93
1587.9,1645.84,1587.87,1637.74
1645.54,1651.17,1627.04,1628.93
1631.43,1645.0,1626.95,1645.0
1650.54,1655.14,1638.96,1648.47
1649.61,1651.09,1618.54,1625.77
1622.17,1638.23,1615.86,1638.23
1622.88,1630.01,1609.8,1627.12
1627.82,1629.08,1595.96,1599.55
1613.3,1614.41,1583.45,1587.89
1558.86,1574.65,1556.74,1562.78
1563.62,1581.93,1563.61,1571.6
1590.71,1675.26,1590.7,1675.12
1690.03,1695.64,1656.72,1659.93
1664.51,1671.64,1656.17,1670.14
1675.71,1681.85,1668.13,1672.89
1675.19,1679.14,1657.79,1662.8
1662.46,1664.96,1643.98,1645.51
1644.8,1662.17,1636.48,1648.56
1649.12,1651.54,1628.89,1633.83
1630.02,1630.27,1617.81,1625.59
1625.17,1632.41,1613.58,1617.06
1618.77,1622.67,1597.11,1604.2
1609.83,1631.4,1609.83,1619.33
1624.46,1629.19,1598.7,1602.16
1602.79,1606.02,1586.55,1591.43
1593.72,1608.6,1581.0,1584.95
1588.99,1595.01,1567.72,1570.7
1568.24,1568.38,1531.8,1534.52
1529.22,1538.34,1516.62,1522.48
1526.45,1538.28,1526.45,1537.8
1540.6,1544.45,1504.39,1507.42
1504.5,1535.24,1494.94,1508.73
1515.91,1550.71,1515.91,1543.8
1547.27,1549.37,1499.46,1501.67
1493.47,1493.49,1468.1,1470.9
1469.28,1490.76,1463.43,1485.83
1486.93,1488.01,1452.71,1458.53
1457.64,1512.93,1457.5,1497.46
1499.14,1499.39,1465.14,1468.27
1467.52,1496.45,1467.51,1482.67
1509.64,1537.3,1504.99,1536.82
1541.29,1542.05,1507.79,1514.53
1515.18,1520.47,1494.71,1504.56
1501.73,1506.99,1488.23,1493.1
1491.76,1499.87,1481.57,1487.47
1488.37,1492.31,1472.73,1475.68
1474.14,1474.14,1457.14,1464.83
1464.6,1478.83,1460.68,1465.23
1464.49,1477.14,1458.65,1471.38
1474.0,1479.83,1461.48,1464.03
1463.69,1463.73,1436.74,1450.15
1449.62,1459.45,1440.98,1443.91
1446.26,1452.93,1444.13,1450.33
1451.55,1454.09,1436.68,1451.54
1429.71,1462.85,1427.36,1462.79
1466.49,1498.08,1454.47,1482.45
1485.05,1489.9,1466.35,1468.47
1468.22,1468.94,1457.61,1464.59
1464.93,1471.91,1461.38,1466.43
1466.09,1467.84,1451.03,1454.58
1444.01,1444.58,1432.96,1435.47
1433.9,1439.6,1429.55,1434.97
1434.98,1447.68,1432.95,1447.12
1446.69,1447.81,1433.54,1435.84
1436.02,1440.54,1430.66,1437.23
1436.8,1437.18,1422.73,1426.99
1426.69,1438.04,1424.76,1428.26
1428.77,1430.98,1422.05,1424.85
1424.91,1424.91,1413.63,1416.73
1416.37,1429.01,1413.45,1428.94
1429.19,1430.41,1415.29,1417.11
1415.71,1422.36,1411.07,1422.26
1423.76,1461.9,1423.74,1451.06
1451.72,1451.94,1432.83,1434.87
1434.63,1438.22,1416.74,1419.55
1416.5,1416.5,1388.06,1395.5
1393.83,1397.17,1383.56,1387.51
1386.79,1387.19,1364.92,1369.46
1353.53,1359.08,1341.05,1345.35
1346.45,1368.25,1342.94,1348.82
1350.27,1358.14,1341.93,1356.93
1357.81,1366.68,1357.81,1366.58
1368.69,1407.52,1361.21,1406.37
1407.83,1433.78,1398.32,1409.68
1406.04,1463.95,1400.25,1463.94
1477.15,1522.82,1477.15,1516.6
1531.71,1546.72,1506.4,1545.11
1547.68,1547.71,1468.76,1479.78
1473.76,1489.28,1435.0,1438.02
1437.45,1444.07,1418.81,1424.44
1426.22,1433.47,1401.71,1408.85
1436.89,1443.59,1421.64,1426.62
1425.87,1443.67,1425.14,1440.72
1443.09,1466.9,1443.09,1466.86
1471.91,1476.46,1458.93,1465.08
1465.86,1477.41,1449.47,1477.34
1483.03,1490.46,1467.44,1476.51
1477.3,1482.46,1469.98,1481.12
1490.45,1506.92,1485.23,1506.77
1514.56,1536.35,1510.74,1535.0
1591.44,1674.13,1587.82,1673.94
1709.22,1746.44,1663.01,1670.67
1674.94,1695.88,1649.7,1693.11
1734.27,1770.88,1615.63,1640.65
1623.96,1668.16,1583.58,1668.09
1681.3,1687.51,1627.47,1632.29
1618.01,1630.55,1586.63,1594.93
1593.95,1634.32,1593.93,1634.31
1639.92,1650.36,1618.18,1631.58
1639.8,1704.88,1639.7,1704.85
1728.14,1733.14,1678.35,1714.58
1720.6,1721.14,1692.51,1697.74
1697.56,1721.6,1682.54,1713.01
1728.35,1750.65,1721.7,1738.02
1756.31,1762.83,1678.74,1681.08
1661.95,1691.7,1654.44,1691.29
1699.46,1726.04,1690.12,1726.03
1734.77,1741.22,1714.92,1732.35
1731.94,1743.14,1701.79,1705.05
1706.77,1729.01,1706.35,1728.88
1690.65,1700.37,1636.89,1685.35
1680.3,1695.16,1676.54,1681.47
1671.1,1671.18,1596.07,1607.53
1602.36,1661.98,1602.33,1658.6
1646.31,1699.28,1641.77,1699.25
1704.08,1713.2,1692.68,1710.32
1713.24,1726.59,1711.16,1720.45
1724.19,1747.28,1711.41,1747.24
1761.44,1770.26,1729.48,1730.5
1736.7,1776.02,1736.7,1775.91
1788.83,1799.95,1774.48,1791.44
1797.88,1803.83,1763.62,1788.81
1793.68,1811.06,1790.85,1810.98
1810.55,1810.9,1780.41,1800.22
1799.57,1816.86,1798.25,1801.0
1795.16,1795.16,1755.98,1760.69
1756.3,1776.71,1746.3,1771.2
1775.78,1809.17,1775.68,1809.14
1816.79,1822.61,1807.54,1819.9
1826.61,1831.85,1815.99,1826.06
1826.4,1828.06,1812.01,1821.17
1822.4,1823.83,1785.33,1807.33
1807.84,1832.08,1807.71,1831.55
1835.86,1840.19,1820.67,1833.67
1829.61,1829.93,1778.88,1795.06
1794.34,1813.57,1779.29,1813.49
1819.08,1831.57,1817.21,1828.71
1831.66,1847.51,1831.48,1847.03
1844.69,1848.97,1827.17,1837.4
1838.05,1841.86,1815.63,1833.47
1835.67,1842.89,1826.39,1832.78
1835.6,1840.57,1803.58,1806.83
1805.5,1836.33,1797.71,1836.32
1848.17,1852.9,1828.1,1836.64
1839.0,1839.29,1799.82,1806.64
1801.43,1801.64,1750.01,1752.69
1750.86,1762.13,1718.89,1724.05
1725.87,1740.95,1715.06,1720.61
1722.64,1726.72,1695.53,1704.59
1706.73,1725.9,1706.73,1724.54
1727.43,1736.27,1722.71,1725.4
1725.6,1758.54,1719.84,1758.54
1761.79,1777.98,1754.88,1777.83
1785.89,1830.93,1783.3,1824.74
1834.44,1836.99,1811.58,1832.07
1835.56,1861.48,1831.84,1855.49
1866.56,1880.72,1860.78,1880.7
1885.75,1890.69,1860.92,1879.62
1903.53,1908.31,1868.61,1877.47
1875.46,1894.58,1869.34,1894.55
1900.53,1906.82,1889.99,1903.49
1906.16,1916.25,1897.71,1916.25
1921.97,1930.33,1889.81,1899.09
1898.59,1925.55,1891.67,1925.54
1934.38,1940.22,1921.38,1935.03
1937.19,1938.55,1913.36,1925.21
1926.15,1929.95,1896.06,1900.79
1896.43,1912.59,1884.62,1912.56
1918.19,1938.67,1917.19,1938.67
1944.44,1949.17,1929.71,1932.29
1933.06,1942.33,1925.91,1942.29
1945.7,1947.46,1919.4,1926.94
1924.69,1926.98,1910.47,1915.2
1913.07,1913.07,1888.08,1895.35
1894.78,1913.15,1894.63,1913.13
1918.16,1921.15,1906.3,1913.9
1915.31,1939.63,1913.65,1939.63
1946.7,1953.34,1943.25,1948.64
1949.78,1952.45,1938.14,1942.9
1943.98,1953.06,1940.05,1947.48
1949.85,1951.13,1924.47,1937.26
1937.84,1941.4,1924.97,1928.11
1910.42,1918.91,1904.47,1909.19
1909.24,1910.05,1896.66,1902.55
1904.08,1932.83,1904.08,1932.79
1938.84,1948.06,1932.95,1948.02
1952.26,1960.59,1947.67,1960.54
1965.23,1974.41,1960.35,1973.37
1978.55,1984.07,1963.55,1979.2
1981.78,1987.22,1972.62,1987.19
1992.89,1997.94,1980.22,1982.48
1982.5,1993.99,1981.74,1993.99
2000.33,2004.46,1987.42,1998.43
1999.09,2003.8,1979.88,1991.56
1994.42,1998.35,1991.84,1996.34
1998.24,1999.9,1982.88,1989.24
1990.15,1997.85,1989.09,1996.58
1999.44,2012.4,1999.4,2012.32
2017.46,2025.0,2004.55,2012.35
2014.11,2016.94,2006.17,2012.79
2016.14,2023.57,2008.64,2023.54
2027.01,2031.93,2023.45,2028.15
2030.79,2033.19,2018.48,2030.68
2032.94,2038.65,2030.1,2036.3
2037.47,2041.28,2013.45,2026.36
2025.18,2039.42,2017.9,2039.42
2042.74,2050.07,2040.78,2049.92
2051.65,2061.28,2048.49,2061.18
2065.3,2067.75,2053.86,2065.94
2067.78,2070.3,2055.2,2062.67
2065.94,2074.78,2065.94,2074.78
2079.07,2082.74,2066.16,2076.82
2078.49,2083.47,2072.98,2083.47
2086.81,2092.33,2086.56,2091.59
2093.63,2097.31,2086.75,2090.18
2095.38,2108.88,2093.42,2108.69
2112.02,2114.52,2074.52,2074.7
2064.04,2080.14,1980.34,2057.92
2058.53,2073.95,2043.21,2071.16
2073.72,2086.72,2066.33,2086.7
2092.12,2100.7,2085.6,2100.58
2103.03,2105.63,2094.61,2105.48
2107.02,2108.1,2075.16,2076.14
2062.83,2064.76,2019.45,2021.2
2009.15,2026.35,1997.72,1999.86
2015.06,2020.85,1959.59,1963.79
1955.5,1964.27,1923.6,1925.91
1929.3,1963.23,1929.3,1950.66
1955.15,1963.89,1945.92,1959.31
1963.27,1972.08,1956.08,1972.04
1975.41,1979.32,1965.4,1979.09
1980.53,1995.32,1975.13,1988.94
1989.97,1992.37,1973.02,1979.51
1978.04,1978.47,1966.88,1978.43
1979.53,1981.13,1946.18,1946.75
1937.32,1937.37,1895.49,1903.15
1902.91,1922.3,1892.28,1922.29
1924.83,1927.52,1905.65,1907.31
1904.57,1904.57,1888.09,1891.98
1889.9,1896.72,1874.21,1875.91
1878.31,1890.67,1878.05,1887.83
1889.88,1914.11,1889.87,1914.09
1915.5,1917.06,1886.94,1889.29
1888.2,1910.49,1888.07,1910.16
1912.08,1915.49,1897.24,1915.35
1917.9,1942.17,1917.68,1942.15
1944.25,1948.01,1931.46,1933.73
1933.14,1933.33,1918.47,1926.32
1927.35,1932.32,1911.36,1918.16
1917.45,1917.56,1897.91,1902.81
1902.07,1909.49,1896.94,1909.49
1911.7,1922.85,1911.7,1922.84
1925.21,1927.37,1911.18,1913.42
1913.16,1947.47,1912.38,1947.45
1952.96,1960.86,1945.67,1958.94
1960.37,1962.13,1945.53,1956.34
1957.38,1978.99,1957.31,1977.25
1979.3,1980.63,1962.2,1967.67
1967.65,1974.24,1962.81,1973.58
1974.53,1979.99,1956.42,1961.29
1961.08,1977.37,1959.72,1977.36
1981.77,1992.86,1980.89,1984.26
1984.99,1989.11,1977.21,1981.63
1983.07,1992.88,1982.75,1991.17
1993.45,1997.08,1990.06,1997.08
1999.15,2012.99,1998.34,2012.91
2016.22,2032.52,2014.84,2032.48
2037.08,2051.34,2033.63,2047.46
2054.48,2071.69,2053.44,2070.79
2072.79,2085.12,2055.21,2085.12
2087.28,2092.65,2074.38,2081.91
2081.14,2096.05,2080.61,2095.98
2098.89,2104.7,2084.9,2093.24
2092.59,2101.4,2078.28,2101.39
2104.07,2112.91,2095.58,2097.98
2097.28,2113.35,2091.62,2113.3
2041.16,2062.81,2031.93,2049.67
2052.78,2079.48,2052.78,2079.4
2081.5,2082.9,2055.94,2067.5
2067.07,2072.29,2057.04,2070.61
2073.09,2082.03,2071.5,2081.84
2084.48,2092.32,2077.81,2092.14
2094.99,2097.29,2085.8,2091.67
2093.0,2095.44,2070.35,2075.63
2072.53,2078.14,2060.73,2075.04
2074.57,2083.27,2069.66,2073.16
2072.28,2072.48,2039.0,2046.08
2045.17,2059.05,2037.9,2059.05
2057.38,2059.6,2050.18,2056.12
2057.0,2059.27,2046.94,2051.08
2052.79,2055.61,2036.88,2039.36
2038.45,2044.56,2024.29,2044.55
2047.35,2056.76,2046.03,2049.03
2050.07,2071.31,2048.64,2071.27
2075.56,2086.94,2074.34,2076.89
2078.43,2079.97,2066.22,2069.77
2070.38,2076.41,2068.81,2076.27
2077.72,2079.76,2056.0,2058.24
2054.52,2061.05,2047.74,2053.7
2055.83,2073.88,2055.5,2073.48
2077.08,2103.54,2074.88,2103.47
2108.25,2123.9,2105.5,2123.9
2125.49,2127.42,2113.18,2117.41
2117.66,2125.38,2114.06,2125.3
2128.6,2131.98,2092.1,2102.06
2099.32,2111.1,2082.84,2101.14
2102.08,2125.67,2102.07,2125.61
2129.61,2131.37,2117.03,2119.14
2116.85,2117.73,2100.27,2104.75
2018.3,2045.95,2007.71,2045.89
2046.38,2048.7,2031.76,2034.58
2033.69,2049.35,2033.58,2043.11
2046.58,2067.88,2046.54,2065.61
2069.86,2072.55,2005.68,2008.03
1999.72,1999.72,1956.18,1995.31
1995.6,1998.25,1978.6,1979.94
1977.56,1986.9,1926.4,1930.14
1935.19,1963.33,1935.19,1956.97
1958.66,1961.81,1935.59,1961.22
1962.74,1966.84,1956.42,1963.2
1963.45,1966.92,1944.56,1946.48
1942.05,1942.12,1911.87,1941.96
1969.78,1980.39,1947.26,1953.22
1948.42,1948.42,1901.2,1909.33
1901.99,1922.46,1893.78,1907.26
1906.91,1936.63,1906.55,1936.35
1940.77,1954.78,1935.55,1954.69
1956.27,1962.28,1946.98,1962.04
1964.36,1965.02,1950.93,1959.18
1959.01,1968.36,1953.72,1965.12
1969.06,1987.39,1968.96,1985.11
1991.28,1993.81,1979.65,1984.2
1986.73,1990.06,1977.11,1990.06
1990.64,2002.25,1989.87,2000.9
2003.2,2015.5,1999.48,2011.66
2013.31,2015.6,2004.96,2012.55
2012.16,2012.77,1992.17,1998.7
1996.15,2018.62,1994.94,2018.62
2019.72,2027.33,2017.59,2022.6
2023.03,2024.28,2011.99,2020.24
2019.85,2036.63,2017.49,2036.62
2039.55,2045.94,2037.17,2045.79
2047.63,2066.39,2046.43,2066.39
2071.2,2087.53,2068.14,2087.53
2091.18,2093.95,2052.55,2053.54
2052.05,2089.99,2052.05,2089.88
2096.5,2107.3,2090.9,2107.26
2109.75,2112.88,2096.92,2106.87
2107.22,2111.73,2096.93,2101.66
2101.1,2112.83,2096.28,2112.77
2117.45,2126.97,2114.78,2125.08
2127.78,2129.83,2109.25,2123.05
2123.89,2128.16,2084.93,2090.72
2084.81,2112.62,2081.64,2112.6
2116.38,2122.22,2103.26,2108.61
2108.97,2117.41,2100.97,2117.37
2119.54,2128.55,2119.36,2128.48
2130.9,2134.51,2121.16,2131.4
2132.81,2141.92,2124.81,2134.8
2150.29,2168.08,2150.29,2168.06
2173.3,2177.16,2163.19,2176.68
2177.99,2179.74,2167.59,2172.56
2172.43,2175.57,2148.31,2172.87
2173.96,2179.57,2152.01,2152.33
2150.34,2157.51,2132.55,2150.43
2151.34,2166.19,2151.34,2166.17
2168.05,2170.39,2115.26,2119.18
2113.39,2125.79,2102.82,2105.06
2104.03,2120.84,2104.03,2115.11
2117.17,2122.5,2111.95,2119.18
2119.9,2138.04,2119.89,2137.99
2140.55,2142.38,2127.32,2132.89
2134.19,2147.34,2134.19,2147.28
2150.32,2155.42,2144.76,2155.41
2161.61,2178.7,2160.12,2178.47
2184.79,2191.07,2176.79,2191.06
2195.36,2199.54,2187.41,2199.5
2201.98,2205.01,2187.84,2194.65
2194.62,2203.37,2186.65,2203.37
2207.78,2213.75,2202.74,2213.59
2215.77,2218.45,2205.25,2210.34
2210.85,2213.4,2175.28,2197.59
2198.01,2202.84,2192.17,2198.3
2199.66,2204.24,2181.25,2193.58
2177.65,2188.76,2176.56,2180.28
2180.62,2211.21,2180.53,2211.2
2217.87,2222.65,2208.88,2214.26
2216.56,2223.26,2212.16,2219.59
2223.91,2229.05,2222.23,2226.78
2229.25,2235.5,2226.82,2234.99
2237.99,2241.09,2224.3,2238.5
2241.01,2242.69,2223.41,2229.81
2229.21,2229.41,2211.75,2223.07
2223.79,2226.61,2206.64,2214.62
2213.54,2223.3,2211.86,2222.96
2227.07,2242.42,2226.88,2242.42
2243.3,2245.44,2201.01,2202.4
2196.69,2212.09,2188.25,2210.97
2211.89,2214.1,2157.12,2167.65
