MCSFOpen,MCSFHigh,MCSFLow,MCSFClose,MCSFVolume
40.565,41.56399999999999,39.542,39.792,64239500.0
39.473,39.61,37.995,38.498000000000005,91435149.0
37.97,39.519,36.924,39.226,114264387.0
39.001,41.451,38.476,40.841,100895795.0
40.68,42.382,40.654,41.951,111982509.0
40.201,40.565,38.564,38.927,134087489.0
38.951,39.911,38.523,38.564,77441252.0
38.927,39.016999999999996,37.564,37.743,94024043.0
37.769,38.448,36.681999999999995,36.836,87401860.0
36.746,37.791,36.226,37.403,82214723.0
37.274,37.653,36.063,36.156,67842078.0
36.339,36.81,35.382,35.924,87480471.0
35.698,36.472,35.382,35.751,80018876.0
36.836,37.022,36.04,36.243,111357199.0
36.291,36.381,35.698,35.864000000000004,97612878.0
36.114000000000004,36.455999999999996,35.336,35.519,89607608.0
35.839,36.269,35.336,36.243,110415534.0
36.381,36.406,34.514,34.591,108655888.0
34.607,35.336,33.772,34.135,91110539.0
34.02,34.83,33.493,34.289,104236428.0
34.289,34.882,33.471,34.475,95833987.0
34.452,34.452,32.926,33.217,89743392.0
32.836999999999996,33.519,32.058,33.316,104627556.0
33.379,33.379,32.334,32.513000000000005,80310234.0
32.61,34.247,32.359,33.04,146898117.0
33.404,34.702,33.152,33.974000000000004,146956941.0
34.475,35.976,34.152,34.97,139401891.0
34.93,35.424,32.789,32.974000000000004,128646932.0
34.97,35.474000000000004,33.446,33.793,185613650.0
34.135,34.991,33.106,34.766999999999996,129582282.0
34.677,36.381,34.565,36.381,121211169.0
36.226,37.29,36.202,36.746,117624537.0
35.519,36.472,35.474000000000004,35.650999999999996,84975130.0
35.881,36.114000000000004,34.607,34.607,100995837.0
34.402,35.157,34.085,34.702,73123492.0
34.907,35.181999999999995,33.924,34.702,106234106.0
34.653,36.202,34.376999999999995,36.156,111539978.0
35.924,36.291,35.11,35.424,65654192.0
35.196999999999996,37.514,35.11,37.387,112209541.0
37.403,38.424,36.793,37.564,129150474.0
38.863,41.067,38.789,40.703,203703502.0
40.98,41.84,39.859,40.63,154191509.0
39.201,39.382,37.816,37.856,153143186.0
37.702,39.089,37.249,37.954,111475118.0
38.27,39.634,38.247,39.001,88454852.0
38.634,39.519,37.29,37.617,88200056.0
38.564,39.382,37.881,38.659,88341613.0
34.36,35.11,32.747,33.065,357479139.0
33.316,33.471,30.897,32.219,249083269.0
32.108000000000004,32.196999999999996,31.241,31.428,113912017.0
31.97,32.016999999999996,31.014,31.29,91282595.0
31.651999999999997,32.513000000000005,30.921999999999997,32.4,113535467.0
32.245,32.245,31.29,31.313000000000002,83399646.0
30.971999999999998,31.313000000000002,30.38,30.519000000000002,98896737.0
29.878,29.923000000000002,28.65,28.881,210272375.0
29.424,29.923000000000002,28.741999999999997,28.83,129618287.0
28.787,28.923000000000002,26.648000000000003,26.964000000000002,207817853.0
27.015,27.648000000000003,26.561,27.605,164602337.0
27.833000000000002,29.811999999999998,27.605,29.309,126152856.0
29.624000000000002,29.647,28.425,28.627,73820805.0
28.605,29.058000000000003,28.199,28.718000000000004,71995747.0
24.469,24.745,23.648000000000003,24.239,431041850.0
25.011,25.287,24.605,25.238000000000003,219223971.0
25.463,25.879,24.517,24.745,147174904.0
24.531999999999996,25.45,24.517,25.403000000000002,106741215.0
25.739,25.83,24.833000000000002,25.377,107308535.0
25.805999999999997,25.968000000000004,25.351,25.403000000000002,49732436.0
25.537,25.631,24.557,24.669,83527451.0
24.645,24.694000000000003,23.921,24.08,93094749.0
24.239,24.781,23.921,24.694000000000003,80246185.0
24.898000000000003,25.377,24.833000000000002,25.035,52066540.0
25.099,25.261,24.745,25.238000000000003,46588051.0
25.31,25.691,25.124000000000002,25.287,66530446.0
25.06,25.151,24.469,24.63,73170216.0
24.761,24.761,23.963,24.08,73717731.0
23.787,23.99,23.469,23.674,91497809.0
23.695999999999998,23.738000000000003,22.718000000000004,23.357,96138810.0
23.244,23.853,22.944000000000003,22.991,79658537.0
22.968000000000004,24.217,22.919,23.853,117478037.0
23.487,23.56,22.236,22.374000000000002,129663091.0
22.578000000000003,22.778000000000002,21.97,22.351999999999997,76715898.0
22.718000000000004,23.331,22.553,23.055999999999997,94189237.0
23.145,23.169,22.578000000000003,22.763,75542525.0
23.419,24.015,23.219,23.487,129880770.0
24.015,24.289,23.648000000000003,24.127,110580174.0
24.015,24.873,24.015,24.33,88504601.0
24.805999999999997,25.428,24.669,25.325,136081313.0
25.198,25.739,24.419,25.653000000000002,104873279.0
26.031999999999996,26.244,24.833000000000002,25.035,130235889.0
25.325,25.351,24.857,25.035,49076353.0
25.099,25.099,24.151,24.33,67698595.0
24.289,24.745,24.055999999999997,24.694000000000003,60866429.0
25.403000000000002,25.83,25.287,25.653000000000002,109933158.0
25.765,26.444000000000003,25.691,26.331999999999997,90143585.0
26.421999999999997,26.599,26.015,26.4,94428633.0
26.4,26.851999999999997,26.197,26.81,64048746.0
26.877,27.377,26.833000000000002,27.266,85584222.0
28.013,29.9,27.995,29.355999999999998,220436375.0
29.61,29.837,28.855999999999998,29.058000000000003,119996845.0
29.08,29.131999999999998,28.013,28.261999999999997,68455833.0
28.199,29.156,28.199,28.923000000000002,66360582.0
28.83,29.156,28.513,28.676,42700996.0
28.741999999999997,29.131999999999998,28.605,28.718000000000004,51479992.0
28.467,28.718000000000004,28.035999999999998,28.084,52840269.0
28.035999999999998,29.108,27.898000000000003,29.108,71953141.0
29.058000000000003,29.058000000000003,28.467,28.563000000000002,47859003.0
28.693,29.723000000000003,28.563000000000002,29.448,65791902.0
29.561999999999998,30.151999999999997,29.309,29.837,74422479.0
29.355999999999998,29.585,28.881,28.906,72411330.0
28.676,29.287,28.563000000000002,28.787,51075395.0
28.467,29.471,28.084,29.218000000000004,80217872.0
28.676,29.108,28.151,29.08,111102411.0
28.923000000000002,29.016,28.538,28.718000000000004,70337246.0
28.467,28.945,28.199,28.45,74202035.0
28.238000000000003,28.923000000000002,28.171999999999997,28.563000000000002,97048868.0
27.671,28.199,26.487,26.599,192297701.0
26.723000000000003,27.377,26.599,27.215999999999998,75161018.0
27.191999999999997,27.291999999999998,26.147,26.305999999999997,77098779.0
26.221,26.244,25.463,25.678,77188101.0
25.765,25.83,24.873,25.099,88214069.0
25.124000000000002,25.287,24.469,24.669,117371118.0
24.694000000000003,25.511999999999997,24.557,25.238000000000003,102161790.0
25.805999999999997,26.131999999999998,25.325,25.351,103959375.0
25.537,25.879,25.198,25.403000000000002,96590680.0
25.45,25.489,24.805999999999997,24.988000000000003,64816703.0
24.944000000000003,25.631,24.923000000000002,25.238000000000003,66336122.0
24.805999999999997,25.603,24.781,25.561,74958724.0
25.261,25.428,24.805999999999997,25.151,52370808.0
25.537,25.879,25.377,25.463,72482795.0
25.489,27.177,25.463,26.964000000000002,189706025.0
26.833000000000002,27.241999999999997,26.599,27.015,87880126.0
26.851999999999997,26.949,26.105999999999998,26.421999999999997,67321217.0
26.358,26.444000000000003,26.057,26.358,48965583.0
26.305999999999997,26.697,25.968000000000004,26.261,73424463.0
26.197,26.561,26.015,26.057,55953320.0
26.147,26.284000000000002,25.678,25.83,61810567.0
25.879,26.197,25.678,26.031999999999996,49629638.0
25.879,25.991,25.463,25.83,74814969.0
25.714000000000002,25.765,25.489,25.691,46890396.0
25.765,26.358,25.561,25.921,74800405.0
25.765,25.879,25.603,25.739,50473456.0
25.691,25.905,25.45,25.879,58277528.0
25.714000000000002,26.081999999999997,25.678,25.691,72465752.0
25.537,26.244,25.511999999999997,25.944000000000003,77539923.0
25.905,26.47,25.788,25.805999999999997,81633398.0
25.714000000000002,25.805999999999997,25.351,25.463,73523137.0
25.788,26.197,25.351,25.403000000000002,99740012.0
25.463,25.691,25.351,25.537,51714444.0
25.463,25.714000000000002,25.403000000000002,25.511999999999997,69752620.0
25.489,25.714000000000002,25.214000000000002,25.261,86526714.0
25.463,26.221,25.261,25.489,153524146.0
25.603,25.788,25.173000000000002,25.214000000000002,77935724.0
25.151,25.351,24.761,25.035,66646714.0
25.011,25.214000000000002,24.605,24.781,64291171.0
24.581999999999997,25.011,24.441999999999997,24.833000000000002,55995378.0
24.988000000000003,25.011,23.901,23.939,107886282.0
23.813000000000002,23.875,23.03,23.357,137312965.0
23.374000000000002,23.511999999999997,22.629,22.919,94878306.0
23.145,23.921,23.055999999999997,23.648000000000003,108996985.0
23.598000000000003,23.648000000000003,22.991,23.374000000000002,93165381.0
23.281999999999996,23.695999999999998,23.131,23.357,67274763.0
22.236,23.108,22.197,23.006999999999998,116095769.0
23.006999999999998,23.108,21.988000000000003,22.287,73503070.0
22.171,23.963,21.988000000000003,22.802,213984338.0
23.081,23.131,21.756,22.06,145889108.0
22.125999999999998,22.511999999999997,22.06,22.311,71958639.0
22.197,22.311,21.33,21.945,101771492.0
20.235,20.281,19.285,19.715,80153833.0
19.627,20.22,19.576,19.852,85297269.0
19.648,20.713,19.648,20.281,139086628.0
20.485,20.699,19.576,19.782,123988348.0
19.601,19.968,18.962,19.554000000000002,143642969.0
19.463,19.576,18.03,18.328,164584193.0
18.872,19.072,18.279,18.352999999999998,111698029.0
18.052,19.373,17.624000000000002,18.832,151909627.0
21.264,22.629,21.103,22.511999999999997,353184463.0
22.311,24.055999999999997,22.236,23.712,220407513.0
23.511999999999997,24.1,22.083000000000002,22.601999999999997,254478759.0
22.778000000000002,22.896,21.895,22.374000000000002,129771110.0
22.538,23.081,21.988000000000003,22.287,230337073.0
22.197,23.674,22.125999999999998,23.443,157805625.0
24.557,25.511999999999997,24.517,25.124000000000002,151251613.0
25.099,25.287,24.745,25.06,143578100.0
24.923000000000002,25.489,24.898000000000003,25.325,111743108.0
25.603,25.788,25.325,25.579,107174674.0
25.198,25.325,24.761,24.833000000000002,94429181.0
24.988000000000003,25.511999999999997,24.833000000000002,25.287,102867907.0
25.377,26.147,25.287,25.653000000000002,143381845.0
25.879,26.331999999999997,24.745,25.261,283310096.0
24.923000000000002,25.944000000000003,24.898000000000003,25.788,125141384.0
25.45,25.579,24.305,24.517,128832463.0
24.265,24.781,23.419,24.166999999999998,114567828.0
24.745,25.403000000000002,24.491,25.035,115741199.0
25.124000000000002,25.788,24.988000000000003,25.489,83037926.0
25.261,26.015,25.081,25.081,126611873.0
25.261,25.463,24.669,25.124000000000002,146397601.0
24.781,24.923000000000002,23.853,24.441999999999997,110159642.0
24.517,25.198,24.517,24.645,81753511.0
24.039,25.287,24.015,24.833000000000002,104918085.0
25.991,26.284000000000002,25.691,25.714000000000002,117237806.0
25.238000000000003,25.377,24.305,24.377,175148686.0
24.305,24.419,23.006999999999998,23.674,135066258.0
22.553,22.578000000000003,20.736,20.873,271012075.0
21.128,22.06,20.396,20.596999999999998,150911064.0
20.829,21.468000000000004,20.077,20.535,110503210.0
21.533,22.009,21.191,21.781,139813088.0
21.834,21.858,20.396,20.62,124457254.0
19.44,19.648,19.012,19.326,199696611.0
19.877,20.332,19.44,19.803,166206973.0
20.195999999999998,21.379,20.008,21.128,131349896.0
21.039,21.834,20.647,21.239,86726261.0
22.009,22.009,20.673000000000002,20.829,135176211.0
21.078000000000003,21.379,20.143,20.195999999999998,97851736.0
18.581,18.92,17.368,17.902,160654808.0
17.825,18.191,17.095,17.393,147307107.0
17.259,17.463,16.186,16.301,165288934.0
15.578,16.008,15.052,15.100999999999999,204821897.0
14.825,16.413,14.663,15.806,224247831.0
16.285999999999998,17.144000000000002,16.285999999999998,16.893,150556497.0
17.057000000000002,17.67,16.69,17.057000000000002,91997504.0
16.782,17.032,16.373,16.893,94831577.0
16.413,16.828,15.96,16.211,106671681.0
15.985,16.666,15.645,15.78,137398717.0
16.059,16.373,15.594000000000001,15.78,113260046.0
15.707,17.782,15.694,17.445,186852196.0
17.393,18.378,17.057000000000002,17.624000000000002,154466635.0
17.646,18.143,17.308,17.875,128379223.0
17.799,18.1,16.98,17.799,109692934.0
18.191,19.148,18.1,18.85,157996373.0
18.555,19.576,18.467,19.236,124002915.0
19.285,20.281,19.034000000000002,20.008,139978540.0
19.968,20.008,19.099,19.463,101302036.0
19.415,19.463,18.605,19.123,94087538.0
19.514,19.968,19.123,19.261,100109416.0
19.537,20.444000000000003,19.148,20.195999999999998,150882200.0
21.834,22.351999999999997,21.416999999999998,22.197,287707009.0
22.099,22.578000000000003,21.921,22.538,70637663.0
22.578000000000003,23.219,22.44,22.763,132539760.0
22.553,23.674,22.49,23.535999999999998,173246102.0
23.193,23.469,22.553,22.65,120994582.0
22.311,22.399,21.281,21.506999999999998,138219990.0
21.394000000000002,21.619,20.811,21.379,97972668.0
20.964000000000002,21.468000000000004,20.51,21.239,84833035.0
21.468000000000004,21.895,21.055,21.394000000000002,90191961.0
20.736,21.191,20.421,20.851,92020594.0
20.873,21.191,20.143,20.332,83462858.0
20.104,21.128,20.077,20.462,87530770.0
20.485,20.673000000000002,19.601,20.077,138429435.0
19.803,20.923000000000002,19.766,20.647,127250652.0
20.964000000000002,21.808000000000003,20.873,21.671,120841212.0
21.605999999999998,22.261,21.354,21.605999999999998,136237441.0
21.671,21.858,21.166,21.468000000000004,114148667.0
21.305,21.644000000000002,20.462,21.605999999999998,111580120.0
20.923000000000002,21.149,20.535,20.62,108960162.0
20.829,21.33,20.576,20.898000000000003,67836851.0
21.33,21.834,21.239,21.619,91753162.0
21.945,22.06,21.264,21.557,74338088.0
21.078000000000003,21.166,19.968,20.62,142605373.0
19.892,20.008,18.782,18.894000000000002,156961256.0
18.987000000000002,19.919,18.92,19.739,125032539.0
19.099,20.077,18.987000000000002,19.648,124623549.0
20.118,20.396,19.537,19.537,97861078.0
19.099,20.057000000000002,19.099,19.852,154012296.0
19.828,20.195999999999998,19.326,19.766,83871575.0
19.852,20.421,19.171,19.171,126195459.0
19.012,19.373,18.1,18.215,171859159.0
18.395,19.665,18.378,19.648,173672680.0
19.992,20.736,19.782,20.576,136763527.0
20.785999999999998,20.923000000000002,20.22,20.396,86743850.0
20.396,21.305,20.332,21.191,130755102.0
20.873,21.078000000000003,20.17,20.22,107779917.0
20.143,20.811,19.852,20.143,119544148.0
20.281,20.444000000000003,19.601,19.892,125533884.0
19.942,20.713,19.877,20.307000000000002,104301297.0
20.118,20.22,19.186,19.415,128719216.0
19.415,20.008,18.581,18.894000000000002,142239806.0
19.554000000000002,20.873,19.463,20.647,155520174.0
20.51,20.811,20.032,20.444000000000003,127289402.0
20.576,20.898000000000003,20.258,20.785999999999998,77357144.0
21.078000000000003,21.858,21.039,21.72,150051581.0
22.06,22.374000000000002,21.72,21.858,150990770.0
21.671,22.666999999999998,21.605999999999998,22.629,120262630.0
22.326999999999998,22.399,21.873,22.125999999999998,90488534.0
21.873,22.601999999999997,21.858,22.374000000000002,116939317.0
23.055999999999997,24.127,22.919,23.813000000000002,215276167.0
23.939,25.099,23.921,24.761,215782175.0
25.579,25.879,24.923000000000002,25.099,264517444.0
24.781,24.923000000000002,24.33,24.833000000000002,126659978.0
24.805999999999997,25.45,24.419,24.581999999999997,122230073.0
24.581999999999997,25.403000000000002,24.469,25.351,105271274.0
25.489,25.83,24.833000000000002,25.151,162523851.0
25.287,25.351,24.08,24.419,174997498.0
24.923000000000002,25.124000000000002,24.63,24.645,102203842.0
26.105999999999998,26.244,25.739,26.221,103166952.0
25.921,25.944000000000003,25.428,25.603,104659988.0
25.879,25.921,25.45,25.463,88096439.0
25.45,25.463,24.971,25.238000000000003,70264959.0
25.151,25.173000000000002,24.857,25.011,61814137.0
25.011,25.214000000000002,24.745,24.833000000000002,84362201.0
24.63,25.428,24.491,25.173000000000002,125798020.0
25.151,25.511999999999997,24.581999999999997,24.805999999999997,146453395.0
24.63,25.173000000000002,24.469,24.761,124302233.0
24.761,25.463,24.645,25.035,140962809.0
25.261,25.603,25.151,25.561,113276539.0
25.603,26.057,25.261,25.351,125461870.0
25.45,26.105999999999998,25.198,26.105999999999998,108472282.0
26.081999999999997,26.147,25.603,25.805999999999997,69171838.0
25.765,26.105999999999998,25.489,25.579,97866849.0
25.31,25.678,24.971,25.173000000000002,116969279.0
25.287,25.603,24.873,25.173000000000002,95495633.0
25.325,25.714000000000002,24.988000000000003,25.579,78799052.0
25.678,25.83,25.403000000000002,25.739,59638081.0
25.739,26.586,25.653000000000002,26.421999999999997,122900183.0
26.511,26.739,26.031999999999996,26.331999999999997,109668470.0
26.244,26.833000000000002,26.221,26.787,90484691.0
26.81,26.833000000000002,26.221,26.624000000000002,70842434.0
26.511,26.511,26.015,26.244,63203007.0
25.83,26.358,25.765,26.221,89897033.0
26.221,26.305999999999997,25.691,25.714000000000002,75595577.0
25.561,25.678,24.873,25.06,97776692.0
24.557,24.857,24.166999999999998,24.745,143663313.0
24.72,24.72,24.015,24.33,76097740.0
24.805999999999997,25.06,24.33,24.491,86088043.0
24.419,25.325,24.419,25.261,87804808.0
25.151,25.678,25.081,25.403000000000002,89904459.0
25.463,25.691,24.944000000000003,25.035,70215483.0
25.151,25.403000000000002,24.645,25.06,67350628.0
24.669,25.537,24.63,25.511999999999997,86308473.0
25.428,26.015,25.238000000000003,25.879,95107813.0
26.031999999999996,27.695999999999998,25.561,26.444000000000003,176477349.0
26.421999999999997,26.723000000000003,25.968000000000004,26.421999999999997,114096723.0
26.221,26.599,25.511999999999997,25.691,94417090.0
25.579,25.765,25.45,25.653000000000002,38532485.0
25.561,25.739,24.898000000000003,24.923000000000002,67655171.0
24.857,24.873,23.901,24.039,92396050.0
24.08,24.354,23.674,23.901,91343343.0
23.963,24.1,23.419,23.469,91482971.0
23.357,24.289,23.357,24.191999999999997,93601587.0
25.714000000000002,26.221,25.579,26.057,170883147.0
25.968000000000004,26.197,25.805999999999997,25.944000000000003,80998753.0
25.991,26.261,25.511999999999997,25.905,76844804.0
25.714000000000002,26.197,25.511999999999997,26.131999999999998,86696581.0
25.691,26.015,25.428,25.678,78169351.0
25.921,26.561,25.879,26.4,98237084.0
24.745,25.238000000000003,24.669,25.173000000000002,170701464.0
25.198,25.198,24.151,24.403000000000002,108676770.0
24.377,24.745,23.901,24.127,92536510.0
24.1,24.557,23.787,24.557,101275379.0
24.419,24.491,23.826999999999998,24.217,106757166.0
24.039,24.1,23.674,23.826999999999998,89848115.0
23.875,24.33,23.853,23.939,57933405.0
24.015,24.517,23.963,24.08,80487239.0
24.305,24.305,23.921,24.191999999999997,76304154.0
24.441999999999997,24.581999999999997,24.1,24.531999999999996,74410654.0
24.491,24.517,24.015,24.33,59403626.0
24.191999999999997,24.419,23.901,24.055999999999997,38058629.0
24.039,24.403000000000002,24.015,24.151,42072120.0
24.191999999999997,24.469,23.469,23.598000000000003,75144530.0
23.648000000000003,23.853,23.398000000000003,23.648000000000003,62424050.0
23.56,23.963,22.879,23.826999999999998,71109324.0
23.738000000000003,24.015,23.56,23.939,44901243.0
23.921,24.039,23.443,23.535999999999998,50118892.0
23.535999999999998,23.674,22.991,22.991,54290152.0
22.855,23.535999999999998,22.802,23.511999999999997,60327701.0
23.193,23.331,22.374000000000002,22.511999999999997,71755247.0
22.44,22.829,22.236,22.802,65988149.0
22.083000000000002,22.991,22.083000000000002,22.099,64339545.0
22.236,22.236,21.491,22.083000000000002,107358005.0
22.083000000000002,22.374000000000002,21.468000000000004,21.506999999999998,69891148.0
21.694000000000003,22.65,21.557,22.578000000000003,87025038.0
22.511999999999997,23.055999999999997,22.399,22.666999999999998,60957407.0
22.666999999999998,22.896,22.035,22.099,64870573.0
22.213,22.311,21.671,21.921,65555793.0
21.491,21.72,20.561,20.713,133853312.0
20.699,21.128,20.485,20.76,79499397.0
20.811,21.491,20.396,20.421,91309259.0
20.444000000000003,21.239,20.118,21.011,122891384.0
20.576,21.239,20.332,20.372,153249567.0
20.421,20.873,20.118,20.143,123249247.0
19.992,21.078000000000003,19.892,20.939,115328361.0
19.648,20.057000000000002,19.212,19.261,176041969.0
19.44,20.008,19.35,19.766,113177321.0
19.803,20.057000000000002,18.419,19.601,174468411.0
19.058,19.148,18.442999999999998,18.467,158330058.0
17.445,18.419,17.281,18.075,254068933.0
18.419,19.072,18.143,18.92,116854926.0
19.012,19.285,18.253,18.67,115276136.0
18.733,18.85,18.03,18.279,80416878.0
18.237000000000002,18.442999999999998,17.463,18.169,110230004.0
18.052,18.757,17.825,18.62,156150146.0
20.673000000000002,21.33,20.647,21.128,83047003.0
20.923000000000002,20.939,19.715,19.852,136108809.0
19.514,20.281,19.285,20.195999999999998,118583798.0
20.281,20.673000000000002,19.877,20.485,114336400.0
20.267,20.605,19.845,20.51,87002500.0
20.339000000000002,21.281,20.195999999999998,21.128,94013052.0
21.055,21.433000000000003,20.819000000000003,21.264,90878832.0
21.506999999999998,21.572,20.363,20.387999999999998,101106064.0
20.491999999999997,20.947,20.195999999999998,20.647,103334064.0
20.881999999999998,21.103,20.243,21.063000000000002,125298868.0
21.063000000000002,21.895,20.905,21.886999999999997,99399186.0
22.003,22.351999999999997,21.612,21.988000000000003,110205265.0
22.009,22.415,21.694000000000003,22.311,108681446.0
22.052,22.772,21.671,22.763,103516843.0
22.674,23.151,22.586,22.629,88604922.0
22.594,22.629,21.662,21.703000000000003,75103849.0
21.433000000000003,21.662,21.166,21.416999999999998,78878217.0
21.572,22.090999999999998,21.135,21.156999999999996,88291035.0
21.858,22.65,21.686999999999998,22.498,149166807.0
22.529,22.927,22.018,22.344,114557108.0
22.505,23.29,22.465,23.011999999999997,90337638.0
22.811,23.625,22.62,23.568,94191435.0
23.366,23.665,23.29,23.374000000000002,80687611.0
23.451999999999998,24.039,23.16,23.434,101753904.0
23.406,23.884,23.254,23.719,65843573.0
23.544,24.175,23.151,23.93,79369663.0
24.305,24.72,24.230999999999998,24.701999999999998,82282889.0
24.825,24.866,23.93,23.998,120904700.0
24.046999999999997,24.395,23.813000000000002,24.055999999999997,105847096.0
24.145,24.239,23.633000000000003,23.921,81422031.0
24.1,24.363000000000003,23.906,24.209,76864042.0
24.175,24.669,23.656999999999996,23.796,90477535.0
23.412,23.504,23.099,23.298000000000002,69796872.0
23.648000000000003,23.906,23.428,23.695999999999998,57664593.0
23.575,23.680999999999997,22.829,23.185,124812377.0
22.983,23.331,22.82,22.846999999999998,73494002.0
22.968000000000004,23.616,22.903000000000002,23.59,74143770.0
23.528000000000002,23.680999999999997,23.261,23.366,64422557.0
23.228,23.728,23.21,23.568,64873599.0
23.648000000000003,24.039,23.323,24.015,69774606.0
24.191999999999997,24.796999999999997,24.151,24.776,101969938.0
24.737,25.099,24.574,24.98,76990480.0
24.815,25.045,24.217,24.677,58177205.0
24.565,24.906,24.322,24.395,52691571.0
24.614,24.79,24.403000000000002,24.491,73802667.0
24.434,24.737,24.1,24.72,65807019.0
24.427,24.881,24.039,24.109,70461200.0
24.023000000000003,24.72,23.99,24.531999999999996,59099907.0
24.434,25.142,24.434,25.099,77940943.0
25.075,25.247,24.962,25.206,64707308.0
24.962,25.428,24.906,25.279,78328763.0
25.159000000000002,25.247,24.239,24.289,107287087.0
24.745,25.004,24.377,24.574,115860489.0
24.531999999999996,25.134,24.517,24.621,40247331.0
24.737,24.996,24.469,24.686999999999998,43728417.0
24.825,25.051,24.63,24.694000000000003,39553313.0
24.677,24.914,24.1,24.1,59174670.0
25.198,25.434,24.988000000000003,25.066,72468501.0
25.377,25.471,24.866,24.944000000000003,80389387.0
24.996,25.419,24.745,25.238000000000003,65604170.0
25.369,25.691,24.914,24.996,104832597.0
24.914,25.393,24.781,25.206,69124291.0
25.294,25.587,24.776,24.962,100162470.0
24.848000000000003,25.116999999999997,24.645,24.914,69747400.0
24.98,25.325,24.923000000000002,25.301,82278496.0
25.051,25.410999999999998,24.686999999999998,24.694000000000003,84680214.0
24.928,25.463,24.89,25.419,107495157.0
24.412,24.686999999999998,23.804000000000002,24.046999999999997,147422831.0
24.230999999999998,24.239,23.374000000000002,23.451999999999998,105574169.0
23.298000000000002,23.544,23.006999999999998,23.185,110505138.0
23.323,23.712,23.21,23.504,113266372.0
23.357,23.59,23.108,23.21,67070272.0
23.366,23.428,22.888,23.219,57197610.0
23.254,23.469,22.553,22.674,80498503.0
22.726,22.888,22.311,22.871,90828535.0
22.944000000000003,23.219,22.601999999999997,23.177,91072058.0
23.340999999999998,23.469,22.726,22.795,87216606.0
22.7,22.802,22.099,22.236,96618714.0
22.125999999999998,22.642,22.018,22.244,91669601.0
22.415,22.511999999999997,21.921,21.978,90876909.0
21.936999999999998,22.415,21.736,21.756,87031077.0
21.873,22.066999999999997,21.401,22.066999999999997,84223944.0
21.078000000000003,21.79,21.063000000000002,21.491,71233007.0
21.5,21.834,21.063000000000002,21.305,86959616.0
21.491,21.879,21.103,21.239,90367320.0
21.386,21.72,21.149,21.223000000000003,93543317.0
21.482,22.344,21.408,22.326999999999998,85835166.0
22.278000000000002,23.108,22.147,23.03,100885624.0
22.919,23.244,22.683000000000003,22.953000000000003,76859369.0
22.888,23.177,22.629,23.151,68935464.0
23.16,23.244,22.505,22.82,79820428.0
23.151,23.544,22.983,23.267,79302045.0
23.108,23.648000000000003,22.919,23.406,60022887.0
22.748,22.846999999999998,22.44,22.756,91254290.0
22.586,22.927,22.538,22.594,61002202.0
22.61,22.642,22.213,22.27,70380122.0
22.197,22.741,22.18,22.734,94955540.0
22.829,22.919,22.27,22.61,61626962.0
22.62,22.919,22.374000000000002,22.642,49980362.0
22.344,22.561,21.865,21.865,74810027.0
21.903000000000002,22.406999999999996,21.766,22.326999999999998,63423165.0
22.213,22.244,21.912,21.995,56815280.0
22.003,22.116999999999997,21.523000000000003,21.548000000000002,65238885.0
21.5,22.164,21.215,21.491,95380742.0
21.394000000000002,21.781,21.313000000000002,21.628,65029445.0
21.808000000000003,22.066999999999997,21.703000000000003,21.945,61009083.0
21.766,21.978,21.539,21.97,64605886.0
21.425,21.5,20.779,20.851,105872666.0
20.898000000000003,20.956,20.195999999999998,20.491999999999997,105715992.0
20.363,20.728,20.17,20.535,84889381.0
20.699,20.851,20.315,20.325,68956898.0
19.757,20.851,19.739,20.819000000000003,100858960.0
20.859,20.891,19.933,19.968,87163566.0
20.057000000000002,20.779,20.032,20.485,103943157.0
20.332,20.535,19.828,19.933,79653860.0
20.062,20.47,19.959,20.346,71198652.0
20.372,20.656,20.153,20.258,65029988.0
20.519000000000002,21.135,20.500999999999998,21.029,71519688.0
21.088,21.206999999999997,20.526999999999997,20.605,75635705.0
20.664,20.851,19.165,20.51,102938275.0
20.898000000000003,21.096,20.69,20.811,143794959.0
20.569000000000003,20.629,20.008,20.227,69819961.0
20.267,20.307000000000002,19.39,19.643,92965840.0
19.593,19.803,19.285,19.295,84155224.0
19.245,19.812,19.245,19.546,78697905.0
19.673,19.812,18.725,18.733,86285665.0
18.725,19.254,18.717,19.012,96654722.0
18.953,19.39,18.886,19.012,106362192.0
18.653,20.0,18.637,20.0,139163861.0
19.79,20.008,18.88,18.962,114379821.0
19.116,19.165,18.191,18.207,88672807.0
18.352999999999998,19.254,18.1,19.171,89072461.0
19.79,20.05,19.643,19.968,89152991.0
19.828,20.535,19.593,19.919,96833374.0
19.901,20.387999999999998,19.884,20.281,73397250.0
20.453,20.519000000000002,20.112000000000002,20.387999999999998,75101099.0
20.195999999999998,20.211,19.463,19.648,71630732.0
19.627,19.861,18.97,18.987000000000002,86730938.0
18.872,19.546,18.864,19.537,74163007.0
19.537,19.951,19.285,19.942,70642062.0
19.697,19.837,19.295,19.373,49496058.0
19.495,19.537,18.832,19.034000000000002,68164486.0
18.789,19.179000000000002,18.757,18.936,62103840.0
18.789,19.415,18.712,19.156,86873313.0
19.245,19.432000000000002,18.512999999999998,18.523,91342251.0
18.548,18.789,17.892,17.979,121493177.0
18.012999999999998,18.637,17.912,18.185,120097439.0
18.345,18.832,18.313,18.799,91459337.0
18.733,18.97,18.480999999999998,18.88,100401594.0
