MCSFOpen,MCSFHigh,MCSFLow,MCSFClose,MCSFVolume
22.483,23.039,22.465,22.795,131238656.0
22.787,22.846999999999998,22.304000000000002,22.359,112364720.0
22.156,22.763,22.156,22.601999999999997,95671470.0
22.586,22.919,22.505,22.748,89438050.0
23.011999999999997,23.796,23.011999999999997,23.746,121765661.0
23.853,23.915,23.145,23.219,93703345.0
23.115,23.511999999999997,22.837,23.21,104261022.0
23.274,23.528000000000002,22.415,22.674,129721045.0
22.189,23.298000000000002,22.125999999999998,22.953000000000003,104185903.0
23.305999999999997,23.906,23.254,23.861,102746735.0
23.901,23.998,23.21,23.21,75769288.0
23.267,23.695999999999998,23.185,23.665,74197035.0
23.763,23.844,23.568,23.656999999999996,59550137.0
23.787,23.819000000000003,23.469,23.633000000000003,60629910.0
23.552,23.575,23.011999999999997,23.16,56544308.0
23.073,23.108,22.71,22.748,58805290.0
22.896,23.055999999999997,22.570999999999998,22.636999999999997,60724688.0
22.586,23.185,22.578000000000003,23.011999999999997,57611295.0
23.392,23.953000000000003,23.219,23.915,81074045.0
23.971999999999998,23.99,23.52,23.648000000000003,61032521.0
23.581999999999997,23.778000000000002,23.357,23.52,47973596.0
23.963,23.998,23.544,23.648000000000003,54725140.0
23.451999999999998,23.52,23.145,23.315,55152722.0
23.274,23.552,23.145,23.428,56522505.0
23.384,23.844,23.357,23.607,80875780.0
23.392,23.528000000000002,22.879,22.935,60433501.0
22.871,22.96,22.65,22.756,53448439.0
22.787,23.099,22.734,22.910999999999998,41960300.0
23.138,23.56,23.011999999999997,23.479,66655280.0
23.616,23.796,23.434,23.695999999999998,60084571.0
24.322,24.412,24.015,24.33,90716906.0
24.491,24.815,24.427,24.669,67015682.0
24.840999999999998,24.898000000000003,24.305,24.531999999999996,83043964.0
24.694000000000003,25.511999999999997,24.574,25.504,121273155.0
25.653000000000002,26.031999999999996,25.27,25.788,143591535.0
24.371,24.645,24.008000000000003,24.191999999999997,179033925.0
24.166999999999998,24.191999999999997,23.374000000000002,23.511999999999997,120140008.0
23.357,23.434,23.073,23.228,104072471.0
23.305999999999997,23.688000000000002,23.124000000000002,23.131,91989890.0
24.274,24.517,23.511999999999997,23.581999999999997,147464783.0
23.52,24.217,23.461,24.086,115330077.0
24.08,24.441999999999997,23.948,24.031,63759527.0
23.746,23.835,23.52,23.738000000000003,85803058.0
23.688000000000002,23.963,23.479,23.835,63634244.0
23.844,24.377,23.804000000000002,24.322,79259572.0
24.346999999999998,24.434,23.948,24.151,87432914.0
24.289,24.539,24.109,24.274,82282473.0
24.289,24.761,24.281999999999996,24.694000000000003,65790026.0
24.72,24.72,24.265,24.322,100540900.0
24.239,24.239,23.771,23.893,73508833.0
23.746,23.771,23.219,23.323,93374011.0
23.357,23.56,22.863000000000003,22.910999999999998,74100681.0
22.935,23.274,22.855,23.09,64363713.0
22.910999999999998,22.974,22.666999999999998,22.748,60288707.0
22.748,23.115,22.748,23.066,58258062.0
23.16,23.169,22.741,22.855,64163458.0
22.837,23.261,22.82,22.96,58781084.0
22.974,23.274,22.871,22.968000000000004,78130665.0
22.903000000000002,23.0,22.344,22.546,94980426.0
22.666999999999998,22.96,22.116999999999997,22.147,106802220.0
22.099,22.415,22.06,22.336,98107127.0
22.474,22.953000000000003,22.383000000000003,22.953000000000003,93736778.0
22.691,22.846999999999998,22.294,22.294,96753995.0
22.18,22.944000000000003,22.156,22.62,95463220.0
22.586,22.656999999999996,21.988000000000003,21.995,71643396.0
22.221,23.151,22.052,22.903000000000002,140490016.0
23.201999999999998,23.980999999999998,23.115,23.575,162635558.0
23.528000000000002,23.607,23.228,23.461,92132845.0
23.52,23.616,23.349,23.357,54565915.0
23.16,23.406,23.081,23.081,61255358.0
23.124000000000002,23.674,22.974,23.461,76496290.0
23.443,23.451999999999998,22.787,22.896,120193907.0
22.935,23.039,22.538,22.683000000000003,70463308.0
22.629,22.718000000000004,22.311,22.49,80416354.0
22.546,23.254,22.511999999999997,22.991,79213866.0
22.666999999999998,22.871,22.505,22.505,82650433.0
22.447,22.636999999999997,22.27,22.406999999999996,89761462.0
22.423000000000002,22.691,22.294,22.311,71302205.0
22.074,22.206,18.805999999999997,21.79,123511144.0
21.799,21.895,20.988000000000003,20.988000000000003,104383240.0
21.039,21.166,20.76,21.069000000000003,45717436.0
21.166,21.401,20.638,21.111,88104052.0
21.003,21.248,20.69,20.964000000000002,80828169.0
20.881999999999998,20.964000000000002,20.421,20.462,66827130.0
20.421,20.819000000000003,20.258,20.638,70231675.0
20.363,20.795,20.17,20.477999999999998,83978162.0
20.62,20.930999999999997,20.332,20.396,63150006.0
20.22,21.605999999999998,20.22,21.206999999999997,114316633.0
21.142,22.131999999999998,21.02,22.108,101166437.0
22.368000000000002,22.636999999999997,21.988000000000003,22.319000000000003,118731684.0
21.313000000000002,21.468000000000004,20.363,20.971999999999998,185250304.0
20.819000000000003,21.223000000000003,20.705,20.795,95559999.0
20.728,21.039,20.664,20.923000000000002,109002114.0
21.02,21.766,20.964000000000002,21.433000000000003,96075893.0
21.149,21.223000000000003,20.629,20.629,99985640.0
20.811,21.264,20.682,21.215,72136573.0
21.029,21.173000000000002,20.553,20.682,73605346.0
20.699,21.239,20.596999999999998,21.173000000000002,81789467.0
21.23,21.482,21.003,21.273000000000003,64078687.0
20.964000000000002,21.313000000000002,20.851,20.859,73740199.0
21.045,21.045,20.332,20.629,102008609.0
20.569000000000003,20.72,20.363,20.500999999999998,74484069.0
20.819000000000003,21.313000000000002,20.682,21.256,103935091.0
21.678,22.026,21.394000000000002,21.912,117774434.0
21.816,22.505,21.678,22.213,101773366.0
22.147,22.896,22.052,22.811,99647841.0
22.594,23.03,22.432,22.629,84747282.0
22.49,23.0,22.368000000000002,22.802,77431697.0
22.756,23.115,22.511999999999997,22.636999999999997,63087387.0
22.546,22.935,22.351999999999997,22.636999999999997,61322146.0
22.691,22.829,22.368000000000002,22.553,58283476.0
22.529,22.748,22.344,22.456,46907561.0
22.319000000000003,22.505,22.116999999999997,22.156,49703264.0
22.304000000000002,22.368000000000002,22.035,22.131999999999998,51151274.0
21.912,22.083000000000002,21.781,22.044,53778813.0
22.074,22.61,22.074,22.578000000000003,59100902.0
22.39,22.578000000000003,22.27,22.432,63345896.0
22.344,22.483,22.035,22.116999999999997,55208421.0
22.156,22.538,22.003,22.351999999999997,41890822.0
22.39,22.718000000000004,22.383000000000003,22.656999999999996,59645429.0
22.465,22.529,22.131999999999998,22.131999999999998,62558771.0
22.44,22.511999999999997,21.945,21.978,81470312.0
21.895,22.044,21.766,21.816,70440891.0
21.619,21.808000000000003,21.371,21.371,81552941.0
21.111,21.264,20.785999999999998,20.803,101468011.0
21.256,21.354,20.819000000000003,21.182,76584918.0
21.239,21.572,21.128,21.166,105665944.0
21.533,21.781,21.288,21.441,92531287.0
21.441,22.27,21.111,22.171,89885907.0
22.06,22.498,21.85,22.399,93182601.0
21.166,21.482,20.699,21.078000000000003,137702614.0
20.851,20.98,19.868,19.924,127695387.0
20.112000000000002,20.561,19.471,20.485,163073088.0
21.288,21.408,19.058,20.405,166367723.0
21.248,21.346999999999998,20.535,20.596999999999998,129650239.0
20.829,21.223000000000003,20.553,20.629,113559333.0
20.69,21.156999999999996,20.647,20.859,98950708.0
20.939,21.799,20.873,21.581,118555462.0
21.273000000000003,22.351999999999997,21.199,22.221,124193110.0
20.795,21.078000000000003,19.576,20.204,180478026.0
20.273,20.444000000000003,18.766,18.840999999999998,179942228.0
18.532,19.706,18.245,18.660999999999998,211590069.0
19.22,19.39,17.902,18.084,162710154.0
17.67,18.125999999999998,16.747,17.436,281634069.0
18.581,20.682,18.352999999999998,20.682,178671548.0
20.803,20.866999999999997,19.14,19.546,204284402.0
19.295,19.665,18.229,18.378,139644085.0
18.598,19.619,17.281,19.619,198673484.0
19.042,20.363,18.902,19.407,164801373.0
19.627,20.07,18.660999999999998,20.05,115256259.0
19.706,20.281,18.872,18.945,123667307.0
18.686,18.703,16.951,17.463,184952276.0
17.48,18.320999999999998,16.942,18.1,190226336.0
17.08,18.54,16.988,17.807000000000002,189770029.0
17.572,17.807000000000002,17.049,17.178,145117907.0
17.549,18.823,17.308,18.733,165346187.0
18.749000000000002,19.44,18.410999999999998,18.653,137801609.0
19.171,19.365,18.160999999999998,18.352999999999998,117527233.0
18.288,18.581,17.938,18.107,111123007.0
18.215,18.581,18.012999999999998,18.345,76354279.0
18.757,19.186,18.548,19.081,88919184.0
18.92,18.928,17.883,17.908,100099030.0
17.777,17.908,16.92,16.935,117707999.0
17.281,17.471,17.032,17.436,87871255.0
17.719,17.816,17.187,17.274,82724935.0
17.274,17.274,16.859,17.195999999999998,96185821.0
16.92,17.032,16.445,16.463,111066670.0
16.309,17.234,15.199000000000002,17.234,182928602.0
16.625999999999998,17.308,15.937000000000001,16.267,119025122.0
15.952,16.413,15.529000000000002,15.672,119951552.0
15.789000000000001,15.946,15.209000000000001,15.911,134318959.0
15.897,16.178,14.800999999999998,14.833,127007110.0
14.681,15.276,14.193,14.216,171965653.0
14.597000000000001,15.977,14.582,15.96,193610010.0
16.137,16.98,16.115,16.782,154483799.0
16.910999999999998,16.972,15.855,16.211,114603540.0
16.082,16.772000000000002,15.999,16.618,98245168.0
16.42,16.472,16.237000000000002,16.397000000000002,38683463.0
16.137,16.178,15.084000000000001,15.093,98172626.0
15.401,15.664000000000001,15.052,15.529000000000002,98260627.0
15.084000000000001,16.137,15.084000000000001,16.115,99814167.0
15.699000000000002,16.156,15.235999999999999,15.497,97051501.0
15.369000000000002,16.204,14.979000000000001,16.115,113435639.0
16.544,17.234,16.334,17.041,132213040.0
16.68,17.234,16.593,16.705,99240023.0
16.875999999999998,16.998,16.463,16.713,75829915.0
16.301,16.317999999999998,15.664000000000001,15.770999999999999,103029084.0
15.57,16.099,15.167,15.699000000000002,96308654.0
15.68,15.765,15.32,15.444,73869266.0
15.550999999999998,16.367,15.408,16.309,120454659.0
16.025,16.26,15.815,15.946,97316264.0
16.099,16.237000000000002,15.401,15.655,99537012.0
15.749,16.059,15.497,15.505,139904961.0
15.638,15.645,15.32,15.550999999999998,72213607.0
15.68,15.870999999999999,15.415999999999999,15.638,58584333.0
15.620999999999999,15.770999999999999,15.49,15.544,20831396.0
15.57,15.68,15.482999999999999,15.513,28484811.0
15.529000000000002,15.578,15.118,15.378,72149647.0
15.408,15.806,15.408,15.687000000000001,53282870.0
15.655,15.96,15.63,15.765,57237358.0
16.381,16.764,16.267,16.642,75799892.0
16.851,17.032,16.713,16.835,71613230.0
16.327,16.454,15.798,15.823,89652529.0
15.96,16.373,15.855,16.317999999999998,85866496.0
16.373,16.463,15.741,15.832,61417223.0
15.999,16.049,15.655,15.789000000000001,64316572.0
15.855,16.211,15.832,16.074,81156437.0
15.815,15.96,15.415999999999999,15.482999999999999,98961743.0
15.482999999999999,15.655,15.017999999999999,15.603,118583019.0
15.927999999999999,16.147000000000002,15.529000000000002,15.985,98186464.0
15.815,15.911,14.898,14.987,110187055.0
15.32,15.770999999999999,14.972000000000001,15.715,84208188.0
14.612,14.744000000000002,13.843,13.874,274168925.0
13.770999999999999,14.185,13.584000000000001,13.949000000000002,144043062.0
13.823,14.703,13.789000000000001,14.459000000000001,109544514.0
14.474,15.093,14.274000000000001,15.0,106504618.0
15.035,15.408,15.0,15.107999999999999,93197281.0
15.0,15.520999999999999,14.800999999999998,15.444,92678795.0
15.49,16.162,15.459000000000001,15.946,106925522.0
15.991,16.032,15.620999999999999,15.765,64325083.0
15.613,16.059,15.167,15.245,103501551.0
15.401,15.806,15.345999999999998,15.578,72255962.0
15.378,15.672,15.035,15.620999999999999,92827784.0
15.645,15.789000000000001,15.444,15.482999999999999,58447850.0
14.993,15.0,14.509,14.673,93495562.0
14.761,14.965,14.597000000000001,14.694,67744715.0
14.907,14.907,14.443,14.526,60094577.0
14.427,14.753,14.321,14.597000000000001,85591246.0
14.629000000000001,14.719000000000001,13.917,13.958,87276309.0
13.806,14.069,13.267999999999999,13.925,151236742.0
13.789000000000001,13.98,13.349,13.753,130459135.0
13.83,13.850999999999999,13.317,13.317,102576702.0
13.200999999999999,13.398,13.058,13.097000000000001,115183295.0
12.935,13.175999999999998,12.75,12.804,99349468.0
12.969000000000001,13.172,12.683,12.878,98487726.0
12.887,13.302,12.887,13.071,84888302.0
12.821,12.878,12.385,12.385,110103837.0
12.448,12.67,12.058,12.394,114446496.0
12.335,12.765999999999998,12.247,12.287,81979020.0
12.464,13.478,12.368,13.365,117368839.0
13.511,13.949000000000002,13.325999999999999,13.874,104221344.0
13.806,13.823,13.365,13.797,115533533.0
13.770999999999999,13.83,13.122,13.503,102302842.0
13.642000000000001,13.753,13.172,13.175999999999998,82651178.0
13.285,13.703,13.185,13.703,77262611.0
13.642000000000001,13.964,13.460999999999999,13.753,87207731.0
14.069,14.151,13.719000000000001,13.9,72744456.0
14.056,14.312999999999999,13.687999999999999,13.835999999999999,100790740.0
14.159,15.075,14.038,14.864,88287021.0
14.62,14.767999999999999,14.468,14.543,61714116.0
14.597000000000001,14.849,14.209000000000001,14.5,91158451.0
14.761,15.311,14.694,15.269,78640682.0
15.017999999999999,15.093,14.638,14.703,58781200.0
14.388,14.405,14.007,14.177,60955427.0
14.427,15.235999999999999,14.421,14.898,113552352.0
14.833,15.699000000000002,14.744000000000002,15.664000000000001,118535415.0
15.798,16.13,15.408,15.645,122134031.0
15.466,15.529000000000002,14.948,15.209000000000001,100404087.0
15.216,15.520999999999999,15.107999999999999,15.216,81122057.0
15.392000000000001,15.911,15.378,15.56,69337405.0
15.765,15.977,15.585,15.952,68587227.0
15.937000000000001,16.099,15.707,15.888,54762203.0
15.749,15.855,15.408,15.694,78385104.0
15.603,15.613,15.009,15.269,89403769.0
15.56,16.04,15.401,16.025,83442733.0
15.968,15.968,15.408,15.57,75654969.0
15.328,15.369000000000002,15.061,15.093,77604552.0
15.093,15.475999999999999,15.061,15.385,75018028.0
15.192,15.56,15.167,15.229000000000001,72973858.0
15.284,15.362,14.979000000000001,15.345999999999998,105009636.0
16.082,17.195999999999998,15.815,16.959,206821825.0
16.625999999999998,16.885,16.445,16.544,83885019.0
16.381,16.437,16.049,16.162,91612100.0
16.309,16.942,16.267,16.42,94753143.0
16.705,17.11,16.229,16.429000000000002,103205252.0
16.535999999999998,16.544,16.204,16.373,66971613.0
16.317999999999998,16.413,15.927999999999999,16.049,82410139.0
16.26,16.276,15.904000000000002,16.049,73504696.0
16.195,16.211,15.520999999999999,15.672,84690998.0
15.815,15.927999999999999,15.520999999999999,15.749,83335051.0
15.537,15.999,15.415999999999999,15.672,78607578.0
15.815,16.267,15.789000000000001,16.13,88667732.0
16.204,16.22,15.952,16.017,60766887.0
16.074,16.404,16.059,16.267,67101318.0
16.276,16.625999999999998,16.204,16.397000000000002,75507624.0
16.489,16.705,16.413,16.705,56726049.0
16.584,16.82,16.42,16.472,63266958.0
16.472,16.782,16.397000000000002,16.529,58495310.0
16.317999999999998,16.404,15.823,16.074,71801982.0
16.17,16.359,15.789000000000001,16.017,46015757.0
15.815,16.584,15.770999999999999,16.498,55475504.0
16.42,16.705,16.276,16.327,52888861.0
17.066,17.436,16.92,17.352999999999998,70656192.0
17.368,17.825,17.195999999999998,17.352999999999998,60329109.0
17.281,17.646,17.268,17.624000000000002,68835091.0
17.654,17.762999999999998,17.504,17.705,52194131.0
17.762999999999998,18.093,17.689,17.955,72667577.0
17.79,18.1,17.54,17.883,60407957.0
17.883,18.1,17.746,17.908,58996637.0
17.955,18.345,17.938,18.288,75455823.0
18.320999999999998,18.864,18.304000000000002,18.512999999999998,80301292.0
18.570999999999998,18.962,18.442999999999998,18.92,62797539.0
18.840999999999998,19.09,18.67,18.994,85152394.0
19.065,19.554000000000002,19.012,19.017,129812714.0
19.107,19.319000000000003,18.789,19.205,106564913.0
19.14,19.212,18.894000000000002,19.058,72535685.0
19.514,19.739,19.261,19.521,142340981.0
19.39,19.423,18.855999999999998,18.88,87887924.0
18.953,19.186,18.823,18.928,69973223.0
18.994,19.261,18.945,19.034000000000002,66922934.0
19.003,19.399,18.814,19.295,71175344.0
19.116,19.212,18.910999999999998,18.936,80517847.0
19.14,19.488,19.099,19.35,77490719.0
19.447,19.657,19.165,19.277,81913072.0
19.521,19.706,19.432000000000002,19.495,67667163.0
19.277,19.495,18.823,18.953,80633223.0
18.799,18.88,18.548,18.814,60354898.0
18.695,18.766,18.215,18.271,65122590.0
18.06,18.403,17.843,18.294,90027147.0
18.362000000000002,18.496,18.143,18.198,57909138.0
17.995,18.279,17.964000000000002,18.160999999999998,53304090.0
18.160999999999998,18.886,17.955,18.840999999999998,83296866.0
18.805999999999997,18.832,18.54,18.741,55937410.0
19.205,19.562,19.107,19.562,82851768.0
19.399,19.820999999999998,19.35,19.820999999999998,79578795.0
19.828,19.828,19.546,19.697,65154715.0
19.782,19.892,19.584,19.892,58863274.0
20.032,20.136,19.766,20.136,64114576.0
20.008,20.195999999999998,19.877,20.112000000000002,81591897.0
20.22,20.859,20.143,20.728,129121076.0
19.123,19.373,18.496,19.017,265275002.0
19.017,19.017,18.570999999999998,18.741,99708653.0
18.653,19.099,18.570999999999998,19.034000000000002,86614157.0
19.245,19.39,18.928,19.304000000000002,90740993.0
19.627,19.812,19.229,19.312,83503813.0
19.261,19.521,19.058,19.072,66902825.0
19.295,19.35,19.058,19.326,57762806.0
19.165,19.295,19.081,19.277,60581334.0
19.407,19.665,19.295,19.312,65683033.0
19.407,19.447,18.872,19.025,73590915.0
19.261,19.319000000000003,19.058,19.107,56924961.0
19.003,19.099,18.894000000000002,18.994,43477623.0
18.928,18.98,18.695,18.757,41447431.0
18.782,19.383,18.677,19.081,76372948.0
19.171,19.342,18.98,19.156,48030127.0
19.156,19.304000000000002,19.065,19.212,57126587.0
18.987000000000002,19.14,18.840999999999998,18.855999999999998,52360387.0
18.910999999999998,19.179000000000002,18.872,19.123,47883762.0
18.88,19.236,18.855999999999998,19.179000000000002,51565708.0
19.14,19.355999999999998,19.09,19.195,48710140.0
19.407,19.803,19.277,19.797,85078266.0
19.766,20.057000000000002,19.691,19.984,66781632.0
19.951,20.127,19.837,19.984,54207369.0
19.919,20.07,19.803,19.91,50629432.0
19.803,20.094,19.706,20.026,56042971.0
20.315,20.673000000000002,19.959,20.018,68794116.0
19.919,20.153,19.697,19.992,61142798.0
19.766,20.062,19.383,19.463,77169322.0
19.319000000000003,19.576,19.285,19.35,50217628.0
19.39,19.576,19.27,19.554000000000002,42060660.0
19.576,20.112000000000002,19.529,19.968,55472347.0
19.951,20.143,19.797,20.127,66234554.0
20.05,20.235,20.008,20.094,61526226.0
20.104,20.315,19.992,20.273,57034069.0
20.211,20.415,20.118,20.162,66957952.0
19.992,20.346,19.984,20.273,52761628.0
20.235,20.491999999999997,20.162,20.437,55134077.0
20.477999999999998,20.561,20.235,20.437,61293286.0
20.325,20.584,20.325,20.519000000000002,52300783.0
20.647,20.664,20.354,20.485,83837385.0
20.354,20.576,20.354,20.519000000000002,35591243.0
20.613000000000003,20.939,20.51,20.898000000000003,75599539.0
21.02,21.288,20.795,20.851,74704338.0
20.997,21.173000000000002,20.811,21.039,69376337.0
20.829,20.939,20.699,20.72,61785242.0
20.76,21.215,20.76,20.947,54698624.0
21.003,21.055,20.836,20.881999999999998,48124263.0
20.881999999999998,21.078000000000003,20.584,20.859,78327581.0
20.728,20.915,20.647,20.72,48708357.0
20.803,20.997,20.72,20.859,35934602.0
20.728,21.039,20.699,20.930999999999997,46214320.0
21.191,21.248,20.939,21.055,55893956.0
21.029,21.662,21.003,21.662,80839016.0
21.468000000000004,21.598000000000003,21.166,21.491,69622512.0
21.523000000000003,21.557,21.288,21.379,59302963.0
21.379,21.5,21.039,21.386,67318344.0
21.433000000000003,21.694000000000003,21.401,21.557,76015645.0
21.533,21.671,21.191,21.566,75566945.0
23.56,23.804000000000002,22.61,22.726,347275635.0
22.82,23.535999999999998,22.795,23.261,153063160.0
23.298000000000002,23.419,23.066,23.185,84651831.0
22.837,23.331,22.666999999999998,22.726,90664207.0
22.748,23.039,22.586,22.888,80434030.0
22.741,23.03,22.432,22.49,90368166.0
22.406999999999996,22.748,22.23,22.61,76904986.0
22.399,22.498,22.244,22.326999999999998,61969224.0
22.465,23.021,22.399,22.756,78510084.0
23.151,23.305999999999997,22.935,23.09,64896431.0
22.968000000000004,23.219,22.871,23.131,47576707.0
23.193,23.52,23.138,23.511999999999997,70782460.0
23.419,23.746,23.366,23.528000000000002,81194754.0
23.575,23.763,23.535999999999998,23.616,61231900.0
23.528000000000002,23.915,23.52,23.813000000000002,68227193.0
23.893,24.159000000000002,23.819000000000003,24.031,65384928.0
23.99,24.166999999999998,23.819000000000003,23.953000000000003,66385025.0
23.921,24.33,23.901,24.33,93042751.0
24.322,24.441999999999997,24.175,24.419,73269201.0
24.314,24.33,24.086,24.151,63979189.0
24.064,24.145,23.868000000000002,24.023000000000003,52578815.0
24.118000000000002,24.339000000000002,24.086,24.281999999999996,51580505.0
24.281999999999996,24.322,24.127,24.256,45976870.0
24.183000000000003,24.217,23.99,24.159000000000002,39499143.0
23.528000000000002,23.835,23.315,23.695999999999998,36200027.0
23.581999999999997,23.884,23.52,23.853,54465416.0
23.921,24.371,23.853,24.339000000000002,61533753.0
24.230999999999998,24.322,24.046999999999997,24.151,44749792.0
24.151,24.491,24.135,24.191999999999997,53136255.0
24.363000000000003,24.63,24.191999999999997,24.314,72515321.0
24.095,24.395,24.070999999999998,24.159000000000002,46911979.0
23.93,24.118000000000002,23.826999999999998,23.980999999999998,46093956.0
23.787,24.175,23.719,24.095,55134075.0
24.064,24.296999999999997,24.055999999999997,24.223000000000003,56622831.0
24.281999999999996,24.33,24.159000000000002,24.209,53939167.0
24.256,24.461,24.248,24.419,42690160.0
24.230999999999998,24.5,24.230999999999998,24.346999999999998,60965419.0
24.395,24.660999999999998,24.363000000000003,24.412,68725599.0
24.289,24.296999999999997,23.980999999999998,24.008000000000003,53817303.0
24.201,24.694000000000003,24.166999999999998,24.621,115934382.0
24.636999999999997,25.011,24.63,24.754,49205655.0
24.815,25.081,24.769000000000002,24.996,44643431.0
24.898000000000003,25.099,24.89,25.075,34937974.0
24.996,25.142,24.944000000000003,25.142,13667065.0
25.134,25.287,25.051,25.279,31296887.0
25.343000000000004,25.545,25.325,25.456,36630910.0
25.223000000000003,25.377,24.98,25.108,51796077.0
25.124000000000002,25.134,24.72,24.72,39344874.0
24.857,25.223000000000003,24.805999999999997,25.099,47348628.0
25.035,25.223000000000003,24.848000000000003,25.108,61341835.0
25.045,25.206,24.754,24.954,71729063.0
24.825,24.898000000000003,24.483,24.694000000000003,62343691.0
24.549,25.045,24.525,24.866,63128335.0
24.914,24.944000000000003,24.427,24.549,84754712.0
24.461,24.653000000000002,24.256,24.386,81264441.0
24.539,24.754,24.339000000000002,24.614,63667204.0
24.539,25.223000000000003,24.539,25.108,77931086.0
25.301,25.334,24.906,25.026999999999997,98534782.0
24.881,25.334,24.881,25.223000000000003,57429598.0
24.962,25.09,24.581999999999997,24.796999999999997,67627964.0
24.825,24.914,24.33,24.339000000000002,90065635.0
24.33,24.491,23.392,23.487,125654420.0
23.680999999999997,24.055999999999997,23.598000000000003,23.778000000000002,78141207.0
23.633000000000003,24.209,23.59,23.921,82155760.0
23.763,24.183000000000003,23.535999999999998,24.064,78834822.0
24.191999999999997,24.223000000000003,23.428,23.648000000000003,143997360.0
24.239,24.265,22.432,22.855,239021998.0
23.03,23.099,22.642,23.039,105810279.0
23.006999999999998,23.115,22.82,23.081,66751059.0
22.888,23.349,22.802,23.219,75601061.0
22.991,23.115,22.553,22.578000000000003,95936018.0
22.683000000000003,22.935,22.359,22.726,99631826.0
22.674,22.772,22.359,22.483,65120805.0
22.683000000000003,22.983,22.505,22.718000000000004,72896184.0
22.718000000000004,22.903000000000002,22.578000000000003,22.7,59124395.0
22.636999999999997,23.03,22.465,22.802,81353983.0
22.529,22.756,22.368000000000002,22.65,95636263.0
23.392,23.469,23.236,23.298000000000002,45261732.0
23.254,23.384,22.778000000000002,22.974,64443092.0
23.138,23.349,23.011999999999997,23.219,53213762.0
22.846999999999998,23.236,22.726,23.193,60042180.0
23.228,23.398000000000003,23.124000000000002,23.254,49778596.0
23.331,23.56,23.138,23.535999999999998,53974715.0
23.568,23.763,22.903000000000002,23.081,114825262.0
23.131,23.201999999999998,22.991,23.081,59696035.0
23.066,23.236,22.927,23.219,52883525.0
23.228,23.261,23.046999999999997,23.185,69051510.0
23.124000000000002,23.461,23.115,23.219,48599146.0
23.16,23.607,23.151,23.357,61982805.0
23.406,23.607,23.357,23.495,55353470.0
23.479,23.674,23.398000000000003,23.665,43585855.0
23.778000000000002,23.826999999999998,23.552,23.738000000000003,39086341.0
23.688000000000002,23.819000000000003,23.528000000000002,23.754,46254421.0
23.861,23.915,23.680999999999997,23.819000000000003,45285239.0
23.921,24.223000000000003,23.844,24.031,62128478.0
24.031,24.1,23.921,24.015,54039757.0
24.166999999999998,24.248,23.804000000000002,23.998,100288790.0
23.921,24.086,23.835,24.008000000000003,46489603.0
24.031,24.248,23.853,24.230999999999998,51810137.0
24.070999999999998,24.209,24.008000000000003,24.046999999999997,41912904.0
24.191999999999997,24.79,24.166999999999998,24.339000000000002,90226941.0
24.419,24.491,23.998,24.055999999999997,68552457.0
24.086,24.183000000000003,23.963,23.998,41096651.0
23.963,24.217,23.921,24.145,43100833.0
24.046999999999997,24.1,23.656999999999996,23.754,78617443.0
23.804000000000002,23.953000000000003,23.21,23.648000000000003,92178843.0
23.598000000000003,23.99,23.504,23.778000000000002,58135198.0
23.641,23.971999999999998,23.633000000000003,23.804000000000002,71908132.0
23.763,24.314,23.763,24.265,78223803.0
24.289,24.660999999999998,24.248,24.605,67504862.0
24.539,24.728,24.491,24.590999999999998,45706627.0
24.469,24.737,24.434,24.694000000000003,50985058.0
24.936999999999998,25.142,24.866,24.996,84966603.0
24.988000000000003,25.099,24.906,25.035,65031677.0
24.936999999999998,25.124000000000002,24.815,24.873,109373938.0
24.954,25.343000000000004,24.944000000000003,25.173000000000002,79432544.0
25.31,25.497,25.247,25.434,64344464.0
25.403000000000002,25.545,25.325,25.410999999999998,66797902.0
25.151,25.57,25.06,25.456,103381464.0
25.229,25.612,24.857,25.108,156265694.0
25.09,25.343000000000004,24.936999999999998,25.011,84740385.0
25.045,25.142,24.833000000000002,25.066,79546743.0
25.108,25.489,24.873,25.142,64759609.0
25.180999999999997,25.206,24.754,24.761,77947206.0
24.737,24.776,24.127,24.434,101170446.0
24.1,24.403000000000002,24.08,24.209,82225537.0
23.971999999999998,24.230999999999998,22.636999999999997,23.504,158454326.0
23.434,23.479,22.156,22.879,214204660.0
23.495,23.906,23.281999999999996,23.469,106822311.0
23.267,24.046999999999997,23.169,23.419,78636850.0
23.535999999999998,23.99,23.451999999999998,23.875,58070056.0
23.738000000000003,24.109,23.665,23.712,55829558.0
23.656999999999996,23.688000000000002,23.228,23.461,78074683.0
23.674,23.705,23.073,23.469,56785037.0
23.406,23.52,23.03,23.193,64927560.0
23.131,23.267,22.538,22.903000000000002,76115671.0
22.399,22.578000000000003,21.929000000000002,21.988000000000003,108396290.0
21.548000000000002,21.988000000000003,21.441,21.766,144994886.0
21.741999999999997,21.781,21.296,21.305,90809869.0
20.803,21.354,20.584,21.142,121053806.0
21.281,21.572,19.919,20.281,217541708.0
20.873,21.379,20.866999999999997,21.088,168059344.0
20.939,21.182,20.811,20.923000000000002,83224223.0
20.736,21.339000000000002,20.699,20.997,93863565.0
21.128,21.476,20.866999999999997,21.46,80477350.0
21.523000000000003,21.842,21.416999999999998,21.781,83598925.0
21.173000000000002,21.548000000000002,20.779,20.915,110370648.0
