code_1,code_3,code_7,code_8,code_10,code_11,code_12,code_13,code_14,code_15,code_16,code_17,code_18,code_19,code_20
459.6335360250281,1111.4437739290518,941.122052236256,1435.6994895311318,-111.38790000000002,-472.20290000000006,-350.10787825000006,-586.6193153542877,-297.79221288103764,-19.838708279041807,-311.0391613033223,-1880.342482308215,-592.8975599444302,-4561.577313268071,0
419.24151941701734,1527.3484486943726,1113.9114380420478,1378.759404572183,-383.00729415,-511.06128125000015,-645.5564287250002,-234.59267791785112,-271.3730979599886,-286.4544152924645,-615.239252272012,-846.8079451000001,-559.1128593644399,-5205.686975985028,-55.14339673960002
288.01964081394175,2591.200457354457,1021.0393991985384,1301.9316642865,-340.9119502750001,-549.6408125000002,-543.0088722500001,-325.65523526807993,-44.02727202757877,-49.993544863185356,-338.5394527821051,-1501.1621505269468,-871.0800897466528,-2173.8282839887747,0
352.0428097294847,2040.7901760006814,1258.0550004333775,2776.638845340101,-438.0236344250001,-414.1771725000001,-603.8348412362502,-433.4810270160209,-208.8543716808268,-118.04031426029876,-316.23587149429807,-833.4136679570613,-968.3092960775175,-2568.0294727677438,0
422.18853635863127,2445.271066934406,634.7514120635801,1303.4480897819521,-338.63778065,-622.7020475000003,-824.0976659500001,-296.299471954223,-416.7318882635417,-80.1979782180265,-521.1340451915001,-1644.7812248268776,-1091.7570705739397,-2419.0140307699203,0
1009.0183693185318,3456.916324300937,576.1689740616104,1325.0503176112154,-111.20225350000003,-538.4551250000002,-619.6548148375002,-338.3586670130163,-40.45005617533799,-171.93547175169564,-320.3714214769345,-1328.3749661000002,-812.7913853978127,-3908.5871385415844,0
590.8823490666873,2209.4995304497174,1400.8444958515418,586.5957385419659,-469.4074806750001,-512.4599675000001,-289.2222524750001,-335.5921387630874,-188.28538053044232,-102.1693476370653,-349.5526426619989,-1381.848138987132,-608.6896113932003,-3935.032050095967,0
606.8644038729981,2754.502872766969,1295.3798909728944,1771.1596349700508,-530.1414277250001,-666.641625,-695.5406378750002,-197.42590920087997,0,-376.73707021900395,-692.0445356660703,-1211.48049017989,-856.8712841829145,-4920.493066233107,0
546.7089224554484,1690.2417819006184,1141.5873686790214,1909.75730119332,-394.95071045000003,-710.2394,-619.2767386,-763.6093845981857,-93.55795305860488,-85.96773587584782,-666.5264982170352,-1295.3203795508414,-1385.6789975118209,-5068.83358368742,-28.950283288290013
332.07198608103806,1135.6434533181862,895.5429893546097,266.1004949980001,-189.38727697500002,-422.3817,-437.82013730000006,-169.3940466155428,-96.30965756032856,-244.06570860291183,-153.20922964100004,-660.8115014475002,-908.2086955076427,-1897.1805358358542,0
643.2779422031459,1824.2373481527668,698.2573451030717,1012.5556818005855,-274.76703055750005,-725.0184500000003,-438.70659933750005,-257.57611378711385,-51.18170373206032,-515.459237860204,-280.7389934373012,-768.5518494000808,-966.3040281835594,-3868.7207058329573,0
389.0370707830969,1903.2247981678531,816.7282442196661,574.4608166700002,-471.89483835000016,-395.23185000000007,-500.8903225625001,-324.0029671560703,-215.89735935298853,-41.6612873859878,-217.54338458609723,-889.9223521414625,-1251.855848732964,-2803.704238892366,-73.82322238513953
492.2886529769416,1844.6455490395183,819.072184538677,1134.3910253484644,-304.26533117500003,-289.23251500000003,-436.9547390000002,-245.06345839550863,-234.36267241180522,-144.27700595933155,-660.6510600300003,-836.1701357030323,-663.5497980752942,-2088.2755369892657,-159.22655808559506
469.118967258018,1860.4742454611276,1606.3673341502185,1845.539281129213,-275.35088880000006,-604.7411500000003,-316.26951947500004,-215.58752936784396,-287.044055097305,-69.43547897664632,-361.8444985337001,-1196.1114119822628,-1284.7350990389502,-3234.2932132601027,0
416.31017725571246,1849.4277155771422,1095.3290959503095,963.6905964691593,-254.83695055000004,-546.9220250000001,-440.8215413875001,-419.23246054030585,-395.6951073478642,-72.90725292547864,-433.0130623461369,-541.1138784610001,-940.3333301747792,-2870.082359415375,-43.42542493243502
274.06549557648185,2206.2569607910195,1810.1655180170505,960.2168318847653,-308.925058325,-654.8285250000001,-652.6406277624999,-275.88111977365776,-298.0095975366738,-358.61771665747904,-442.4851982167502,-977.8539147421313,-1962.2751218538237,-2625.1513754919542,0
485.04892311906025,2264.4487465769603,1133.660273353432,1772.288565816978,-325.02060987500005,-704.7426750000001,-352.21532303750007,-567.14725551979,-56.13477183516292,-48.60483528365243,-610.8041822122501,-1028.6682981498902,-783.8554312788845,-4923.772479800569,0
381.18347830629205,1683.347369295609,1147.2552306875807,306.8835176879876,-161.75379545000004,-892.4695650000001,-426.20045146250015,-325.58635616577504,-164.68951442816183,-51.035077047835046,-322.49481784000005,-618.2595999620215,-611.4072464865227,-4627.96298968045,0
387.17447610881925,1183.5783653412475,425.1661686439598,864.208209015746,-139.51334475000002,-573.8234450000001,-537.8293349000002,-479.7205591075838,-38.52386302413142,-152.09676347265383,-479.39765072929254,-582.4020589196244,-412.43073256811556,-4530.855293915431,0
506.16165423630684,2985.230869691439,1669.0282624132155,599.3777663768701,-309.240657375,-685.2755650000001,-667.3627522250001,-292.1673279731242,-387.6903989523501,-54.887092905349,-877.3701097321427,-844.2645127006238,-1140.398596221125,-3749.525448518398,0
449.0051734856375,2793.2592532714425,439.7655410963734,1253.6510310807278,-246.77061012500002,-821.6868725,-891.8240082375004,-373.5613342018631,-509.10660838640536,-173.62176195541423,-425.51034630000004,-1398.2241266908711,-766.3355178319023,-4745.110456044356,0
638.8433971615082,4213.369131485784,1860.0588914312402,798.5238895010003,-244.88861873125003,-599.0416250000002,-855.1077717000001,-557.6207830658069,-206.65300807944786,0,-447.8295461032252,-1326.984665449345,-791.7849456850453,-4958.615728878,0
564.3246409572313,2578.4554912577005,2200.4777542909205,1051.2499929343753,-437.7390555250001,-1429.1427962500002,-822.3097473500003,-511.2180724776064,-451.4859161203117,-191.77418003073745,-497.0543586200614,-2358.599637950442,-730.1066760221515,-5446.42237297498,0
497.11150566626895,3298.7741794871563,1131.116780946053,1593.1587927217208,-247.80094820000005,-759.8501950000001,-745.5856904275001,-505.144285709213,-582.1643629071689,0,-490.0284103141782,-1241.9667850640628,-1258.462451842343,-2958.4464438850628,-82.71509510940004
708.8754695695854,2053.452415614294,1038.4886099944574,914.4472931519904,-498.2659236750002,-633.0592125,-435.8080148500001,-518.4453375247053,-253.5282942663106,-40.999997110019734,-290.4281833195523,-964.6533279912045,-1031.0797519002479,-3745.495943633903,0
548.5985900164369,1604.8270173143783,1310.5397086833343,1851.025423884521,-465.7884608487501,-819.3855150000002,-507.55253282500007,-400.9769166149508,-105.1151119658443,-62.49193107898169,-504.82037588353455,-1241.7878075153567,-492.3213245729404,-5328.556581203767,-152.34646871523015
621.22498605444,2587.2454812569617,1253.4268748074444,1804.1366521066857,-421.9851691737501,-731.4374925000001,-738.1358391875002,-472.7515739521779,-447.42715198026923,-285.8096572733957,-1117.6639855009255,-1333.0239922651763,-316.1201263091301,-5773.712163225909,0
596.0478266422507,2904.385715871307,1694.3615147329199,2026.1836800627507,-582.8381149825002,-852.2239050000002,-1132.8913436750001,-438.3562591247972,-805.6990781046912,0,-663.8253010090003,-1569.5506066148191,-695.4176270987721,-4057.318764416655,-236.9833957792469
564.4592359862797,2154.3465039171742,1568.997099982747,865.2711207231001,-531.38757985625,-519.8313250000001,-436.7626662750002,-297.47124865047414,-131.6140263174433,-185.59111595043612,-341.0381898950001,-893.6055883343608,-1188.0964748576873,-2553.9571212004694,0
668.3017586104769,2594.5013895969937,2015.0657906777683,1848.5307247821702,-422.58712794999997,-737.5502225,-340.3785736000001,-423.5373753574875,-220.13636013789383,-123.33063646804322,-499.61580364605015,-663.3613561250002,-608.2932283105054,-2808.6255190626403,0
690.2394635170699,2530.561529638206,1063.488043603069,2095.489287507994,-592.6824417500002,-1038.0789087500002,-1086.3226331750002,-356.2089299164722,-557.5139060546028,-13.887095795329264,-522.3559161886001,-1028.3685175579035,-472.55077896602626,-4410.658089759517,0
704.274828766153,3667.525603334525,1333.3790018431177,1990.331394253807,-678.3458133725002,-1139.55073375,-988.8960640000005,-633.9106150243612,-352.837309733518,-26.451611038722408,-550.2436884499514,-1099.0158762630324,-1004.4514827314304,-5776.061691286855,-27.57169836980001
803.1054300177461,5434.269257900877,1315.6947258043108,1687.1997890820057,-488.81651682500006,-1009.2804637500001,-819.9577490000001,-655.3396908540523,-295.0239981523036,-469.74754753391164,-681.0723944926946,-1695.661235872328,-1071.4229430262121,-4596.0435809800365,0
414.14034974106306,3144.348363305703,1495.5324734722662,2405.203203294886,-676.0502944000002,-649.6429712500002,-589.6061437500001,-297.7669524531474,-239.94863255030427,-156.958900226709,-463.8435712501776,-1183.6704153160647,-895.0500759743121,-9530.303398467388,0
663.0468877953638,2761.473398877409,1073.5626700718449,2509.6232751664957,-379.7306334250001,-897.1599487500001,-906.5825479750002,-305.07869191111314,-470.89919137997225,-251.73667580414133,-364.0750926410001,-1494.1076301612504,-713.7986193472377,-4464.37170902676,0
468.73452594206145,3237.3676825683624,1721.7612460925309,2245.05516819978,-132.36595450000004,-718.03093375,-732.5655873575001,-435.6796696316917,-171.72975039582184,-237.518934870828,-735.4316837075002,-1446.6296854655368,-896.4699123704581,-4754.248986236684,0
862.7432420017932,2780.3782435178573,2140.616326824003,1991.3157583654306,-697.2344165150002,-815.4142262500001,-885.1228836125003,-345.25259598475606,-433.54480276907327,-204.99998555009864,-620.8111546710043,-1921.4148699629202,-661.6677383783352,-5892.304142273524,0
662.8032988612999,2580.5148554642146,1779.1832030878684,3099.811214726344,-203.02301240000006,-850.9302100000002,-744.1619959800003,-204.62144454528664,-250.18497329671632,-249.47175660895076,-486.30600492500014,-1237.4360280750004,-784.3146331495167,-8950.052878204484,-68.92924592450002
348.53230486008835,2874.5299944809376,1382.8700459493336,1973.6285998712276,-405.82632128000006,-527.5842,-600.0819615375,-436.1361176943845,-264.76900715585185,-158.70966623233446,-387.56504892804764,-937.3409805755325,-582.8608468613288,-3168.1604658048327,0
519.1021699426523,4033.056644763125,1391.402887373746,1607.4540325111616,-399.4750669325001,-979.4395000000002,-699.5499281875001,-386.1664472786388,-349.8400156050155,-183.55764835183433,-273.73443616350005,-1549.4864452275003,-924.2709330391992,-5039.144450120738,-117.97240439978181
1084.4354312625858,3315.6834930915406,1302.863037876203,1029.9041188803906,-484.5225132800001,-1216.7252175,-985.2216913500004,-542.5818599537636,-179.13596306221112,-122.37176556788954,-594.6565291964278,-1449.8035342598384,-1584.3546038854201,-8690.696362052531,0
746.238617582129,4947.220972118832,2449.1257496414455,1356.4153030685402,-736.0141139000001,-1549.0299175,-1324.6163385000002,-401.6629179776597,-251.62961816012128,-97.20967056730485,-342.4759143489028,-1430.0526450608818,-1372.290295436081,-6533.477722064062,-55.14339673960002
424.4641128630241,3627.956609882666,1617.6757906145617,1091.602759532321,-294.3750138875001,-791.5586087500001,-868.9355798500002,-624.4499459268798,-470.37636752464465,-148.45966695482952,-112.63161730600004,-1168.426817123484,-763.6517994641199,-4948.473591685299,-41.35754755470002
719.4388527167424,3511.179813809118,1129.7338572057074,1505.6790287657402,-536.9268073000002,-632.4110975000002,-752.9036612500003,-346.9031497603419,-305.46671673634495,-374.19110265652694,-994.4671353538872,-1226.6158455590544,-828.4022820200142,-4961.18247541589,0
744.9211067805822,3583.8424073830247,2410.892360660915,2345.1393392673294,-401.129565725,-642.34428375,-531.6630150000001,-213.12737293442004,-324.4534777982383,-149.45160236878164,-868.5616935615077,-1020.3410109750001,-346.6186665058781,-5679.745025972404,0
540.8880627460718,3951.9273758399518,1214.807688560357,796.0300685065952,-168.0100825,-702.9681750000001,-695.8841238375,-167.77128188575364,-111.14134482461915,-48.60483528365243,-258.51982723775006,-1536.0105188255916,-564.3714566310603,-4349.617218380885,0
545.4558308303792,3447.9128914025887,2549.6577010511974,1454.4768860574393,-322.4781810575001,-878.4662250000001,-929.6048560500003,-277.34459719987274,-17.335738360859143,-167.6866817286009,-386.85786774888516,-1598.686420981214,-1173.7648730308701,-3746.9850092999486,0
637.3440196500844,2723.5102860890192,1830.5929681224493,1919.1851438099964,-445.7091859750001,-646.79870125,-939.8089873250003,-185.50576442269534,-232.9042690258917,-81.00805880608738,-384.25281501676017,-2162.8522066070677,-1137.2407117127307,-3242.8949269590235,0
691.5240228342666,3460.659997855481,1359.9719297271074,1466.2728346855295,-356.33917442500007,-811.4366000000001,-733.3143853750003,-666.279646092698,-744.5782177124053,-450.48746824634185,-921.4635001585003,-1695.9440866323616,-755.7826703137104,-5177.772056887195,0
