Date,Open,High,Low,Close,Volume
2001-12-27,24.737,24.996,24.469,24.687,43728417
2001-12-28,24.825,25.051,24.63,24.694,39553313
2001-12-31,24.677,24.914,24.1,24.1,59174670
2002-01-02,24.248,24.419,23.835,24.395,65764417
2002-01-03,24.419,25.198,24.412,25.189,92876785
2002-01-04,25.198,25.434,24.988,25.066,72468501
2002-01-07,25.377,25.471,24.866,24.944,80389387
2002-01-08,24.996,25.419,24.745,25.238,65604170
2002-01-09,25.369,25.691,24.914,24.996,104832597
2002-01-10,24.914,25.393,24.781,25.206,69124291
2002-01-11,25.294,25.587,24.776,24.962,100162470
2002-01-14,24.848,25.117,24.645,24.914,69747400
2002-01-15,24.98,25.325,24.923,25.301,82278496
2002-01-16,25.051,25.411,24.687,24.694,84680214
2002-01-17,24.928,25.463,24.89,25.419,107495157
2002-01-18,24.412,24.687,23.804,24.047,147422831
2002-01-22,24.231,24.239,23.374,23.452,105574169
2002-01-23,23.298,23.544,23.007,23.185,110505138
2002-01-24,23.323,23.712,23.21,23.504,113266372
2002-01-25,23.357,23.59,23.108,23.21,67070272
2002-01-28,23.366,23.428,22.888,23.219,57197610
2002-01-29,23.254,23.469,22.553,22.674,80498503
2002-01-30,22.726,22.888,22.311,22.871,90828535
2002-01-31,22.944,23.219,22.602,23.177,91072058
2002-02-01,23.341,23.469,22.726,22.795,87216606
2002-02-04,22.7,22.802,22.099,22.236,96618714
2002-02-05,22.126,22.642,22.018,22.244,91669601
2002-02-06,22.415,22.512,21.921,21.978,90876909
2002-02-07,21.937,22.415,21.736,21.756,87031077
2002-02-08,21.873,22.067,21.401,22.067,84223944
2002-02-11,21.834,22.278,21.678,22.236,69951066
2002-02-12,22.009,22.139,21.842,21.879,60475030
2002-02-13,21.921,22.512,21.808,22.49,74332869
2002-02-14,22.553,22.919,22.311,22.44,78440089
2002-02-15,22.447,22.578,21.903,21.912,68503932
2002-02-19,21.799,21.879,21.322,21.441,71824236
2002-02-20,21.612,21.962,21.394,21.79,69182558
2002-02-21,21.728,21.929,21.103,21.119,81627628
2002-02-22,21.119,21.379,20.795,21.103,98053197
2002-02-25,21.078,21.79,21.063,21.491,71233007
2002-02-26,21.5,21.834,21.063,21.305,86959616
2002-02-27,21.491,21.879,21.103,21.239,90367320
2002-02-28,21.386,21.72,21.149,21.223,93543317
2002-03-01,21.482,22.344,21.408,22.327,85835166
2002-03-04,22.278,23.108,22.147,23.03,100885624
2002-03-05,22.919,23.244,22.683,22.953,76859369
2002-03-06,22.888,23.177,22.629,23.151,68935464
2002-03-07,23.16,23.244,22.505,22.82,79820428
2002-03-08,23.151,23.544,22.983,23.267,79302045
2002-03-11,23.108,23.648,22.919,23.406,60022887
2002-03-12,22.748,22.847,22.44,22.756,91254290
2002-03-13,22.586,22.927,22.538,22.594,61002202
2002-03-14,22.61,22.642,22.213,22.27,70380122
2002-03-15,22.197,22.741,22.18,22.734,94955540
2002-03-18,22.829,22.919,22.27,22.61,61626962
2002-03-19,22.62,22.919,22.374,22.642,49980362
2002-03-20,22.344,22.561,21.865,21.865,74810027
2002-03-21,21.903,22.407,21.766,22.327,63423165
2002-03-22,22.213,22.244,21.912,21.995,56815280
2002-03-25,22.003,22.117,21.523,21.548,65238885
2002-03-26,21.5,22.164,21.215,21.491,95380742
2002-03-27,21.394,21.781,21.313,21.628,65029445
2002-03-28,21.808,22.067,21.703,21.945,61009083
2002-04-01,21.766,21.978,21.539,21.97,64605886
2002-04-02,21.425,21.5,20.779,20.851,105872666
2002-04-03,20.898,20.956,20.196,20.492,105715992
2002-04-04,20.363,20.728,20.17,20.535,84889381
2002-04-05,20.699,20.851,20.315,20.325,68956898
2002-04-08,19.757,20.851,19.739,20.819,100858960
2002-04-09,20.859,20.891,19.933,19.968,87163566
2002-04-10,20.057,20.779,20.032,20.485,103943157
2002-04-11,20.332,20.535,19.828,19.933,79653860
2002-04-12,20.062,20.47,19.959,20.346,71198652
2002-04-15,20.372,20.656,20.153,20.258,65029988
2002-04-16,20.519,21.135,20.501,21.029,71519688
2002-04-17,21.088,21.207,20.527,20.605,75635705
2002-04-18,20.664,20.851,19.165,20.51,102938275
2002-04-19,20.898,21.096,20.69,20.811,143794959
2002-04-22,20.569,20.629,20.008,20.227,69819961
2002-04-23,20.267,20.307,19.39,19.643,92965840
2002-04-24,19.593,19.803,19.285,19.295,84155224
2002-04-25,19.245,19.812,19.245,19.546,78697905
2002-04-26,19.673,19.812,18.725,18.733,86285665
2002-04-29,18.725,19.254,18.717,19.012,96654722
2002-04-30,18.953,19.39,18.886,19.012,106362192
2002-05-01,18.98,19.35,18.434,19.186,105028024
2002-05-02,19.156,19.673,18.611,18.628,108583051
2002-05-03,18.653,18.799,18.013,18.03,98467691
2002-05-06,17.986,18.385,17.597,17.689,91032758
2002-05-07,17.892,18.294,17.59,17.995,121673212
2002-05-08,18.653,20,18.637,20,139163861
2002-05-09,19.79,20.008,18.88,18.962,114379821
2002-05-10,19.116,19.165,18.191,18.207,88672807
2002-05-13,18.353,19.254,18.1,19.171,89072461
2002-05-14,19.79,20.05,19.643,19.968,89152991
2002-05-15,19.828,20.535,19.593,19.919,96833374
2002-05-16,19.901,20.388,19.884,20.281,73397250
2002-05-17,20.453,20.519,20.112,20.388,75101099
2002-05-20,20.196,20.211,19.463,19.648,71630732
2002-05-21,19.627,19.861,18.97,18.987,86730938
2002-05-22,18.872,19.546,18.864,19.537,74163007
2002-05-23,19.537,19.951,19.285,19.942,70642062
2002-05-24,19.697,19.837,19.295,19.373,49496058
2002-05-28,19.495,19.537,18.832,19.034,68164486
2002-05-29,18.789,19.179,18.757,18.936,62103840
2002-05-30,18.789,19.415,18.712,19.156,86873313
2002-05-31,19.245,19.432,18.513,18.523,91342251
2002-06-03,18.548,18.789,17.892,17.979,121493177
2002-06-04,18.013,18.637,17.912,18.185,120097439
2002-06-05,18.345,18.832,18.313,18.799,91459337
2002-06-06,18.733,18.97,18.481,18.88,100401594
2002-06-07,18.152,19.14,18.143,18.911,134425839
2002-06-10,18.789,19.39,18.725,19.22,98524041
2002-06-11,19.365,19.715,19.072,19.123,101865766
2002-06-12,19.132,20.29,19.099,20.211,186914854
2002-06-13,19.951,20.187,19.715,19.722,109627238
2002-06-14,19.285,20.211,19.285,20.104,150394051
2002-06-17,20.251,20.535,20.143,20.258,129839548
2002-06-18,20.204,20.478,20.136,20.372,106539478
2002-06-19,20.179,20.354,19.766,19.782,108634444
2002-06-20,19.782,20.05,19.61,19.682,118142921
2002-06-21,19.432,19.845,19.017,19.017,160560809
2002-06-24,18.953,19.877,18.864,19.706,143318357
2002-06-25,19.901,20.008,19.212,19.261,114671999
2002-06-26,18.581,19.79,18.571,19.691,154178032
2002-06-27,19.861,19.992,19.229,19.984,131272106
2002-06-28,19.845,20.299,19.648,19.901,123404267
2002-07-01,19.691,20,19.132,19.156,91602263
2002-07-02,19.058,19.254,18.677,18.717,113727032
2002-07-03,18.645,19.107,18.353,19.09,110239898
2002-07-05,19.319,19.975,19.304,19.959,49026051
2002-07-08,19.797,19.984,19.132,19.254,86877438
2002-07-09,19.399,19.91,19.27,19.356,116647686
2002-07-10,19.537,19.715,18.97,19.012,124571875
2002-07-11,18.936,19.312,18.645,19.254,178147939
2002-07-12,19.415,19.546,18.725,18.872,131560712
2002-07-15,18.695,18.872,17.463,18.85,188200351
2002-07-16,18.67,19.212,18.426,18.645,132336086
2002-07-17,19.107,19.39,18.62,18.92,133081506
2002-07-18,18.936,19.186,18.434,18.598,125630909
2002-07-19,18.191,18.513,17.763,18.03,154707140
2002-07-22,17.807,18.191,16.698,16.851,248306008
2002-07-23,16.92,17.095,15.638,15.645,411107403
2002-07-24,15.068,16.867,15.068,16.82,278832516
2002-07-25,16.552,16.634,15.444,15.578,224922757
2002-07-26,15.911,16.521,15.897,16.498,170273525
2002-07-29,17.049,17.572,16.935,17.556,154423707
2002-07-30,17.299,17.772,17.217,17.504,168588294
2002-07-31,17.324,17.463,16.867,17.455,126289443
2002-08-01,17.317,17.496,16.552,16.642,126667141
2002-08-02,16.559,16.68,15.937,16.156,118407057
2002-08-05,16.115,16.429,15.937,15.999,109177414
2002-08-06,16.334,17.196,16.286,16.618,122092412
2002-08-07,17.095,17.211,16.429,17.134,118554796
2002-08-08,17.134,17.834,16.885,17.79,122310929
2002-08-09,17.517,17.883,17.34,17.517,95102406
2002-08-12,17.324,17.738,17.317,17.633,78346696
2002-08-13,17.463,18.084,17.072,17.118,137649430
2002-08-14,17.196,18.161,17.178,18.084,133637972
2002-08-15,18.177,18.459,17.738,18.107,135025078
2002-08-16,17.986,18.271,17.799,18.191,95001522
2002-08-19,18.207,18.936,18.134,18.92,109965729
2002-08-20,18.695,18.806,18.467,18.571,97338479
2002-08-21,18.766,19.058,18.611,19.017,111409080
2002-08-22,19.229,19.447,19.14,19.365,99779581
2002-08-23,19.156,19.229,18.864,19.003,79214888
2002-08-26,19.099,19.156,18.62,18.953,76420868
2002-08-27,19.042,19.081,18.426,18.496,90059382
2002-08-28,18.369,18.434,17.938,17.964,94874145
2002-08-29,17.782,18.555,17.646,18.403,127204242
2002-08-30,18.237,18.369,17.825,17.859,79981327
2002-09-03,17.654,17.654,17.095,17.102,99374289
2002-09-04,17.268,17.68,17.151,17.54,109294092
2002-09-05,17.281,17.29,16.69,16.705,122316751
2002-09-06,17.362,17.565,17.274,17.393,95878682
2002-09-09,17.196,17.807,16.965,17.719,110793068
2002-09-10,17.662,18.126,17.59,18.116,115502635
2002-09-11,18.294,18.589,17.654,17.67,106745625
2002-09-12,17.517,17.572,17.102,17.151,87538077
2002-09-13,17.066,17.556,17.049,17.428,81809949
2002-09-16,17.317,17.511,17.118,17.376,68576341
2002-09-17,17.705,17.79,17.178,17.202,100132852
2002-09-18,16.998,17.549,16.972,17.368,115050480
2002-09-19,16.98,17.393,16.951,17.168,106868594
2002-09-20,17.384,17.463,17.211,17.268,179724795
2002-09-23,16.959,16.988,16.301,16.454,123335130
2002-09-24,16.286,16.911,16.237,16.618,141342949
2002-09-25,16.885,17.087,16.39,16.928,147309279
2002-09-26,17.134,17.281,16.713,16.812,138690753
2002-09-27,16.747,17.134,16.437,16.463,110766486
2002-09-30,16.327,16.39,15.687,15.911,159210788
2002-10-01,16.099,16.828,15.715,16.82,152514384
2002-10-02,16.782,17.032,16.429,16.593,142535742
2002-10-03,16.481,16.951,16.229,16.267,144864484
2002-10-04,16.513,16.576,15.897,15.928,147703160
2002-10-07,15.937,16.39,15.897,16.025,122248993
2002-10-08,16.267,16.732,16.059,16.367,159163504
2002-10-09,16.09,16.536,15.937,15.999,169434391
2002-10-10,16.008,16.959,15.732,16.876,162569909
2002-10-11,17.234,17.79,17.102,17.777,149920370
2002-10-14,17.556,17.947,17.402,17.929,104436923
2002-10-15,18.653,19.05,18.426,19.025,181026000
2002-10-16,18.336,18.653,18.294,18.336,131487783
2002-10-17,19.012,19.099,18.207,18.473,251726394
2002-10-18,19.132,19.356,18.605,19.333,210694203
2002-10-21,18.902,19.277,18.686,19.107,154798960
2002-10-22,18.712,18.894,18.562,18.799,119750409
2002-10-23,18.712,19.373,18.555,19.356,152665536
2002-10-24,19.399,19.415,18.513,18.637,131934347
2002-10-25,18.645,19.212,18.611,19.165,103842133
2002-10-28,19.432,19.463,18.741,18.902,109496186
2002-10-29,18.98,19.099,18.496,18.945,123842014
2002-10-30,18.994,19.423,18.782,19.326,129932935
2002-10-31,19.35,19.673,19.229,19.455,141731972
2002-11-01,19.072,19.365,18.88,19.285,143862016
2002-11-04,20.629,20.829,20.204,20.415,191815387
2002-11-05,20.29,20.664,20.22,20.62,105300629
2002-11-06,20.736,20.779,20.204,20.744,158370121
2002-11-07,20.444,20.597,20.196,20.38,101449576
2002-11-08,20.372,20.576,20.018,20.05,90825447
2002-11-11,20.041,20.05,19.576,19.593,80367860
2002-11-12,19.682,20.17,19.61,19.828,112553317
2002-11-13,19.731,20.346,19.682,20.143,148092032
2002-11-14,20.372,20.736,20.325,20.736,107401285
2002-11-15,20.613,20.713,20.251,20.62,106735337
2002-11-18,20.72,20.752,20.281,20.325,80034178
2002-11-19,20.211,20.299,19.757,19.951,105214050
2002-11-20,20.018,20.705,19.984,20.597,105461547
2002-11-21,20.728,21.103,20.656,21.045,114242594
2002-11-22,20.898,21.207,20.752,21.182,96392682
2002-11-25,21.128,21.339,20.947,21.182,84846325
2002-11-26,20.972,21.191,20.656,20.705,93712068
2002-11-27,20.956,21.322,20.882,21.135,75822886
2002-11-29,21.256,21.33,20.956,20.988,39121777
2002-12-02,21.339,21.451,20.744,20.988,85542753
2002-12-03,20.843,20.867,20.527,20.629,79001186
2002-12-04,20.421,20.898,20.307,20.569,115521853
2002-12-05,20.72,20.769,20.118,20.136,93756488
2002-12-06,19.968,20.281,19.722,20.179,98681908
2002-12-09,20.008,20.085,19.471,19.471,87973003
2002-12-10,19.488,19.821,19.455,19.648,87794190
2002-12-11,19.593,20.018,19.495,19.884,95233457
2002-12-12,20.008,20.032,19.537,19.706,76127894
2002-12-13,19.529,19.554,19.099,19.099,89854792
2002-12-16,19.285,19.845,19.165,19.821,82833170
2002-12-17,19.797,20.008,19.569,19.782,68469976
2002-12-18,19.593,19.79,19.205,19.471,85850474
2002-12-19,19.39,19.919,19.236,19.326,112995171
2002-12-20,19.463,19.546,19.261,19.35,128454960
2002-12-23,19.304,19.748,19.245,19.648,67208546
2002-12-24,19.481,19.731,19.471,19.576,25325295
2002-12-26,19.657,19.892,19.342,19.423,51318181
2002-12-27,19.423,19.432,19.245,19.27,56364906
2002-12-30,19.285,19.365,19.017,19.186,66376320
2002-12-31,19.186,19.277,18.653,18.806,80239532
2003-01-02,19.025,19.554,18.814,19.546,92339179
2003-01-03,19.495,19.576,19.236,19.569,76467867
2003-01-06,19.648,20.094,19.576,19.924,81956146
2003-01-07,19.984,20.38,19.892,20.299,110713186
2003-01-08,20.143,20.211,19.682,19.731,88984432
2003-01-09,19.91,20.346,19.837,20.307,85244875
2003-01-10,20.05,20.485,19.975,20.346,93432097
2003-01-13,20.569,20.647,20.29,20.519,83887799
2003-01-14,20.492,20.736,20.444,20.728,74819152
2003-01-15,20.736,20.851,20.444,20.47,82456853
2003-01-16,20.492,20.605,20.05,20.136,114623263
2003-01-17,19.261,19.285,18.67,18.725,214553833
2003-01-21,18.872,18.98,18.661,18.677,118542602
2003-01-22,18.766,19.065,18.523,18.555,119365142
2003-01-23,18.902,19.116,18.725,19.017,98145412
2003-01-24,18.928,18.936,18.084,18.134,142140331
2003-01-27,17.947,18.411,17.615,17.892,156970705
2003-01-28,18.075,18.084,17.662,17.763,118587098
2003-01-29,17.738,18.207,17.436,18.161,147176631
2003-01-30,18.245,18.253,17.532,17.549,120616344
2003-01-31,17.268,17.59,17.11,17.268,147301026
2003-02-03,17.436,17.868,17.268,17.662,111071249
2003-02-04,17.384,17.445,17.057,17.217,111707260
2003-02-05,17.402,17.654,16.972,17.087,139302852
2003-02-06,17.049,17.324,16.942,17.25,114138989
2003-02-07,17.419,17.445,16.885,16.951,104243184
2003-02-10,17.032,17.29,16.935,17.242,102156043
2003-02-11,17.211,17.348,16.74,16.893,116260803
2003-02-12,16.935,17.134,16.835,16.893,97257647
2003-02-13,16.885,17.144,16.782,17.095,100720960
2003-02-14,17.196,17.646,17.015,17.572,124745937
2003-02-18,17.912,18.185,17.754,18.161,78519846
2003-02-19,18.06,18.1,17.59,17.849,64401971
2003-02-20,18.021,18.093,17.532,17.572,70103445
2003-02-21,17.67,18.046,17.402,17.908,78446170
2003-02-24,17.782,17.825,17.348,17.517,85960166
2003-02-25,17.126,17.662,17.015,17.597,93792011
2003-02-26,17.525,17.807,17.159,17.168,78350515
2003-02-27,17.384,17.606,16.959,17.159,103444102
2003-02-28,17.274,17.517,17.144,17.242,77974655
2003-03-03,17.48,17.549,17.032,17.126,69870712
2003-03-04,17.159,17.217,16.782,16.79,77952611
2003-03-05,16.79,17.118,16.772,17.057,75673477
2003-03-06,16.859,17.095,16.828,16.935,70634011
2003-03-07,16.698,17.317,16.666,17.144,90871456
2003-03-10,16.959,17.072,16.657,16.698,66936912
2003-03-11,16.782,16.928,16.559,16.584,74379588
2003-03-12,16.601,17.049,16.404,17.032,99656783
2003-03-13,17.259,18.004,17.057,17.947,111361353
2003-03-14,17.955,18.161,17.654,18.093,104035993
2003-03-17,17.843,18.88,17.705,18.872,139074698
2003-03-18,18.841,18.945,18.555,18.945,106002296
2003-03-19,18.902,19.229,18.725,19.156,101462272
2003-03-20,18.936,19.295,18.677,19.099,98958073
2003-03-21,19.463,19.576,18.936,19.295,117211765
2003-03-24,18.589,18.872,18.328,18.403,84170479
2003-03-25,18.628,18.733,18.215,18.548,87398590
2003-03-26,18.523,18.645,18.369,18.378,71034415
2003-03-27,18.152,18.378,17.902,18.222,82276783
2003-03-28,17.947,18.262,17.902,17.947,54403679
2003-03-31,17.624,17.979,17.471,17.615,97387945
2003-04-01,17.807,17.971,17.646,17.719,68367241
2003-04-02,18.262,18.92,18.262,18.717,93835325
2003-04-03,18.911,18.987,18.628,18.725,78776609
2003-04-04,18.741,18.774,18.143,18.253,76537232
2003-04-07,19.081,19.229,18.313,18.313,90233875
2003-04-08,18.419,18.799,18.336,18.611,74411988
2003-04-09,18.637,18.677,17.859,17.883,105720548
2003-04-10,17.979,18.039,17.662,17.892,70956173
2003-04-11,18.107,18.321,17.428,17.606,98595705
2003-04-14,17.662,18.1,17.463,18.013,71395577
2003-04-15,17.955,18.039,17.532,17.908,88438797
2003-04-16,18.628,18.725,17.902,18.126,118703302
2003-04-17,18.021,18.589,18.004,18.555,80399509
2003-04-21,18.637,18.637,18.245,18.345,57274148
2003-04-22,18.229,18.774,18.215,18.725,81065338
2003-04-23,18.733,18.911,18.532,18.717,76705290
2003-04-24,18.54,18.717,18.426,18.548,71299682
2003-04-25,18.434,18.653,18.313,18.345,73905760
2003-04-28,18.473,18.872,18.426,18.725,77502050
2003-04-29,18.88,19.099,18.686,18.782,90735412
2003-04-30,18.725,18.832,18.378,18.598,76535809
2003-05-01,18.589,18.88,18.443,18.712,58015578
2003-05-02,18.661,19.132,18.605,19.012,72584098
2003-05-05,19.099,19.205,18.799,18.814,69451882
2003-05-06,18.814,19.285,18.789,19.195,74855310
2003-05-07,18.994,19.171,18.799,18.911,67651731
2003-05-08,18.911,19.025,18.712,18.733,63950449
2003-05-09,18.85,19.285,18.841,19.171,81087840
2003-05-12,19.025,19.261,18.962,19.072,74230149
2003-05-13,18.945,19.065,18.841,18.911,61324064
2003-05-14,18.98,19.05,18.589,18.653,62024038
2003-05-15,18.806,18.928,18.605,18.766,62804491
2003-05-16,18.832,18.953,18.489,18.605,83128896
2003-05-19,18.481,18.589,18.004,18.046,76200722
2003-05-20,18.093,18.191,17.825,17.921,72539333
2003-05-21,17.921,17.979,17.376,17.489,150001726
2003-05-22,17.606,17.662,17.496,17.581,128377454
2003-05-23,17.606,17.859,17.489,17.624,105893655
2003-05-27,17.646,18.107,17.624,18.039,94135669
2003-05-28,18.03,18.093,17.68,17.763,125784143
2003-05-29,17.807,17.947,17.633,17.754,103720883
2003-05-30,17.995,18.126,17.834,17.908,117361915
2003-06-02,18.177,18.215,17.883,17.929,91147898
2003-06-03,18.013,18.134,17.883,18.1,83918348
2003-06-04,18.185,18.353,18.004,18.093,114831181
2003-06-05,17.807,17.843,17.471,17.525,159606313
2003-06-06,17.782,17.875,17.211,17.226,166526833
2003-06-09,17.259,17.455,17.168,17.281,101188474
2003-06-10,17.419,18.013,17.353,17.955,110838610
2003-06-11,17.947,18.161,17.772,18.1,104144541
2003-06-12,18.169,18.294,18.004,18.185,91023813
2003-06-13,18.336,18.378,17.816,17.938,75804689
2003-06-16,18.021,18.496,17.947,18.473,96392346
2003-06-17,18.653,19.017,18.581,18.886,167982082
2003-06-18,18.902,19.229,18.712,18.97,123640821
2003-06-19,18.987,19.205,18.928,18.97,87440130
2003-06-20,19.165,19.195,18.928,19.156,119451733
2003-06-23,19.017,19.09,18.548,18.757,72265805
2003-06-24,18.661,18.945,18.598,18.703,71374501
2003-06-25,18.653,18.911,18.294,18.378,83149403
2003-06-26,18.378,18.88,18.345,18.733,70997319
2003-06-27,18.88,19.165,18.581,18.653,104482914
2003-06-30,18.872,19.012,18.555,18.653,66608612
2003-07-01,18.62,19.065,18.473,19.025,83730700
2003-07-02,19.285,19.593,19.245,19.562,129278498
2003-07-03,19.423,19.61,19.22,19.245,54203859
2003-07-07,19.657,20.05,19.61,19.951,122259129
2003-07-08,19.837,20.227,19.828,20.153,85062776
2003-07-09,20.153,20.153,19.828,19.992,85622595
2003-07-10,19.975,19.975,19.35,19.576,76252687
2003-07-11,19.61,19.975,19.569,19.868,69232466
2003-07-14,20.104,20.235,19.691,19.933,83100508
2003-07-15,19.992,20.032,19.715,19.845,73605850
2003-07-16,20.057,20.094,19.79,20.026,68587260
2003-07-17,19.748,19.845,19.312,19.423,100056919
2003-07-18,19.722,19.812,19.463,19.569,87135391
2003-07-21,19.554,19.576,18.92,18.945,66573591
2003-07-22,19.123,19.326,19.012,19.195,70930587
2003-07-23,19.22,19.39,19.017,19.245,68478710
2003-07-24,19.488,19.584,18.902,18.92,73588575
2003-07-25,19.123,19.61,18.97,19.569,74448981
2003-07-28,19.601,19.648,19.285,19.365,72368138
2003-07-29,19.562,19.576,19.09,19.261,85743832
2003-07-30,19.254,19.333,19.042,19.081,56676609
2003-07-31,19.356,19.643,19.148,19.22,84489454
2003-08-01,19.156,19.295,19.012,19.042,58613658
2003-08-04,19.025,19.22,18.733,19.05,71223778
2003-08-05,19.148,19.312,18.628,18.67,80841708
2003-08-06,18.589,19.058,18.505,18.661,77359970
2003-08-07,18.717,18.782,18.513,18.712,60824347
2003-08-08,18.832,18.902,18.555,18.611,45804598
2003-08-11,18.611,18.911,18.589,18.637,50077217
2003-08-12,18.712,18.749,18.513,18.725,52509119
2003-08-13,18.766,18.841,18.555,18.628,54296722
2003-08-14,18.67,18.712,18.571,18.653,50885507
2003-08-15,18.637,18.67,18.505,18.589,37941484
2003-08-18,18.598,18.799,18.523,18.703,62954455
2003-08-19,18.703,19.39,18.703,19.365,100269103
2003-08-20,19.14,19.304,18.92,19.245,78054366
2003-08-21,19.39,19.447,19.012,19.09,87805458
2003-08-22,19.488,19.61,19.072,19.081,90492480
2003-08-25,19.148,19.312,19.081,19.285,49660368
2003-08-26,19.148,19.407,18.886,19.333,65342261
2003-08-27,19.295,19.342,19.14,19.22,42101424
2003-08-28,19.285,19.342,19.09,19.295,63509245
2003-08-29,19.254,19.319,19.171,19.295,47417390
2003-09-02,19.432,19.861,19.261,19.837,101700339
2003-09-03,19.951,20.664,19.924,20.591,150489220
2003-09-04,20.444,20.713,20.363,20.69,82660381
2003-09-05,20.545,20.923,20.492,20.647,88007037
2003-09-08,20.656,21.045,20.62,20.988,63375478
2003-09-09,20.851,20.891,20.597,20.638,60916668
2003-09-10,20.396,20.501,20,20.05,75261223
2003-09-11,20.127,20.453,20.07,20.258,52088658
2003-09-12,20,20.664,19.432,20.62,76659160
2003-09-15,20.638,20.819,20.613,20.638,56946729
2003-09-16,20.673,21.063,20.605,21.029,71834930
2003-09-17,21.029,21.063,20.713,20.736,64906347
2003-09-18,20.728,21.476,20.682,21.468,92450715
2003-09-19,21.653,21.808,21.482,21.799,127033262
2003-09-22,21.386,21.834,20.964,21.149,90273897
2003-09-23,21.191,21.619,21.011,21.539,79478146
2003-09-24,21.539,21.612,20.682,20.713,91320763
2003-09-25,20.713,21.069,20.535,20.553,77302459
2003-09-26,20.553,20.939,20.478,20.527,68530386
2003-09-29,20.673,21.039,20.444,20.98,65115138
2003-09-30,20.803,20.819,20.196,20.227,87007123
2003-10-01,20.396,20.836,20.235,20.752,80225684
2003-10-02,20.705,20.923,20.51,20.736,52445079
2003-10-03,21.215,21.433,21.055,21.157,78752840
2003-10-06,21.207,21.322,21.039,21.239,46793623
2003-10-07,21.111,21.371,21.045,21.207,71961656
2003-10-08,21.363,21.363,20.867,20.972,64583434
2003-10-09,21.264,21.354,20.956,21.063,86197035
2003-10-10,21.039,21.248,20.859,20.997,51682576
2003-10-13,21.088,21.173,20.736,20.939,54051017
2003-10-14,20.851,20.931,20.72,20.867,48313315
2003-10-15,20.752,21.288,20.752,21.149,80105143
2003-10-16,21.039,21.33,20.956,21.273,58088088
2003-10-17,21.305,21.313,20.956,21.055,68659782
2003-10-20,21.063,21.371,20.956,21.354,53318544
2003-10-21,21.354,21.417,21.223,21.354,60704068
2003-10-22,21.128,21.248,20.956,21.011,67083303
2003-10-23,20.898,21.157,20.444,21.039,92220789
2003-10-24,19.845,19.933,19.22,19.373,289797805
2003-10-27,19.365,19.715,19.365,19.576,90184987
2003-10-28,19.715,19.803,19.562,19.79,98610265
2003-10-29,19.766,19.828,19.399,19.455,101081125
2003-10-30,19.648,19.673,18.856,19.012,135687406
2003-10-31,19.186,19.236,19.003,19.017,95687605
2003-11-03,19.171,19.463,19.132,19.415,79392261
2003-11-04,19.35,19.365,18.928,18.97,115475823
2003-11-05,19.025,19.156,18.92,18.994,84553700
2003-11-06,19.107,19.14,18.92,19.081,93719287
2003-11-07,19.195,19.277,18.936,18.994,79494679
2003-11-10,19.012,19.081,18.92,18.92,75005389
2003-11-11,18.928,18.98,18.677,18.774,89320385
2003-11-12,18.806,19.017,18.637,18.902,104364874
2003-11-13,18.814,18.872,18.513,18.695,108500003
2003-11-14,18.703,18.936,18.513,18.555,114275430
2003-11-17,18.473,18.513,18.075,18.304,142791251
2003-11-18,18.434,18.799,18.279,18.304,147133900
2003-11-19,18.403,18.589,18.313,18.443,108375228
2003-11-20,18.313,18.653,18.245,18.262,146841408
2003-11-21,18.434,18.467,18.245,18.271,97326440
2003-11-24,18.434,18.782,18.395,18.725,137787317
2003-11-25,18.725,18.88,18.467,18.481,118178585
2003-11-26,18.481,18.653,18.426,18.513,95868562
2003-11-28,18.555,18.733,18.489,18.712,45907329
2003-12-01,18.85,19.072,18.555,18.799,140070736
2003-12-02,18.88,18.987,18.645,18.67,116966446
2003-12-03,18.782,18.97,18.645,18.677,127964082
2003-12-04,18.717,19.081,18.67,19.065,119863524
2003-12-05,18.886,19.27,18.864,18.902,132777634
2003-12-08,19.012,19.165,18.782,19.09,124519970
2003-12-09,19.236,19.365,19.099,19.195,142314714
2003-12-10,19.245,19.373,19.195,19.35,113865408
2003-12-11,19.35,19.481,19.123,19.365,109010747
2003-12-12,19.423,19.504,19.285,19.39,95038792
2003-12-15,19.682,19.715,19.415,19.455,122120605
2003-12-16,19.521,19.766,19.481,19.691,101667593
2003-12-17,19.691,19.706,19.537,19.673,73816446
2003-12-18,19.715,19.975,19.682,19.933,84076785
2003-12-19,20,20.05,19.79,19.91,105625522
2003-12-22,19.766,19.959,19.627,19.782,60324374
2003-12-23,19.775,19.892,19.648,19.757,54437002
2003-12-24,19.748,19.766,19.648,19.673,27381713
2003-12-26,19.682,19.828,19.648,19.797,16597101
2003-12-29,19.797,20.032,19.766,19.984,55558624
2003-12-30,19.942,20.05,19.933,20.026,47279937
2003-12-31,19.951,20.05,19.812,19.919,57993592
2004-01-02,20.07,20.211,19.884,19.975,61137500
2004-01-05,20.187,20.501,20.17,20.478,92536265
2004-01-06,20.51,20.576,20.429,20.553,64524219
2004-01-07,20.492,20.597,20.38,20.527,74621654
2004-01-08,20.656,20.72,20.372,20.492,80822534
2004-01-09,20.396,20.421,20.07,20.127,92178139
2004-01-12,20.136,20.179,19.901,20.062,76745560
2004-01-13,20.041,20.112,19.837,19.959,70854957
2004-01-14,20.018,20.179,19.992,20.153,60340444
2004-01-15,20.05,20.17,19.951,20.041,80401839
2004-01-16,20.187,20.281,20.032,20.235,87933229
