DJIOpen,DJIHigh,DJILow,DJIClose,DJIVolume
11004.7,11066.0,10970.4,11039.1,216474659.0
11033.0,11042.1,10864.8,10872.6,207319098.0
10873.2,10979.0,10865.9,10911.9,184276920.0
10913.6,11021.6,10835.5,10990.4,182466767.0
10991.8,11071.7,10939.0,11061.5,142166388.0
11061.4,11196.5,11043.4,11175.8,209635248.0
11177.7,11178.2,11060.1,11070.2,220407675.0
11069.6,11100.0,11009.0,11090.7,219747657.0
11095.6,11096.5,10938.1,10977.0,167732704.0
10974.8,10975.4,10871.3,10922.1,154227525.0
10914.7,10982.1,10788.6,10948.4,225923753.0
10942.0,11004.3,10866.5,10871.6,191527218.0
10868.3,10868.5,10659.5,10690.1,286349618.0
10680.8,10716.3,10566.5,10623.6,343318785.0
10622.5,10709.0,10614.7,10645.4,185640529.0
10654.3,10740.8,10563.7,10596.7,221095555.0
10593.8,10702.1,10563.9,10647.3,227586935.0
10646.4,10759.6,10588.1,10715.4,240539260.0
10716.5,10724.7,10574.0,10604.6,197023086.0
10607.9,10644.2,10468.1,10504.2,188585937.0
10497.3,10534.2,10394.7,10472.5,221291284.0
10470.3,10531.2,10408.0,10434.8,205061726.0
10438.7,10646.5,10438.7,10566.2,273273672.0
10565.3,10605.6,10491.6,10502.4,304706478.0
10505.0,10638.9,10467.4,10593.7,202079543.0
10588.9,10595.1,10531.5,10571.1,122113756.0
10566.2,10567.6,10461.1,10479.9,170251874.0
10476.7,10476.7,10220.1,10252.7,198336914.0
10253.6,10323.1,10222.2,10299.4,203873973.0
10300.8,10335.6,10162.7,10175.6,243008048.0
10174.7,10274.0,10120.9,10241.0,246461137.0
10269.3,10496.6,10269.3,10479.0,273009612.0
10478.4,10549.8,10432.6,10539.1,189046171.0
10538.0,10568.7,10446.6,10472.1,202920060.0
10468.6,10628.5,10438.7,10606.4,252646472.0
10594.5,10594.5,10480.9,10569.8,236673155.0
10574.3,10679.1,10523.9,10610.0,219057444.0
10606.2,10606.2,10529.2,10576.7,235985636.0
10576.9,10595.4,10419.7,10424.4,184696325.0
10423.8,10423.8,10203.7,10241.1,207643693.0
10241.8,10405.7,10241.2,10405.7,215511050.0
10403.5,10459.0,10284.1,10455.6,223841275.0
10451.9,10460.1,10375.3,10416.7,167564211.0
10418.7,10440.5,10361.5,10401.7,145424144.0
10403.2,10595.0,10403.0,10522.8,210357293.0
10527.4,10600.0,10484.2,10510.0,189102857.0
10513.5,10609.7,10513.5,10551.2,201422857.0
10550.0,10550.6,10433.1,10512.8,143105636.0
10504.1,10504.1,10375.0,10401.3,150131056.0
10399.0,10472.7,10376.0,10458.7,151068042.0
10456.2,10479.6,10268.0,10293.5,174593083.0
10291.2,10312.2,10205.6,10298.6,161261570.0
10296.9,10433.5,10197.3,10416.2,156498202.0
10411.9,10445.8,10367.1,10415.9,129533606.0
10417.0,10478.8,10386.9,10412.2,137640072.0
10407.0,10469.7,10340.8,10346.0,159834887.0
10342.1,10395.2,10271.6,10392.5,180145877.0
10385.5,10385.5,10180.9,10240.8,205035116.0
10239.3,10320.1,10210.5,10320.1,169113311.0
10320.1,10378.8,10156.0,10174.1,170884211.0
10170.3,10305.1,10134.5,10276.9,198854063.0
10276.4,10286.8,10213.5,10229.2,151135639.0
10232.5,10440.7,10223.8,10423.2,181764956.0
10422.8,10441.4,10382.3,10382.3,131662773.0
10382.6,10382.8,10214.3,10222.0,159813389.0
10224.5,10267.7,10075.6,10090.9,154609251.0
10077.1,10117.5,9869.14,9919.58,237088962.0
9918.96,10036.9,9887.2,9949.75,170874659.0
9946.98,10182.4,9894.88,9997.49,245969323.0
9998.12,10066.7,9885.88,10033.3,280375314.0
10028.3,10028.3,9826.09,9840.84,292067753.0
9841.25,9842.08,9558.39,9605.85,287602093.0
9603.36,9671.8,9493.55,9605.51,267146538.0
9580.32,9580.32,8883.4,8920.7,525571080.0
8922.7,9022.06,8861.05,8903.4,346285570.0
8903.54,8945.47,8480.21,8759.13,434905408.0
8748.61,8748.82,8375.72,8376.21,413804126.0
8356.56,8438.41,8062.34,8235.81,564410514.0
8242.32,8649.39,8242.32,8603.86,376695940.0
8605.59,8695.54,8506.36,8659.97,330615194.0
8660.06,8718.16,8527.05,8567.39,253489179.0
8567.46,8681.42,8471.97,8681.42,264278568.0
8679.07,8856.55,8679.0,8847.56,323832782.0
9115.75,9144.81,9012.3,9067.94,184832253.0
9066.56,9086.97,9004.14,9052.44,214523068.0
9052.3,9252.9,9000.14,9240.86,244465323.0
9242.63,9432.04,9242.63,9410.45,293575411.0
9409.07,9409.07,9193.73,9344.16,253725113.0
9340.84,9352.05,9238.78,9347.62,194575711.0
9346.31,9411.14,9298.7,9384.23,216907525.0
9389.76,9489.33,9226.95,9232.97,277246460.0
9230.75,9233.94,9134.3,9163.22,229666238.0
9162.81,9218.02,9080.81,9204.11,235723765.0
9203.91,9392.81,9167.45,9377.03,215753383.0
9379.17,9439.21,9300.37,9340.08,228091356.0
9341.4,9388.86,9278.7,9345.62,235863074.0
9342.29,9462.9,9177.89,9462.9,243530153.0
9462.28,9598.17,9423.32,9545.17,205987296.0
9543.37,9543.37,9269.5,9269.5,198509919.0
9264.52,9264.52,9065.59,9121.98,232709462.0
9123.64,9223.07,9064.41,9075.14,229617588.0
9087.45,9284.45,9014.46,9263.9,252982713.0
9264.52,9343.82,9209.65,9323.54,216630448.0
9326.59,9476.45,9326.17,9441.03,202080241.0
9437.09,9600.6,9386.51,9591.12,249042478.0
9584.68,9644.12,9522.41,9554.37,219573005.0
9558.39,9721.75,9558.39,9587.52,243164535.0
9586.96,9630.41,9519.77,9608.0,165065792.0
9606.13,9606.13,9410.8,9554.37,189462400.0
9551.43,9755.78,9551.43,9750.95,228902015.0
9751.13,9859.38,9741.41,9823.61,281890382.0
9824.65,9903.04,9808.25,9872.39,193062484.0
9871.51,9908.79,9792.47,9866.99,227186454.0
9870.45,9976.46,9870.45,9976.46,201593528.0
9968.64,9976.73,9893.49,9901.38,199228343.0
9894.19,9894.19,9796.41,9834.68,163909546.0
9961.58,9992.79,9903.81,9982.75,179224433.0
9980.33,9992.72,9831.15,9872.6,261418586.0
9867.06,9867.2,9706.61,9711.86,232178671.0
9710.34,9829.42,9691.39,9829.42,201669173.0
9828.8,9891.58,9802.91,9851.56,203324198.0
9848.93,9848.93,9703.9,9763.96,207524283.0
9765.55,9893.84,9743.05,9893.84,203019092.0
9891.35,10142.3,9891.35,10114.3,289261065.0
10113.5,10169.4,10079.8,10099.1,227457155.0
10099.1,10099.2,10002.4,10049.5,190540824.0
10047.0,10075.6,9921.45,9921.45,182083080.0
9925.6,10015.9,9866.85,9888.37,221975555.0
9887.27,9919.72,9806.1,9894.81,235917161.0
9889.13,9889.2,9745.07,9766.45,228218274.0
9764.72,9848.45,9736.42,9811.15,209044956.0
9809.42,9930.93,9798.84,9891.97,211170815.0
9893.22,10015.3,9892.59,9998.39,208941185.0
9994.59,10088.3,9919.79,10070.5,234064048.0
10064.1,10076.0,9985.18,9985.18,266570298.0
9986.84,10069.5,9986.84,10035.3,343569564.0
10035.5,10169.1,10034.9,10088.1,123532403.0
10088.7,10147.2,10080.9,10131.3,130017660.0
10133.9,10184.5,10109.9,10137.0,131194887.0
10136.4,10137.6,10019.2,10021.5,150423086.0
10176.8,10283.7,10174.8,10259.7,221203392.0
10261.3,10300.2,10188.1,10197.0,216312253.0
10195.8,10211.2,10121.3,10150.5,184943687.0
10153.2,10270.9,10069.5,10094.1,236312349.0
10092.5,10101.8,10032.2,10067.9,188143543.0
10069.5,10098.4,9985.25,9987.53,197969925.0
9985.38,9985.38,9889.27,9891.42,213245498.0
9892.73,9986.21,9865.61,9924.15,225672180.0
9916.54,9916.54,9711.1,9712.27,242809408.0
9712.21,9857.79,9712.21,9850.04,238771489.0
9830.94,9830.94,9738.43,9771.85,253374075.0
9772.34,9842.84,9696.57,9713.8,216720986.0
9710.96,9773.37,9680.51,9730.96,239646316.0
9734.21,9856.97,9734.21,9796.07,242008277.0
9793.23,9897.85,9755.11,9840.08,183610226.0
9843.05,9894.53,9798.56,9865.75,161406171.0
9865.54,9908.16,9616.65,9618.24,252067296.0
9619.14,9775.59,9529.46,9762.86,300669931.0
9763.2,9922.49,9763.2,9920.0,252347982.0
9923.04,9943.94,9860.69,9907.26,217856241.0
9905.46,9905.46,9677.54,9687.09,238119026.0
9684.74,9773.72,9603.99,9685.43,256503459.0
9682.04,9733.1,9608.21,9653.39,249721047.0
9650.97,9743.05,9624.12,9625.44,218023675.0
9627.65,9745.56,9580.32,9744.24,229602093.0
9969.75,10172.6,9966.36,10145.7,239122021.0
10145.9,10186.9,10033.8,10115.3,244097516.0
10117.7,10255.2,10058.7,10127.6,251081287.0
10130.3,10238.7,10104.9,10106.1,259766761.0
10111.0,10374.9,10111.0,10368.9,244101798.0
10368.1,10600.1,10366.8,10586.8,280655495.0
10591.4,10596.1,10425.0,10433.4,268160746.0
10432.0,10601.5,10425.8,10574.3,233460211.0
10578.1,10606.9,10468.6,10525.4,243909341.0
10531.7,10663.8,10531.7,10572.5,260363549.0
10570.1,10647.1,10526.0,10611.2,203014448.0
10604.3,10639.7,10510.9,10632.3,216350749.0
10620.2,10620.2,10474.2,10501.8,213928277.0
10501.3,10551.1,10474.7,10517.1,181256541.0
10516.5,10607.2,10511.5,10607.2,303280241.0
10608.5,10661.1,10525.0,10577.8,179155717.0
10578.4,10673.1,10577.5,10635.2,180989329.0
10626.8,10627.0,10496.0,10501.6,199623459.0
10502.0,10505.7,10354.7,10479.8,213494665.0
10477.7,10491.2,10386.4,10427.7,182286472.0
10428.4,10449.3,10280.8,10281.7,190119699.0
10280.5,10432.9,10276.8,10353.4,206215723.0
10351.3,10453.9,10337.9,10426.9,193838051.0
10429.7,10502.6,10403.7,10403.9,179741197.0
10402.1,10402.1,10263.7,10362.7,178482779.0
10352.5,10352.5,10264.9,10313.7,197847663.0
10311.8,10339.9,10139.5,10198.3,223554959.0
10199.5,10261.9,10157.3,10235.2,212613678.0
10235.8,10335.3,10217.4,10271.6,181030520.0
10258.9,10258.9,10120.9,10249.1,227377275.0
10249.8,10305.0,10201.1,10208.7,238679988.0
10210.4,10394.7,10210.4,10381.7,265036535.0
10378.9,10378.9,10154.3,10176.1,303595116.0
10178.6,10237.9,10138.7,10190.8,228757750.0
10189.6,10225.8,10070.5,10093.7,227747970.0
10100.4,10308.2,10100.1,10301.3,251059176.0
10299.7,10326.4,10188.3,10220.8,245264072.0
10219.5,10258.8,10057.0,10205.3,271779465.0
10212.7,10270.9,10212.7,10257.1,255316620.0
10256.0,10256.0,10109.2,10136.4,200050069.0
10137.2,10177.1,10069.5,10089.2,236781570.0
10090.1,10163.4,10027.7,10030.4,217990376.0
10028.7,10039.6,9926.57,10035.1,239916608.0
10037.4,10082.7,9910.72,9910.72,210519314.0
9910.52,9937.09,9811.57,9819.87,216225925.0
9818.9,10006.3,9818.9,9946.22,267129696.0
9847.96,10148.9,9847.96,10141.8,286970226.0
10138.0,10144.7,10016.7,10037.4,223915116.0
10040.2,10062.0,9922.35,9939.92,208371489.0
9938.82,10111.0,9920.2,10109.7,202323152.0
10119.3,10304.4,10119.3,10298.1,251604884.0
10288.6,10349.1,10223.7,10243.7,253331513.0
10242.1,10318.8,10230.7,10289.2,197113311.0
10291.0,10353.4,10256.7,10353.1,220240746.0
10348.9,10348.9,10211.7,10229.5,170696313.0
10229.1,10293.0,10086.5,10105.7,208160072.0
10098.6,10157.9,10063.5,10157.9,195635705.0
10158.3,10216.1,10087.0,10216.1,197043380.0
10211.9,10217.7,10084.8,10104.3,140380006.0
10106.5,10118.5,9961.86,9981.58,183965257.0
9976.94,9988.5,9922.97,9923.04,194650671.0
9915.01,9943.52,9802.23,9911.69,228103603.0
9915.15,10042.3,9915.01,9925.25,229859850.0
9923.94,9986.49,9704.18,9709.79,230136156.0
9710.34,9739.41,9592.79,9687.84,266381883.0
9688.53,9800.89,9688.32,9796.8,224469245.0
9795.7,9802.55,9594.66,9624.64,260908944.0
9592.38,9636.47,9472.54,9589.67,357279398.0
9587.38,9718.09,9562.54,9645.4,229172331.0
9647.62,9758.8,9508.69,9517.26,253402105.0
9515.12,9624.77,9449.98,9617.71,349316235.0
9612.87,9625.4,9491.86,9502.8,233210827.0
9498.92,9498.92,9260.99,9474.21,295087976.0
9476.5,9687.77,9476.5,9687.42,254520445.0
9684.52,9721.75,9636.96,9706.12,217637077.0
9702.0,9733.39,9542.74,9561.57,248197149.0
9561.64,9573.89,9425.88,9431.77,278979248.0
9430.66,9430.66,9220.63,9253.79,402490923.0
9252.47,9369.95,9083.56,9281.82,351290899.0
9285.56,9413.08,9111.25,9126.82,296080217.0
9108.22,9160.81,8926.57,9120.11,409882226.0
9122.12,9269.92,9034.96,9269.92,330874226.0
9270.33,9362.82,9237.73,9243.26,334837077.0
9239.25,9327.44,9106.96,9109.79,260849323.0
9104.95,9135.82,8960.54,9007.75,309913480.0
9006.37,9070.89,8897.54,9054.97,271087086.0
9061.54,9379.85,9061.54,9379.5,138485113.0
9375.7,9410.38,9240.36,9274.9,242046917.0
9273.38,9318.1,9081.96,9096.09,263834899.0
9098.16,9134.23,8811.7,8813.5,329510977.0
8812.12,8854.9,8605.34,8801.53,421742869.0
8805.33,8849.22,8599.66,8684.53,341985805.0
8681.28,8681.9,8244.87,8639.19,398464577.0
8635.31,8635.66,8406.45,8473.11,366043838.0
8476.21,8723.37,8452.76,8542.48,368360469.0
8540.47,8621.95,8404.43,8409.49,284721732.0
8406.1,8406.1,7966.72,8019.26,385789113.0
8015.04,8103.86,7717.29,7784.58,509171681.0
7785.55,7894.41,7682.89,7702.34,645232168.0
7698.46,8202.02,7532.66,8191.29,601669245.0
8185.89,8309.39,7945.95,8186.31,466156174.0
8192.61,8267.72,8114.59,8264.39,327870677.0
8267.99,8711.88,8267.99,8711.88,347278460.0
8707.03,8762.14,8540.12,8680.03,348034695.0
8678.65,8736.73,8537.1,8736.59,327510905.0
8732.58,8734.31,8479.9,8506.62,308381570.0
8504.96,8508.77,8203.82,8313.13,300689251.0
8312.92,8312.92,8030.82,8043.63,287816373.0
8049.93,8418.15,8049.93,8274.09,309902580.0
8282.25,8460.17,8214.62,8456.15,289273143.0
8456.29,8717.42,8430.33,8712.02,320826875.0
8707.24,8796.68,8575.98,8745.45,249810045.0
8741.92,8742.06,8582.01,8688.89,199579585.0
8683.15,8745.52,8473.32,8482.46,280290214.0
8479.14,8748.29,8353.07,8743.31,315395561.0
8745.04,8854.21,8687.92,8818.14,294390039.0
8813.07,8837.52,8709.39,8778.06,251513841.0
8777.09,8994.12,8753.52,8990.79,262222532.0
8986.5,8986.5,8822.02,8872.07,255943122.0
8866.14,8974.36,8798.89,8957.02,284601456.0
8961.18,9077.01,8926.92,9053.64,244955814.0
9051.49,9051.49,8829.96,8872.96,211571392.0
8917.49,9017.02,8782.03,8824.41,233054027.0
8823.93,8823.99,8646.19,8694.09,222269570.0
8690.69,8742.01,8558.02,8670.99,232280301.0
8669.26,8783.35,8605.87,8663.5,187039687.0
8659.27,8659.27,8304.3,8308.05,271488096.0
8308.53,8452.59,8280.4,8425.12,272578695.0
8420.2,8420.2,8217.05,8283.7,287077005.0
8296.46,8474.71,8296.46,8427.2,255457275.0
8425.88,8558.01,8315.67,8519.38,237422556.0
8520.14,8602.61,8502.32,8602.61,231859056.0
8604.27,8726.9,8570.22,8581.17,196921480.0
8574.94,8574.94,8359.09,8379.41,225365991.0
8311.79,8389.26,8257.69,8380.18,190195068.0
8386.35,8482.34,8192.01,8207.55,259465792.0
8203.07,8253.53,8051.91,8172.45,292733931.0
8170.65,8170.65,7939.83,7942.39,278948283.0
7945.93,8017.37,7922.07,7986.02,433014039.0
7984.77,7984.77,7788.42,7872.15,275534869.0
7871.23,7871.23,7666.0,7683.13,342996836.0
7687.16,7891.28,7665.66,7841.82,339765245.0
7844.62,7999.06,7844.62,7997.12,340747862.0
7996.01,7996.01,7694.72,7701.45,332641227.0
7425.82,7622.66,7331.42,7501.49,388703952.0
7499.96,7500.03,7282.39,7286.27,393999543.0
7286.34,7560.93,7197.49,7533.95,399564319.0
7540.74,7901.26,7540.74,7850.29,366628331.0
7848.21,7915.0,7745.7,7877.4,236078701.0
7883.23,8255.68,7883.23,8255.68,431121853.0
8232.1,8232.1,8013.41,8036.03,385857708.0
8038.31,8318.45,8038.24,8275.04,426157041.0
8287.72,8331.56,8147.2,8322.4,347724367.0
8320.74,8547.83,8230.5,8538.24,326864120.0
8534.08,8534.08,8376.15,8450.16,301674466.0
8448.56,8494.76,8294.38,8494.27,343155777.0
8495.38,8558.63,8277.87,8317.34,311601540.0
8317.48,8445.3,8258.52,8443.99,246963056.0
8448.98,8531.45,8325.45,8368.04,292767519.0
8367.28,8399.74,8198.04,8368.94,296947344.0
8363.95,8459.31,8307.42,8427.41,301040938.0
8427.34,8493.92,8336.34,8397.03,307643429.0
8395.64,8542.27,8309.5,8517.64,298280974.0
8521.6,8730.64,8521.6,8571.6,356588463.0
8568.76,8691.38,8544.42,8678.27,260899513.0
8677.17,8800.0,8590.19,8771.01,338232421.0
8766.08,8766.22,8549.82,8586.24,267816084.0
8585.75,8668.91,8498.92,8537.13,256846580.0
8535.81,8535.88,8349.53,8358.95,217941630.0
8356.73,8504.67,8356.73,8386.0,298511158.0
8380.32,8493.51,8298.68,8398.49,332220343.0
8403.69,8545.11,8403.69,8542.13,274109498.0
8535.64,8583.95,8460.77,8579.09,288281937.0
8579.74,8636.24,8480.68,8486.57,241982941.0
8484.93,8546.84,8405.12,8474.78,276745624.0
8469.57,8643.03,8439.06,8623.01,308991182.0
8625.48,8856.57,8625.48,8845.15,401264000.0
8842.41,8880.39,8801.0,8804.84,279746743.0
8804.97,8868.87,8756.02,8849.4,235044451.0
8844.12,8844.4,8670.18,8676.42,256443044.0
8678.96,8939.91,8678.96,8931.68,233847194.0
8902.95,9043.37,8787.15,8862.57,280590123.0
8861.13,8861.13,8721.88,8742.93,240489744.0
8734.22,8811.62,8653.38,8737.85,292943856.0
8740.66,8769.05,8608.75,8623.28,246997895.0
8620.88,8679.51,8501.86,8645.77,244359026.0
8643.99,8643.99,8473.0,8473.41,237127002.0
8473.61,8578.99,8469.55,8574.26,228714129.0
8571.52,8625.89,8487.53,8589.14,226427405.0
8590.99,8615.13,8510.84,8538.4,210455579.0
8536.07,8536.07,8422.94,8433.71,223354466.0
8436.59,8627.54,8434.74,8627.4,225882851.0
8626.99,8638.64,8525.45,8535.39,230552854.0
8531.31,8531.38,8407.72,8447.35,236707056.0
8441.94,8505.23,8327.78,8364.8,257315417.0
8367.41,8513.65,8367.41,8512.01,360302965.0
8511.39,8554.04,8462.64,8493.29,191739429.0
8429.28,8449.41,8285.14,8303.78,152506045.0
8304.06,8364.74,8252.51,8332.85,209782472.0
8332.24,8361.31,8242.91,8341.63,204161660.0
8342.38,8608.27,8342.38,8607.52,251664577.0
8607.38,8635.49,8552.87,8601.69,243530153.0
8602.78,8800.59,8602.51,8773.57,265923128.0
8775.84,8802.36,8713.1,8740.59,277274755.0
8735.93,8736.07,8580.1,8595.31,258232638.0
8596.68,8787.7,8596.61,8776.18,256581269.0
8776.04,8818.55,8689.58,8784.89,240473961.0
8787.83,8869.29,8746.97,8785.98,236638725.0
8787.22,8843.37,8746.35,8842.62,230649865.0
8843.64,8854.61,8702.14,8723.18,252675032.0
8721.12,8805.52,8673.05,8697.87,251255074.0
8695.82,8695.82,8559.11,8586.74,323249371.0
8586.26,8623.49,8438.18,8442.9,246871916.0
8439.54,8444.61,8306.59,8318.73,276541498.0
8320.72,8386.61,8255.86,8369.47,282101317.0
8367.89,8367.89,8112.43,8131.01,291598749.0
8128.54,8150.34,7957.82,7989.56,295459802.0
7991.07,8114.0,7991.07,8088.84,273729540.0
8087.95,8158.02,7945.0,8110.71,312590677.0
7865.74,7933.68,7801.29,7920.11,233932054.0
7920.93,7985.52,7806.5,7843.11,239926135.0
7836.36,7854.62,7753.71,7758.17,216186947.0
7756.55,7781.89,7628.99,7749.87,246750749.0
7750.9,7908.8,7725.32,7908.8,260585624.0
7909.3,8076.02,7909.3,8041.15,213061654.0
8033.8,8043.11,7935.27,8000.6,186985420.0
8002.7,8027.35,7893.74,7914.96,210746562.0
7915.52,8039.27,7854.38,8018.11,245627429.0
8017.34,8017.34,7851.11,7858.24,216146141.0
7856.42,7920.49,7719.64,7909.5,255623050.0
7907.39,7925.81,7793.89,7806.98,248392012.0
7807.96,7924.62,7789.95,7884.99,245451597.0
7886.11,7965.8,7855.44,7891.08,233068535.0
7890.24,7981.46,7822.73,7837.86,207208229.0
7838.14,7845.71,7704.31,7704.87,207564896.0
7702.35,7775.6,7661.32,7775.6,222851320.0
7774.76,7777.42,7659.09,7673.99,223476331.0
7671.75,7743.82,7562.65,7740.03,290808421.0
7739.4,7739.47,7559.64,7568.18,211986623.0
7568.53,7642.41,7520.63,7524.06,221592638.0
7517.76,7552.07,7416.64,7552.07,275098635.0
7555.29,7824.34,7555.29,7821.75,333170045.0
7822.17,7931.63,7799.48,7859.71,297416950.0
7857.96,8145.84,7779.73,8141.92,347918532.0
8142.69,8209.36,8096.12,8194.23,290732006.0
8193.04,8277.64,8141.5,8265.45,266638220.0
8264.68,8318.81,8130.86,8286.6,257872313.0
8290.38,8522.18,8290.38,8521.62,339176180.0
8514.82,8514.82,8185.2,8214.68,254077353.0
8216.85,8337.72,8180.72,8280.23,246401660.0
8279.88,8284.99,8187.73,8229.88,222252247.0
8226.39,8251.8,8104.05,8201.45,213533377.0
8198.85,8205.09,8105.79,8145.77,181052968.0
8142.83,8142.83,7929.31,7992.13,286519218.0
7992.83,8100.53,7979.69,8069.86,253510135.0
8070.98,8316.64,8070.98,8285.06,276249961.0
8285.76,8335.62,8237.54,8240.38,251614749.0
8240.59,8305.86,8215.1,8277.15,239444066.0
8284.15,8520.21,8284.15,8300.41,279575146.0
8299.12,8342.83,8260.48,8298.92,240195850.0
8299.28,8388.33,8195.14,8197.94,270569744.0
8198.99,8225.04,8145.87,8221.33,211335964.0
8223.22,8337.65,8179.74,8203.41,225923729.0
8203.97,8351.94,8201.55,8351.1,210033420.0
8347.66,8402.43,8307.54,8402.36,266058298.0
8405.72,8446.33,8233.73,8257.61,313779056.0
8255.79,8347.45,8235.41,8337.65,249608156.0
8326.38,8487.51,8263.98,8484.99,257193071.0
8484.92,8526.38,8451.45,8515.66,278313600.0
8512.44,8512.44,8395.7,8440.04,233098562.0
8438.98,8439.33,8288.49,8306.35,226151411.0
8306.84,8501.66,8305.03,8471.61,226142220.0
8472.88,8559.77,8442.34,8502.99,248989281.0
8501.38,8528.75,8432.12,8480.09,257982268.0
8603.9,8743.47,8569.44,8726.73,239567110.0
8722.88,8723.29,8647.6,8679.25,204251477.0
8673.29,8728.41,8608.31,8647.82,210681552.0
8649.22,8727.78,8643.11,8713.14,224097732.0
8710.36,8742.58,8644.82,8678.97,246501293.0
8676.52,8676.59,8483.31,8493.39,232172704.0
8494.09,8550.26,8416.72,8491.36,274222292.0
8485.62,8523.16,8431.21,8516.43,322993684.0
8516.99,8628.14,8509.22,8594.02,290609468.0
8594.02,8625.82,8541.57,8601.38,210233841.0
8600.54,8792.44,8540.59,8781.35,286075164.0
8787.23,8862.58,8679.6,8711.18,311975820.0
8711.46,8868.33,8711.39,8850.26,270384265.0
8851.45,9003.27,8851.45,8897.81,278906562.0
8898.23,8940.38,8861.32,8922.95,241846111.0
8919.94,9057.4,8909.01,9038.98,284011429.0
9036.67,9045.15,8969.24,9041.3,321971344.0
9045.57,9215.88,9045.57,9062.79,367367098.0
9061.18,9066.45,8945.59,8980.0,222078099.0
8980.79,9059.29,8980.65,9054.89,230081780.0
9048.85,9183.22,9038.07,9183.22,241650815.0
9184.29,9236.11,9116.86,9196.55,226626550.0
9197.88,9222.67,9074.08,9117.12,207126929.0
9117.56,9318.96,9117.56,9318.96,226815952.0
9319.66,9352.77,9268.96,9323.02,285537035.0
9322.67,9333.66,9232.05,9293.8,275478400.0
9293.8,9313.29,9154.74,9179.53,250673732.0
9180.93,9276.51,9180.93,9200.75,350926580.0
9199.49,9199.7,9038.29,9072.95,216286195.0
9071.48,9140.81,9057.89,9109.85,219918244.0
9109.57,9161.74,9000.68,9011.53,239275621.0
9011.06,9092.21,8987.16,9079.04,203811368.0
9079.74,9105.51,8970.28,8989.05,234096626.0
8990.74,9068.05,8970.43,8985.44,227529865.0
8983.66,9050.82,8871.2,9040.95,243863266.0
9043.54,9148.3,9043.54,9142.84,263789041.0
9141.16,9149.63,9035.34,9070.21,138939489.0
9073.92,9261.12,9073.92,9216.79,252961540.0
9213.48,9236.39,9162.94,9223.09,239073829.0
9221.9,9229.11,9108.24,9156.21,286346298.0
9154.53,9154.53,8996.76,9036.04,228340138.0
9036.39,9146.48,9035.52,9119.59,204358689.0
9126.45,9278.41,9126.45,9177.15,266604896.0
9179.18,9238.01,9091.3,9128.97,300029931.0
9133.7,9153.42,9042.19,9094.59,296663675.0
9089.34,9113.57,9017.84,9050.82,263603104.0
9052.29,9188.15,9052.29,9188.15,239567519.0
9187.8,9187.8,9075.19,9096.69,219080926.0
9098.65,9174.42,9037.3,9158.45,233486220.0
9159.08,9203.48,9102.28,9194.24,204830605.0
9196.56,9281.42,9106.42,9112.51,230538346.0
9113.85,9284.57,9085.13,9284.57,218631747.0
9284.92,9303.83,9234.5,9266.51,221653726.0
9268.19,9289.69,9168.26,9204.46,248599820.0
9204.39,9236.54,9164.97,9200.05,183681660.0
9199.35,9361.4,9199.28,9233.8,259460620.0
9232.68,9234.22,9138.29,9153.97,224366412.0
9154.18,9209.15,9048.58,9186.04,209782472.0
9185.27,9187.73,9034.57,9036.32,214148090.0
9032.96,9134.57,8997.11,9061.74,224378659.0
9060.48,9135.0,9031.14,9126.45,201815892.0
9127.36,9191.37,9127.36,9191.09,184010033.0
9189.62,9251.59,9146.62,9217.35,157610635.0
9218.12,9310.27,9208.8,9310.06,180115946.0
9303.69,9322.11,9233.94,9271.76,180722202.0
9272.25,9334.57,9218.82,9310.56,181649853.0
9308.52,9337.17,9281.5,9321.69,108552457.0
9320.66,9419.38,9320.59,9412.45,207419020.0
9412.17,9445.08,9351.73,9428.9,246367278.0
9420.13,9423.26,9364.03,9397.51,223601949.0
9399.96,9481.44,9391.89,9423.68,253280553.0
9436.04,9499.97,9345.86,9348.87,288650779.0
9316.03,9353.86,9233.08,9340.45,208832409.0
9339.82,9346.98,9306.49,9333.79,166958051.0
9334.35,9392.59,9261.57,9374.21,186896962.0
9373.33,9421.23,9350.07,9415.82,163222400.0
9521.86,9597.38,9514.49,9568.46,300405678.0
9569.09,9609.09,9541.72,9587.9,239442334.0
9589.52,9589.52,9461.37,9503.34,230721973.0
9503.41,9599.34,9503.41,9586.29,196880602.0
9584.92,9584.95,9490.84,9507.2,208896192.0
9415.05,9502.84,9410.42,9459.76,202248325.0
9456.88,9488.32,9380.95,9471.55,206584277.0
9471.19,9490.91,9436.6,9448.81,188297552.0
9449.16,9571.13,9449.16,9567.34,215688469.0
9566.08,9594.43,9536.81,9545.65,225218310.0
9544.04,9662.84,9538.28,9659.13,247820367.0
9661.8,9686.08,9610.15,9644.82,275032782.0
9641.8,9641.87,9501.72,9535.41,218819056.0
9535.76,9583.48,9511.41,9576.04,206770430.0
9575.97,9592.67,9423.54,9425.51,251985011.0
9425.58,9458.49,9342.98,9343.96,252208938.0
9314.42,9395.32,9293.22,9380.24,224881131.0
9378.1,9378.1,9230.47,9275.06,261613113.0
9653.33,9672.02,9595.28,9630.9,201258117.0
9633.35,9768.69,9633.2,9680.01,278700608.0
9682.9,9712.24,9656.53,9674.68,194654316.0
9675.72,9783.49,9675.57,9764.38,180334821.0
